EXTERIOR,,INTERIOR,YEAR,VIN,,,Package Codes,PACKAGES,MSRP,PROD.,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice
W73 - Polar Silver Metallic w. Red Accents A129,,Z1XX - IND. INTERIOR,2012,WBSPK9100CE810854,,,,,,,,#57-LHD,"10307 Williamson Balfour Motors SpA La Dehesa , Santiago de Chile",,,,,,,
W73 - Polar Silver Metallic w. Red Accents A130,,Z1XX - IND. INTERIOR,2012,WBSPK9102CE810855,,,U.S,,,,,#59-LHD,"26747 Momentum BMW/Momentum MINI , Houston",,,,,,,
W73 - Polar Silver Metallic w. Red Accents A131,,Z1XX - IND. INTERIOR,2012,WBSPK910X0E810856,,,,,,,,#60-LHD,"04107 Niederlassung München , München",,,,,,,
W73 - Polar Silver Metallic w. Red Accents A132,,Z1XX - IND. INTERIOR,2012,WBSPK9108BE810857,,,U.S,,,,,#61-LHD,"36721 Crevier BMW , Santa Ana",,,,,,,
W73 - Polar Silver Metallic w. Red Accents A133,,Z1XX - IND. INTERIOR,2012,WBSPK91030E810858,,,,,,,,#62-LHD,N/A,,,,,,,
W73 - Polar Silver Metallic w. Red Accents A134,,Z1XX - IND. INTERIOR,2012,WBSPK91050E810859,,,,,,,,#63-LHD,"33379 Fett & Wirtz Automobile GmbH & Co. KG , Geldern",,,,,,,
W73 - Polar Silver Metallic w. Red Accents A135,,Z1XX - IND. INTERIOR,2012,WBSPK91010E810860,,,,,,,,#64-LHD,"29307 Spaett GmbH & Co. KG , Ismaning",,,,,,,
W73 - Polar Silver Metallic w. Red Accents A136,,Z1XX - IND. INTERIOR,2012,WBSPK91030E810861,,,,,,,,#65-LHD,"08649 Vines of Guildford, Guildford",,,,,,,
W73 - Polar Silver Metallic w. Red Accents A137,,Z1XX - IND. INTERIOR,2012,WBSPK91050E810862,,,,,,,,#66-LHD,"05549 FOCH AUTOMOBILES AVIGNON , AVIGNON",,,,,,,
W73 - Polar Silver Metallic w. Red Accents A138,,Z1XX - IND. INTERIOR,2012,WBSPK92050E855900,,,,,,,,#08-RHD,"51570 Eurokars Auto Pte Ltd, Singapore",,,,,,,
W73 - Polar Silver Metallic w. Red Accents A139,,Z1XX - IND. INTERIOR,2012,WBSPK92070E855901,,,,,,,,#28-RHD,"08657 Dick Lovett Swindon, Swindon",,,,,,,
W73 - Polar Silver Metallic w. Red Accents A140,,Z1XX - IND. INTERIOR,2012,WBSPK92090E855902,,,,,,,,#30-RHD,"18913 Col Crawford Motors , Brookvale",,,,,,,
W73 - Polar Silver Metallic w. Red Accents A141,,Z1XX - IND. INTERIOR,2012,WBSPK92000E855903,,,,,,,,#58-RHD,"22144 BMW Concessionaires (HK) Ltd. ST BMW Shatin Service Centre , New Territories",,,,,,,
W73 - Polar Silver Metallic w. Red Accents A142,,Z1XX - IND. INTERIOR,2012,WBSPK92020E855904,,,,,,,,#67-RHD,"51570 Eurokars Auto Pte Ltd , Singapore",,,,,,,
