EXTERIOR,,INTERIOR,YEAR,VIN,,,Package Codes,PACKAGES,MSRP,PROD.,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice,VIN fill done Sun Aug 10 2025 11:35:08 GMT-0500 (Central Daylight Time)
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,,WBSWD93519PY43521,,PY43521,"MSRP,ZPP.1,ZTP,2MK,2MT.1,403,415,507,6FL,653,655,752",,,"Sep 23, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,,WBSWD93539PY43522,,PY43522,"MSRP,ZPP.2,ZTP,2MK,2MT.1,302,403,494,6FL,653,655,752",,,"Sep 23, 2008",550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,,WBSWD93559PY43523,,PY43523,"MSRP,ZPP.3,ZTP,2MK,2MT.1,494,6FL,6NF,653,655,752",,,"Sep 23, 2008",550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,,WBSWD93579PY43524,,PY43524,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,507,6FL,6NF,653,655,752",,,"Sep 23, 2008",550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,,WBSWD93599PY43525,,PY43525,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,653,655,752",,,"Sep 23, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,,WBSWD93509PY43526,,PY43526,"MSRP,ZPP.2,ZTP,403,494,507,6FL,653,655",,,"Sep 24, 2008",550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,,WBSWD93529PY43527,,PY43527,"MSRP,ZPP.3,ZTP,2MT.1,403,494,6FL,653,655",,,"Sep 24, 2008",550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,,WBSWD93549PY43528,,PY43528,"MSRP,ZCW,ZPP.1,2MK,302,322,403,415,507,609,6FL,653,655,752",,,"Sep 24, 2008",550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,,WBSWD93569PY43529,,PY43529,"MSRP,ZCW,ZPP.3,2MT.1,302,322,403,609,6FL,653",,,"Sep 24, 2008",550,,,,,,,,,,
300 - Alpine White,,NCH3 - Beige Novillo Leather,,WBSWD93529PY43530,,PY43530,"MSRP,ZCW,ZPP.2,ZTP,2MK,2MT.1,403,507,6FL,6NF,653",,,"Sep 24, 2008",,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,,WBSWD93549PY43531,,PY43531,"MSRP,ZCW,ZPP.3,ZTP,2MK,507,6FL,6NF,653,655,752",,,"Sep 24, 2008",1100,,,,,,,,,,
381 - Le Mans Blue Metallic,,NCSW - Black Novillo Leather,,WBSWD93569PY43532,,PY43532,"MSRP,ZPP.1,ZTP,2MK,2MT.1,6FL,653,655,752",,,"Sep 24, 2008",550,,,,,,,,,,
381 - Le Mans Blue Metallic,,NCSW - Black Novillo Leather,,WBSWD93589PY43533,,PY43533,"MSRP,ZPP.3,ZTP,2MK,2MT.1,415,494,507,6FL,6NF,653,655,752",,,"Sep 24, 2008",550,,,,,,,,,,
A52 - Space Gray Metallic,,NDH2 - Fox Red Extended Leather,,WBSWD935X9PY43534,,PY43534,"MSRP,ZCW,ZPP.2,ZTP,2MK,2MT.1,403,507,6FL,653,655,752",,,"Sep 24, 2008",550/1100,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,,WBSWD93519PY43535,,PY43535,"MSRP,ZCW,ZPP.1,ZTP,2MK,2MT.1,507,6FL,6NF,653,655,752",,,"Sep 24, 2008",,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,,WBSWD93539PY43536,,PY43536,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,6FL,653",,,"Sep 24, 2008",,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,,WBSWD93559PY43537,,PY43537,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,6FL,6NF,653",,,"Sep 24, 2008",,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,,WBSWD93579PY43538,,PY43538,"MSRP,ZCW,ZPP.3,ZTP,2MT.1,507,653,752",,,"Sep 24, 2008",,,,,,,,,,,
381 - Le Mans Blue Metallic,,NCSW - Black Novillo Leather,,WBSWD93599PY43539,,PY43539,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,302,415,507,6FL,653,655,752",,,"Sep 25, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,,WBSWD93559PY43540,,PY43540,"MSRP,ZCW,ZPP.1,ZTP,2MT.1,403,415,507,6FL,653,655,752",,,"Sep 24, 2008",550/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,,WBSWD93579PY43541,,PY43541,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,507,6FL,6NF,653,655,752",,,"Sep 24, 2008",550,,,,,,,,,,
668 - Jet Black,,NDSW - Black Extended Novillo Leather,,WBSWD93599PY43542,,PY43542,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,415,6FL,653,655,752",,,"Sep 24, 2008",1100,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCSW - Black Novillo Leather,,WBSWD93509PY43543,,PY43543,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,6FL,653,752",,,"Sep 24, 2008",550,,,,,,,,,,
381 - Le Mans Blue Metallic,,NCSW - Black Novillo Leather,,WBSWD93529PY43544,,PY43544,"MSRP,ZPP.3,ZTP,2MK,2MT.1,302,403,494,6FL,6NF,653",,,"Sep 24, 2008",550,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,,WBSWD93549PY43545,,PY43545,"MSRP,ZPP.1,ZTP,2MK,2MT.1,403,507,6FL,653",,,"Sep 25, 2008",,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,,WBSWD93569PY43546,,PY43546,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,6FL,6NF,653,752",,,"Sep 25, 2008",550,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,,WBSWD93589PY43547,,PY43547,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,507,6FL,6NF,653,655,752",,,"Sep 25, 2008",1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,,WBSWD935X9PY43548,,PY43548,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,507,6FL,653,655,752",,,"Sep 25, 2008",550,,,,,,,,,,
A75 - Melbourne Red Metallic,,NCSW - Black Novillo Leather,,WBSWD93519PY43549,,PY43549,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,6FL,653,655,752",,,"Sep 25, 2008",550,,,,,,,,,,
A73 - Jerez Black Metallic,,NDH2 - Fox Red Extended Leather,,WBSWD93589PY43550,,PY43550,"MSRP,ZCW,ZPP.3,ZTP,2MK,507,6FL,653,655,752",,,"Sep 25, 2008",550/1100,,,,,,,,,,
A52 - Space Gray Metallic,,NDH1 - Silver Novillo Extended Leather,,WBSWD935X9PY43551,,PY43551,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,415,507,6FL,6NF,653,752",,,"Sep 25, 2008",550/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDH2 - Fox Red Extended Leather,,WBSWD93519PY43552,,PY43552,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,507,6FL,653,752",,,"Sep 25, 2008",550/1100,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,,WBSWD93539PY43553,,PY43553,"MSRP,ZPP.3,ZTP,2MK,2MT.1,403,494,507,6FL,653,655,752",,,"Sep 25, 2008",,,,,,,,,,,
A52 - Space Gray Metallic,,NDH1 - Silver Novillo Extended Leather,,WBSWD93559PY43554,,PY43554,"MSRP,ZCW,ZPP.2,ZTP,2MK,2MT.1,403,507,6FL,653,655,752",,,"Sep 25, 2008",550/1100,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,,WBSWD93579PY43555,,PY43555,"MSRP,ZPP.2,ZTP,2MK,2MT.1,403,494,653,752",,,"Sep 25, 2008",,,,,,,,,,,
A73 - Jerez Black Metallic,,NDH2 - Fox Red Extended Leather,,WBSWD93599PY43556,,PY43556,"MSRP,ZPP.3,ZTP,2MK,2MT.1,403,494,507,6FL,653,752",,,"Sep 25, 2008",550/1100,,,,,,,,,,
668 - Jet Black,,NCH3 - Beige Novillo Leather,,WBSWD93509PY43557,,PY43557,"MSRP,ZPP.3,ZTP,2MK,2MT.1,403,494,507,6FL,653,655,752",,,"Sep 25, 2008",,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,,WBSWD93529PY43558,,PY43558,"MSRP,ZPP.2,ZTP,2MK,403,494,507,6FL,653,655,752",,,"Sep 25, 2008",,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - Black Novillo Leather,,WBSWD93549PY43559,,PY43559,"MSRP,ZPP.3,2MK,2MT.1,223,403,494",,,"Sep 26, 2008",550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCSW - Black Novillo Leather,,WBSWD93509PY43560,,PY43560,"MSRP,ZPP.1,ZTP,2MT.1,403,415,494,653",,,"Sep 29, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,,WBSWD93529PY43561,,PY43561,"MSRP,ZPP.1,ZTP,2MK,2MT.1,403,415,494,507,6FL,653,752",,,"Sep 26, 2008",550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,,WBSWD93549PY43562,,PY43562,"MSRP,ZPP.3,ZTP,2MK,494,653,655,752",,,"Sep 26, 2008",,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,,WBSWD93569PY43563,,PY43563,"MSRP,2MT.1,4MY,655",,,"Sep 26, 2008",550/950,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH2 - Fox Red Novillo Leather,,WBSWD93589PY43564,,PY43564,"MSRP,ZTP,4MX,507,6FL,653",,,"Sep 26, 2008",550/950,,,,,,,,,,
668 - Jet Black,,NDSW - Black Extended Novillo Leather,,WBSWD935X9PY43565,,PY43565,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,507,6FL,6NF,653,752",,,"Sep 26, 2008",1100,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,,WBSWD93519PY43566,,PY43566,"MSRP,ZCW,ZPP.3,6FL",,,"Sep 26, 2008",,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,,WBSWD93539PY43567,,PY43567,"MSRP,ZPP.3,ZTP,2MK,2MT.1,415,494,6FL,653,655,752",,,"Sep 26, 2008",550,,,,,,,,,,
300 - Alpine White,,NCH3 - Beige Novillo Leather,,WBSWD93559PY43568,,PY43568,"MSRP,ZPP.3,ZTP,2MK,2MT.1,6FL,6NF,653,655,752",,,"Sep 26, 2008",,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,,WBSWD93579PY43569,,PY43569,"MSRP,ZPP.1,ZTP,2MT.1,494,6FL,653,752",,,"Sep 26, 2008",550/1100,,,,,,,,,,
300 - Alpine White,,NCH1 - Silver Novillo Leather,,WBSWD93539PY43570,,PY43570,"MSRP,ZPP.1,ZTP,2MK,2MT.1,403,494,6FL,653,655,752",,,"Sep 26, 2008",,,,,,,,,,,
A73 - Jerez Black Metallic,,GEAT - Anthracite/Black Cloth & Leather,,WBSWD93559PY43571,,PY43571,"MSRP,ZCW,ZPP.1,2MK,223,302,322,507",,,"Sep 26, 2008",550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,,WBSWD93579PY43572,,PY43572,"MSRP,ZPP.3,ZTP,2MK,2MT.1,494,6FL,653",,,"Sep 27, 2008",,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,,WBSWD93599PY43573,,PY43573,"MSRP,ZPP.1,ZTP,2MK,2MT.1,6FL,653,655,752",,,"Sep 27, 2008",,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,,WBSWD93509PY43574,,PY43574,"MSRP,ZPP.3,ZTP,2MK,2MT.1,403,415,507,6FL,6NF,653,655",,,"Sep 27, 2008",,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,,WBSWD93529PY43575,,PY43575,"MSRP,ZCW,ZPP.1,ZTP,2MK,2MT.1,403,6FL,653,655,752",,,"Sep 27, 2008",,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - Black Novillo Leather,,WBSWD93549PY43576,,PY43576,"MSRP,ZPP.1,ZTP,2MK,6FL,6NF,653,655",,,"Sep 27, 2008",550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,,WBSWD93569PY43577,,PY43577,"MSRP,ZPP.3,ZTP,2MK,494,507,653",,,"Sep 27, 2008",,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,,WBSWD93589PY43578,,PY43578,"MSRP,ZCW,ZPP.3,ZTP,2MK,302,6FL,653,655,752",,,"Sep 27, 2008",,,,,,,,,,,
A75 - Melbourne Red Metallic,,NCH3 - Beige Novillo Leather,,WBSWD935X9PY43579,,PY43579,"MSRP,ZCW,ZPP.3,2MK,2MT.1,302,322,507,609,653",,,"Sep 27, 2008",550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,,WBSWD93569PY43580,,PY43580,"MSRP,2MT.1,223,415,6FL,655,771,863",,,"Sep 29, 2008",950,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,,WBSWD93589PY43581,,PY43581,"MSRP,ZCW,ZPP.1,ZTP,2MK,2MT.1,507,6FL,6NF,653,655,752",,,"Sep 29, 2008",1100,,,,,,,,,,
A75 - Melbourne Red Metallic,,NDH3 - Beige Novillo Extended Leather,,WBSWD935X9PY43582,,PY43582,"MSRP,ZPP.2,ZTP,2MK,2MT.1,6FL,653,655,752",,,"Sep 29, 2008",550/1100,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,,WBSWD93519PY43583,,PY43583,"MSRP,ZPP.1,ZTP,2MK,2MT.1,415,507,6FL,6NF,653,655,752",,,"Sep 29, 2008",550,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - Black Novillo Leather,,WBSWD93539PY43584,,PY43584,"MSRP,ZPP.3,ZTP,2MK,2MT.1,507,6FL,6NF,653,655,752",,,"Sep 29, 2008",550,,,,,,,,,,
A52 - Space Gray Metallic,,NCH1 - Silver Novillo Leather,,WBSWD93559PY43585,,PY43585,"MSRP,ZCW,ZPP.1,ZTP,2MK,403,415,507,6FL,653,655,752,863",,,"Sep 29, 2008",550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,,WBSWD93579PY43586,,PY43586,"MSRP,ZTP,2MK,4MX,6FL,653",,,"Sep 29, 2008",950,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,,WBSWD93599PY43587,,PY43587,"MSRP,ZPP.3,ZTP,2MK,494,653,655,752",,,"Sep 29, 2008",,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,,WBSWD93509PY43588,,PY43588,"MSRP,ZPP.3,ZTP,2MK,2MT.1,507,6FL,653,752",,,"Sep 29, 2008",,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - Black Novillo Leather,,WBSWD93529PY43589,,PY43589,"MSRP,ZPP.1,ZTP,2MK,2MT.1,494,6FL,6NF,653,655,752",,,"Sep 29, 2008",550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,,WBSWD93599PY43590,,PY43590,"MSRP,ZPP.3,ZTP,2MT.1,415,6FL,653,655,752",,,"Sep 29, 2008",,,,,,,,,,,
A52 - Space Gray Metallic,,NCH1 - Silver Novillo Leather,,WBSWD93509PY43591,,PY43591,"MSRP,ZPP.3,ZTP,2MK,2MT.1,494,6FL,653,655,752",,,"Sep 29, 2008",550,,,,,,,,,,
A75 - Melbourne Red Metallic,,NDH3 - Beige Novillo Extended Leather,,WBSWD93529PY43592,,PY43592,"MSRP,ZPP.3,ZTP,2MK,2MT.1,653,655,752",,,"Sep 29, 2008",550/1100,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,,WBSWD93549PY43593,,PY43593,"MSRP,ZPP.3,ZTP,2MT.1,415,507,6FL,653,752",,,"Sep 29, 2008",,,,,,,,,,,
300 - Alpine White,,NDH2 - Fox Red Extended Leather,,WBSWD93569PY43594,,PY43594,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,6FL,653,655,752",,,"Sep 29, 2008",1100,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,,WBSWD93589PY43595,,PY43595,"MSRP,ZPP.3,ZTP,2MK,2MT.1,494,507,6FL,6NF,653,752",,,"Sep 29, 2008",,,,,,,,,,,
300 - Alpine White,,NDH2 - Fox Red Extended Leather,,WBSWD935X9PY43596,,PY43596,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,507,6FL,653,752",,,"Sep 29, 2008",1100,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - Black Novillo Leather,,WBSWD93519PY43597,,PY43597,"MSRP,ZTP,2MK,494,507,653,771,863",,,"Sep 29, 2008",550/950,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,,WBSWD93539PY43598,,PY43598,"MSRP,ZPP.3,ZTP,2MT.1,494,507,6FL,6NF,653",,,"Sep 29, 2008",,,,,,,,,,,
A96 - Mineral White Met.,,NDH1 - Silver Novillo Extended Leather,,WBSWD93559PY43599,,PY43599,"MSRP,ZPP.3,ZTP,2MK,494,507,6FL,653,655,752",,,"Oct 2, 2008",1100,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,,WBSWD93589PY43600,,PY43600,"MSRP,ZPP.3,ZTP,2MK,2MT.1,494,6FL,6NF,653,655,752",,,"Sep 30, 2008",,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,,WBSWD935X9PY43601,,PY43601,"MSRP,ZCW,ZPP.3,ZTP,415,507,6FL,6NF,653,752",,,"Sep 30, 2008",,,,,,,,,,,
A75 - Melbourne Red Metallic,,NCH2 - Fox Red Novillo Leather,,WBSWD93519PY43602,,PY43602,"MSRP,ZCW,ZPP.1,ZTP,2MK,2MT.1,415,6FL,6NF,653,655",,,"Sep 30, 2008",550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,,WBSWD93539PY43603,,PY43603,"MSRP,ZPP.3,ZTP,2MK,507,6FL,6NF,653,655,752",,,"Sep 30, 2008",,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,,WBSWD93559PY43604,,PY43604,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,507,6FL,653,655,752",,,"Sep 30, 2008",550,,,,,,,,,,
300 - Alpine White,,NDH2 - Fox Red Extended Leather,,WBSWD93579PY43605,,PY43605,"MSRP,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,6NF,653,655,752",,,"Sep 30, 2008",1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,,WBSWD93599PY43606,,PY43606,"MSRP,ZCW,ZPP.1,ZTP,2MK,2MT.1,6FL,6NF,653,655,752",,,"Sep 30, 2008",550,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - Black Novillo Leather,,WBSWD93509PY43607,,PY43607,"MSRP,ZCW,ZPP.1,ZTP,2MK,2MT.1,6FL,653,655,752",,,"Sep 30, 2008",550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,,WBSWD93529PY43608,,PY43608,"MSRP,ZPP.1,ZTP,2MK,2MT.1,494,507,6FL,6NF,653,655,752",,,"Sep 30, 2008",,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,,WBSWD93549PY43609,,PY43609,"MSRP,ZPP.3,ZTP,2MK,2MT.1,507,653,655,752",,,"Sep 30, 2008",,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,,WBSWD93509PY43610,,PY43610,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,6FL,6NF,653,655,752",,,"Sep 30, 2008",550,,,,,,,,,,
381 - Le Mans Blue Metallic,,NCSW - Black Novillo Leather,,WBSWD93529PY43611,,PY43611,"MSRP,ZPP.3,ZTP,2MK,2MT.1,494,6FL,653",,,"Sep 30, 2008",550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,,WBSWD93549PY43612,,PY43612,"MSRP,ZCW,ZPP.1,ZTP,2MK,507,6FL,653,655",,,"Sep 30, 2008",,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,,WBSWD93569PY43613,,PY43613,"MSRP,ZPP.1,ZTP,2MK,2MT.1,494,6FL,653,655,752",,,"Sep 30, 2008",,,,,,,,,,,
668 - Jet Black,,NDH2 - Fox Red Extended Leather,,WBSWD93589PY43614,,PY43614,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,415,507,6FL,653,655,752",,,"Sep 30, 2008",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,,WBSWD935X9PY43615,,PY43615,"MSRP,ZCW,ZPP.2,ZTP,2MK,2MT.1,6FL,6NF,653,752",,,"Oct 1, 2008",1100,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,,WBSWD93519PY43616,,PY43616,"MSRP,ZPP.2,ZTP,2MK,2MT.1,403,494,6FL,6NF,653,752",,,"Oct 1, 2008",,,,,,,,,,,
381 - Le Mans Blue Metallic,,NDSW - Black Extended Novillo Leather,,WBSWD93539PY43617,,PY43617,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,415,6FL,6NF,653,655,752",,,"Oct 1, 2008",550/1100,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - Black Novillo Leather,,WBSWD93559PY43618,,PY43618,"MSRP,ZPP.3,ZTP,2MK,2MT.1,403,494,653,655",,,"Oct 1, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,,WBSWD93579PY43619,,PY43619,"MSRP,ZCW,ZPP.3,2MT.1,403,6FL",,,"Oct 1, 2008",550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,,WBSWD93539PY43620,,PY43620,"MSRP,ZCW,ZPP.3,2MK,2MT.1,403,6FL,655",,,"Oct 1, 2008",550,,,,,,,,,,
381 - Le Mans Blue Metallic,,NCSW - Black Novillo Leather,,WBSWD93559PY43621,,PY43621,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,6FL,6NF,653,655,752",,,"Oct 1, 2008",550,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,,WBSWD93579PY43622,,PY43622,"MSRP,ZPP.3,ZTP,2MK,2MT.1,403,494,6FL,653,655,752",,,"Oct 1, 2008",,,,,,,,,,,
668 - Jet Black,,GEAT - Anthracite/Black Cloth & Leather,,WBSWD93599PY43623,,PY43623,"MSRP,ZCW,ZPP.3,2MK,6FL",,,"Oct 1, 2008",,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,,WBSWD93509PY43624,,PY43624,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,653",,,"Oct 1, 2008",,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,,WBSWD93529PY43625,,PY43625,"MSRP,ZPP.1,2MK,2MT.1,494,6FL,655",,,"Oct 1, 2008",,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,,WBSWD93549PY43626,,PY43626,"MSRP,ZCW,ZPP.1,ZTP,2MK,2MT.1,6FL,653,655",,,"Oct 1, 2008",,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,,WBSWD93569PY43627,,PY43627,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,6FL,653,655",,,"Oct 1, 2008",,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,,WBSWD93589PY43628,,PY43628,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,415,6FL,6NF,653,655",,,"Oct 1, 2008",,,,,,,,,,,
668 - Jet Black,,NCH3 - Beige Novillo Leather,,WBSWD935X9PY43629,,PY43629,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,6FL,6NF,653,655,752",,,"Oct 1, 2008",,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,,WBSWD93569PY43630,,PY43630,"MSRP,ZPP.3,ZTP,2MK,2MT.1,403,653,655,752",,,"Oct 1, 2008",,,,,,,,,,,
668 - Jet Black,,GEAT - Anthracite/Black Cloth & Leather,,WBSWD93589PY43631,,PY43631,"MSRP,ZTP,2MT.1,403,494,653,771",,,"Oct 1, 2008",,,,,,,,,,,
668 - Jet Black,,NCH3 - Beige Novillo Leather,,WBSWD935X9PY43632,,PY43632,"MSRP,ZCW,ZPP.2,ZTP,2MK,2MT.1,403,507,6FL,653,752",,,"Oct 2, 2008",,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,,WBSWD93519PY43633,,PY43633,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,507,6FL,6NF,653",,,"Oct 2, 2008",,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - Black Novillo Leather,,WBSWD93539PY43634,,PY43634,"MSRP,ZPP.1,2MK,2MT.1,223,609,6FL,653,655",,,"Oct 2, 2008",550,,,,,,,,,,
A52 - Space Gray Metallic,,NDH2 - Fox Red Extended Leather,,WBSWD93559PY43635,,PY43635,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,507,6FL,6NF,653,655,752",,,"Oct 2, 2008",550/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,,WBSWD93579PY43636,,PY43636,"MSRP,ZPP.3,2MK,2MT.1,494,6FL,655",,,"Oct 2, 2008",550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,,WBSWD93599PY43637,,PY43637,"MSRP,ZCW,ZPP.3,2MT.1,302,322,415,507,609,6FL,653,655,752",,,"Oct 2, 2008",,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,,WBSWD93509PY43638,,PY43638,"MSRP,2MK,2MT.1,494,639,6FL,771",,,"Oct 2, 2008",950,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,,WBSWD93529PY43639,,PY43639,"MSRP,ZPP.1,2MK,2MT.1,494,6FL",,,"Oct 2, 2008",,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH1 - Silver Novillo Extended Leather,,WBSWD93599PY43640,,PY43640,"MSRP,ZCW,ZPP.1,ZTP,2MK,2MT.1,6FL,6NF,653,752",,,"Oct 2, 2008",550/1100,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,,WBSWD93509PY43641,,PY43641,"MSRP,ZCW,ZPP.2,ZTP,2MK,2MT.1,403,507,6FL,653,752",,,"Oct 2, 2008",,,,,,,,,,,
300 - Alpine White,,NCH3 - Beige Novillo Leather,,WBSWD93529PY43642,,PY43642,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,6FL,6NF,653,655,752",,,"Oct 2, 2008",,,,,,,,,,,
