EXTERIOR,,INTERIOR,YEAR,VIN,,,Package Codes,PACKAGES,MSRP,PROD.,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice,VIN fill done Sun Aug 10 2025 11:35:08 GMT-0500 (Central Daylight Time)
A29 - Silverstone Metallic II,,NDSW - Black Extended Novillo Leather,2009,WBSWD93509PY43171,,PY43171,"MSRP,ZPP.3,ZTP,2MK,2MT.1,6FL,653,655,752",,,09-01-2008,550/1100,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,2009,WBSWD93529PY43172,,PY43172,"MSRP,ZTP,2MT.1,4MX,653",,,09-01-2008,950,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2009,WBSWD93549PY43173,,PY43173,"MSRP,ZPP.3,ZTP,2MK,6FL,653,655",,,09-01-2008,,,,,,,,,,,
A75 - Melbourne Red Metallic,,NCSW - Black Novillo Leather,2009,WBSWD93569PY43174,,PY43174,"MSRP,ZTP,2MK,2MT.1,4MX,507,653,655,752",,,09-01-2008,550/950,,,,,,,,,,
300 - Alpine White,,NCH3 - Beige Novillo Leather,2009,WBSWD93589PY43175,,PY43175,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,507,6FL,653,655,752",,,09-02-2008,,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NDH2 - Fox Red Extended Leather,2009,WBSWD935X9PY43176,,PY43176,"MSRP,ZPP.1,ZTP,2MT.1,494,507,6FL,653,752",,,09-02-2008,550/1100,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,2009,WBSWD93519PY43177,,PY43177,"MSRP,ZTP,2MK,2MT.1,507,639,6FL,653,771",,,09-02-2008,950,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2009,WBSWD93539PY43178,,PY43178,"MSRP,ZCW,ZPP.1,ZTP,2MK,2MT.1,507,653,655",,,09-02-2008,,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2009,WBSWD93559PY43179,,PY43179,"MSRP,ZCW,ZPP.3,ZTP,2MT.1,6FL,653,655,752",,,09-02-2008,550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2009,WBSWD93519PY43180,,PY43180,"MSRP,ZCW,ZTP,2MT.1,4MY,6FL,653,752",,,09-02-2008,550/950,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2009,WBSWD93539PY43181,,PY43181,"MSRP,ZPP.3,ZTP,2MK,2MT.1,494,507,6FL,653,655,752",,,09-02-2008,550,,,,,,,,,,
668 - Jet Black,,NDSW - Black Extended Novillo Leather,2009,WBSWD93559PY43182,,PY43182,"MSRP,ZPP.3,ZTP,2MK,2MT.1,494,507,6FL,653,655,752",,,09-02-2008,1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH3 - Beige Novillo Leather,2009,WBSWD93579PY43183,,PY43183,"MSRP,ZPP.3,ZTP,2MT.1,507,6FL,653,655,752",,,09-02-2008,550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2009,WBSWD93599PY43184,,PY43184,"MSRP,ZPP.3,ZTP,653",,,09-02-2008,,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2009,WBSWD93509PY43185,,PY43185,"MSRP,ZTP,2MK,2MT.1,4MY,6FL,653,752",,,09-02-2008,950,,,,,,,,,,
668 - Jet Black,,NCH2 - Fox Red Novillo Leather,2009,WBSWD93529PY43186,,PY43186,"MSRP,ZTP,2MT.1,4MY,6FL,653,752",,,09-02-2008,950,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2009,WBSWD93549PY43187,,PY43187,"MSRP,ZPP.3,ZTP,2MT.1,507,6FL,653",,,09-02-2008,,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2009,WBSWD93569PY43188,,PY43188,"MSRP,ZPP.3,ZTP,2MK,2MT.1,494,653,655,752",,,09-02-2008,550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2009,WBSWD93589PY43189,,PY43189,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,507,6FL,653,752",,,09-02-2008,,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2009,WBSWD93549PY43190,,PY43190,"MSRP,ZCW,ZPP.3,ZTP,507,6FL,653,752",,,09-02-2008,,,,,,,,,,,
300 - Alpine White,,NDH2 - Fox Red Extended Leather,2009,WBSWD93569PY43191,,PY43191,"MSRP,ZPP.3,ZTP,6FL,653,655,752",,,09-02-2008,1100,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2009,WBSWD93589PY43192,,PY43192,"MSRP,ZPP.3,ZTP,2MT.1,494,507,6FL,653,655,752",,,09-02-2008,,,,,,,,,,,
668 - Jet Black,,NDSW - Black Extended Novillo Leather,2009,WBSWD935X9PY43193,,PY43193,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,6FL,653,655,752",,,09-02-2008,1100,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2009,WBSWD93519PY43194,,PY43194,"MSRP,ZPP.3,ZTP,2MK,2MT.1,494,507,6FL,653,655,752",,,09-02-2008,,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2009,WBSWD93539PY43195,,PY43195,"MSRP,ZPP.3,ZTP,2MK,2MT.1,494,507,6FL,653,752,863",,,09-02-2008,,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2009,WBSWD93559PY43196,,PY43196,"MSRP,ZPP.3,ZTP,2MT.1,494,507,6FL,653,752,863",,,09-02-2008,,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2009,WBSWD93579PY43197,,PY43197,"MSRP,ZPP.3,ZTP,2MK,415,494,507,6FL,653,655,752",,,09-02-2008,,,,,,,,,,,
381 - Le Mans Blue Metallic,,GEAT - Anthracite/Black Cloth & Leather,2009,WBSWD93599PY43198,,PY43198,"MSRP,4MY",,,09-02-2008,550,,,,,,,,,,
300 - Alpine White,,NCH3 - Beige Novillo Leather,2009,WBSWD93509PY43199,,PY43199,"MSRP,ZPP.3,403,609,6FL,653",,,09-02-2008,,,,,,,,,,,
668 - Jet Black,,NDSW - Black Extended Novillo Leather,2009,WBSWD93539PY43200,,PY43200,"MSRP,223,403,494,609,653,655,771",,,09-02-2008,2000,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2009,WBSWD93559PY43201,,PY43201,"MSRP,ZCW,ZPP.1,ZTP,2MK,2MT.1,6FL,653,655,752",,,09-02-2008,1100,,,,,,,,,,
300 - Alpine White,,GEAT - Anthracite/Black Cloth & Leather,2009,WBSWD93579PY43202,,PY43202,"MSRP,494,6FL,771",,,09-02-2008,,,,,,,,,,,
668 - Jet Black,,GEAT - Anthracite/Black Cloth & Leather,2009,WBSWD93599PY43203,,PY43203,"MSRP,ZPP.3,2MK,2MT.1,6FL,655",,,09-02-2008,,,,,,,,,,,
300 - Alpine White,,GEAT - Anthracite/Black Cloth & Leather,2009,WBSWD93509PY43204,,PY43204,"MSRP,2MK,2MT.1,771",,,09-02-2008,,,,,,,,,,,
300 - Alpine White,,NDH2 - Fox Red Extended Leather,2009,WBSWD93529PY43205,,PY43205,"MSRP,ZPP.1,ZTP,2MT.1,415,6FL,653,752",,,09-02-2008,1100,,,,,,,,,,
300 - Alpine White,,NDH2 - Fox Red Extended Leather,2009,WBSWD93549PY43206,,PY43206,"MSRP,ZPP.1,ZTP,2MT.1,415,6FL,653,752",,,09-02-2008,1100,,,,,,,,,,
300 - Alpine White,,NDH1 - Silver Novillo Extended Leather,2009,WBSWD93569PY43207,,PY43207,"MSRP,ZPP.3,ZTP,2MK,2MT.1,653,655,752",,,09-02-2008,1100,,,,,,,,,,
A52 - Space Gray Metallic,,NCH1 - Silver Novillo Leather,2009,WBSWD93589PY43208,,PY43208,"MSRP,ZPP.3,2MK,6FL,653",,,09-02-2008,550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2009,WBSWD935X9PY43209,,PY43209,"MSRP,ZPP.3,2MT.1,6FL,653,655",,,09-02-2008,,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2009,WBSWD93569PY43210,,PY43210,"MSRP,2MT.1,223,4MY",,,09-02-2008,950,,,,,,,,,,
668 - Jet Black,,GEAT - Anthracite/Black Cloth & Leather,2009,WBSWD93589PY43211,,PY43211,"MSRP,2MK,2MT.1,771",,,09-02-2008,,,,,,,,,,,
300 - Alpine White,,GEAT - Anthracite/Black Cloth & Leather,2009,WBSWD935X9PY43212,,PY43212,"MSRP,639,6FL,771",,,09-02-2008,,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2009,WBSWD93519PY43213,,PY43213,"MSRP,ZPP.3,ZTP,2MT.1,415,507,6FL,653,752",,,09-02-2008,,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - Black Novillo Leather,2009,WBSWD93539PY43214,,PY43214,"MSRP,ZPP.3,2MK,2MT.1,223,494",,,09-02-2008,550,,,,,,,,,,
A52 - Space Gray Metallic,,NDSW - Black Extended Novillo Leather,2009,WBSWD93559PY43215,,PY43215,"MSRP,ZCW,ZPP.1,ZTP,2MK,2MT.1,415,507,6FL,653,655,752",,,09-02-2008,550/1100,,,,,,,,,,
A52 - Space Gray Metallic,,NCH2 - Fox Red Novillo Leather,2009,WBSWD93579PY43216,,PY43216,"MSRP,2MK,2MT.1,223,771",,,09-03-2008,550/950,,,,,,,,,,
668 - Jet Black,,NDH2 - Fox Red Extended Leather,2009,WBSWD93599PY43217,,PY43217,"MSRP,ZPP.2,ZTP,2MT.1,403,6FL,653,752",,,09-03-2008,1100,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - Black Novillo Leather,2009,WBSWD93509PY43218,,PY43218,"MSRP,ZPP.1,2MK,2MT.1,6FL,655",,,09-03-2008,550,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - Black Novillo Leather,2009,WBSWD93529PY43219,,PY43219,"MSRP,ZPP.1,ZTP,2MK,2MT.1,415,494,6FL,653,655,752",,,09-03-2008,550,,,,,,,,,,
381 - Le Mans Blue Metallic,,NCH3 - Beige Novillo Leather,2009,WBSWD93599PY43220,,PY43220,"MSRP,ZCW,ZPP.1,ZTP,2MK,2MT.1,6FL,653",,,09-03-2008,550,,,,,,,,,,
A75 - Melbourne Red Metallic,,NCH3 - Beige Novillo Leather,2009,WBSWD93509PY43221,,PY43221,"MSRP,ZPP.2,2MK,2MT.1,223,403,415,494,507,653",,,09-03-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2009,WBSWD93529PY43222,,PY43222,"MSRP,223,771",,,09-03-2008,550/950,,,,,,,,,,
A52 - Space Gray Metallic,,NCH1 - Silver Novillo Leather,2009,WBSWD93549PY43223,,PY43223,"MSRP,ZPP.2,ZTP,2MK,2MT.1,403,415,494,6FL,653,752",,,09-03-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2009,WBSWD93569PY43224,,PY43224,"MSRP,ZPP.3,ZTP,2MK,2MT.1,415,494,6FL,653,752",,,09-03-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NDH1 - Silver Novillo Extended Leather,2009,WBSWD93589PY43225,,PY43225,"MSRP,ZPP.3,ZTP,2MT.1,507,653,655,752",,,09-03-2008,550/1100,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NDH3 - Beige Novillo Extended Leather,2009,WBSWD935X9PY43226,,PY43226,"MSRP,ZTP,4MX,653",,,09-03-2008,550/2000,,,,,,,,,,
A29 - Silverstone Metallic II,,NDSW - Black Extended Novillo Leather,2009,WBSWD93519PY43227,,PY43227,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,415,507,6FL,653,655,752",,,09-03-2008,550/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2009,WBSWD93539PY43228,,PY43228,"MSRP,ZPP.3,ZTP,2MK,2MT.1,415,507,653,655,752",,,09-03-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2009,WBSWD93559PY43229,,PY43229,"MSRP,ZPP.3,ZTP,2MT.1,403,415,494,6FL,653,655,752",,,09-03-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NDH2 - Fox Red Extended Leather,2009,WBSWD93519PY43230,,PY43230,"MSRP,ZTP,2MK,403,4MY,6FL,655,752",,,09-03-2008,550/2000,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH2 - Fox Red Novillo Leather,2009,WBSWD93539PY43231,,PY43231,"MSRP,ZPP.3,ZTP,2MK,2MT.1,403,507,6FL,653,655,752",,,09-03-2008,550,,,,,,,,,,
381 - Le Mans Blue Metallic,,NDH1 - Silver Novillo Extended Leather,2009,WBSWD93559PY43232,,PY43232,"MSRP,ZCW,ZPP.1,ZTP,2MK,403,6FL,653,752",,,09-03-2008,550/1100,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH3 - Beige Novillo Leather,2009,WBSWD93579PY43233,,PY43233,"MSRP,ZTP,2MK,2MT.1,403,415,4MY,653,752",,,09-03-2008,550/950,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2009,WBSWD93599PY43234,,PY43234,"MSRP,ZPP.3,ZTP,2MK,2MT.1,403,415,6FL,653,752",,,09-03-2008,550,,,,,,,,,,
A75 - Melbourne Red Metallic,,NCSW - Black Novillo Leather,2009,WBSWD93509PY43235,,PY43235,"MSRP,ZPP.3,ZTP,2MK,2MT.1,403,494,507,6FL,653,655,752",,,09-03-2008,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2009,WBSWD93529PY43236,,PY43236,"MSRP,ZCW,ZPP.3,ZTP,2MT.1,403,6FL,653,752",,,09-03-2008,550,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2009,WBSWD93549PY43237,,PY43237,"MSRP,ZPP.3,ZTP,2MK,2MT.1,415,507,6FL,6NF,653,655,752",,,09-03-2008,,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH1 - Silver Novillo Extended Leather,2009,WBSWD93569PY43238,,PY43238,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,507,6FL,653,655,752",,,09-03-2008,550/1100,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2009,WBSWD93589PY43239,,PY43239,"MSRP,ZPP.3,ZTP,2MK,2MT.1,403,507,6FL,653,655,752",,,09-03-2008,,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NDH2 - Fox Red Extended Leather,2009,WBSWD93549PY43240,,PY43240,"MSRP,ZPP.3,ZTP,2MK,2MT.1,403,507,653",,,09-03-2008,550/1100,,,,,,,,,,
300 - Alpine White,,NDH2 - Fox Red Extended Leather,2009,WBSWD93569PY43241,,PY43241,"MSRP,ZCW,ZPP.3,ZTP,2MK,507,6FL,653,752",,,09-03-2008,1100,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,2009,WBSWD93589PY43242,,PY43242,"MSRP,ZCW,ZPP.1,ZTP,2MT.1,415,507,653,655,752",,,09-03-2008,,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2009,WBSWD935X9PY43243,,PY43243,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,415,507,6FL,653,655,752",,,09-03-2008,,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - Black Novillo Leather,2009,WBSWD93519PY43244,,PY43244,"MSRP,ZPP.1,ZTP,2MK,403,507,6FL,653,752",,,09-03-2008,550,,,,,,,,,,
668 - Jet Black,,NDH2 - Fox Red Extended Leather,2009,WBSWD93539PY43245,,PY43245,"MSRP,ZPP.3,ZTP,2MK,2MT.1,403,494,507,6FL,653,655,752",,,09-03-2008,1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2009,WBSWD93559PY43246,,PY43246,"MSRP,ZCW,ZPP.1,2MT.1,403,609,6FL,653",,,09-04-2008,550/1100,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,2009,WBSWD93579PY43247,,PY43247,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,415,507,6FL,653,655,752",,,09-04-2008,,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,2009,WBSWD93599PY43248,,PY43248,"MSRP,ZCW,ZPP.3,ZTP,2MK,403,507,6FL,653,752",,,09-04-2008,,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2009,WBSWD93509PY43249,,PY43249,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,507,6FL,653,752",,,09-04-2008,,,,,,,,,,,
A52 - Space Gray Metallic,,NCH1 - Silver Novillo Leather,2009,WBSWD93579PY43250,,PY43250,"MSRP,ZTP,4MY,653,655,752",,,"Sep 4, 2008",550/950,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - Black Novillo Leather,2009,WBSWD93599PY43251,,PY43251,"MSRP,ZPP.3,ZTP,2MK,2MT.1,494,6FL,6NF,653,752",,,"Sep 4, 2008",550,,,,,,,,,,
A52 - Space Gray Metallic,,NDSW - Black Extended Novillo Leather,2009,WBSWD93509PY43252,,PY43252,"MSRP,ZCW,ZPP.1,ZTP,2MK,2MT.1,415,507,6FL,653,655,752,863",,,"Sep 4, 2008",550/1100,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2009,WBSWD93529PY43253,,PY43253,"MSRP,ZPP.3,ZTP,2MK,2MT.1,494,6FL,6NF,653,655,752",,,"Sep 4, 2008",,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2009,WBSWD93549PY43254,,PY43254,"MSRP,ZPP.1,ZTP,2MT.1,403,494,6FL,6NF,653",,,"Sep 4, 2008",,,,,,,,,,,
668 - Jet Black,,NCH2 - Fox Red Novillo Leather,2009,WBSWD93569PY43255,,PY43255,"MSRP,ZCW,ZPP.1,ZTP,2MK,2MT.1,403,6FL,653,752",,,"Sep 4, 2008",,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2009,WBSWD93589PY43256,,PY43256,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,6FL,653,752",,,"Sep 4, 2008",,,,,,,,,,,
668 - Jet Black,,NDSW - Black Extended Novillo Leather,2009,WBSWD935X9PY43257,,PY43257,"MSRP,ZCW,ZPP.1,ZTP,2MT.1,403,415,507,6FL,6NF,653,655,752",,,"Sep 4, 2008",1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2009,WBSWD93519PY43258,,PY43258,"MSRP,ZCW,ZPP.1,ZTP,2MT.1,403,415,507,6FL,653,655,752",,,"Sep 4, 2008",550/1100,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2009,WBSWD93539PY43259,,PY43259,"MSRP,ZPP.3,ZTP,403,494,6FL,653",,,"Sep 4, 2008",,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2009,WBSWD935X9PY43260,,PY43260,"MSRP,ZCW,ZPP.3,ZTP,2MK,403,653",,,"Sep 4, 2008",550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2009,WBSWD93519PY43261,,PY43261,"MSRP,ZCW,ZPP.1,ZTP,2MK,403,507,6FL,653,655",,,"Sep 4, 2008",,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,2009,WBSWD93539PY43262,,PY43262,"MSRP,2MT.1,4MY",,,"Sep 4, 2008",950,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2009,WBSWD93559PY43263,,PY43263,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,415,507,6FL,653,655,752",,,"Sep 4, 2008",1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2009,WBSWD93579PY43264,,PY43264,"MSRP,ZCW,ZPP.3,415,6FL,655",,,"Sep 4, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2009,WBSWD93599PY43265,,PY43265,"MSRP,ZPP.3,ZTP,2MK,2MT.1,403,494,507,6FL,653,655,752",,,"Sep 4, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2009,WBSWD93509PY43266,,PY43266,"MSRP,ZPP.1,ZTP,2MT.1,403,6FL,653,752",,,"Sep 5, 2008",550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCSW - Black Novillo Leather,2009,WBSWD93529PY43267,,PY43267,"MSRP,ZPP.3,ZTP,2MT.1,403,6FL,653,655,752",,,"Sep 5, 2008",550,,,,,,,,,,
A29 - Silverstone Metallic II,,NDSW - Black Extended Novillo Leather,2009,WBSWD93549PY43268,,PY43268,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,6FL,6NF,653,655,752",,,"Sep 5, 2008",550/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH1 - Silver Novillo Extended Leather,2009,WBSWD93569PY43269,,PY43269,"MSRP,ZPP.1,ZTP,2MK,2MT.1,415,494,6FL,653,655,752",,,"Sep 5, 2008",550/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2009,WBSWD93529PY43270,,PY43270,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,415,6FL,653",,,"Sep 5, 2008",550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH1 - Silver Novillo Leather,2009,WBSWD93549PY43271,,PY43271,"MSRP,ZPP.1,ZTP,2MT.1,403,6FL,653,655,752",,,"Sep 5, 2008",550,,,,,,,,,,
A75 - Melbourne Red Metallic,,NDSW - Black Extended Novillo Leather,2009,WBSWD93569PY43272,,PY43272,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,507,6FL,653,655,752",,,"Sep 5, 2008",550/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH1 - Silver Novillo Extended Leather,2009,WBSWD93589PY43273,,PY43273,"MSRP,ZCW,ZPP.3,ZTP,2MK,2MT.1,6FL,653,655,752",,,"Sep 5, 2008",550/1100,,,,,,,,,,
300 - Alpine White,,NDH1 - Silver Novillo Extended Leather,2009,WBSWD935X9PY43274,,PY43274,"MSRP,494,507,609,6FL,655",,,"Sep 5, 2008",2000,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2009,WBSWD93519PY43275,,PY43275,"MSRP,ZPP.3,ZTP,2MK,2MT.1,494,507,6FL,6NF,653,752",,,"Sep 5, 2008",550,,,,,,,,,,
