EXTERIOR,,INTERIOR,YEAR,VIN,,,Package Codes,PACKAGES,MSRP,PROD.,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C59GV785908,,V785908,,,"Feb 27, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV785909,,V785909,2MK,,"Feb 27, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C57GV785910,,V785910,,,"Feb 27, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C59GV785911,,V785911,2MK,,"Feb 27, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV785912,,V785912,,,"Feb 27, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV785913,,V785913,2MK,,"Feb 27, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C54GV785914,,V785914,,,"Feb 29, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV785915,,V785915,2MK,,"Mar 4, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV785916,,V785916,,,"Mar 4, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV785917,,V785917,,,"Mar 4, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV785918,,V785918,2MK,,"Mar 4, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV785919,,V785919,,,"Mar 5, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV785920,,V785920,,,"Mar 10, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV785921,,V785921,,,"Mar 16, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV785922,,V785922,,,"Mar 16, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C55GV785923,,V785923,,,"Mar 21, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C57GV785924,,V785924,2MK,,"Mar 21, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C59GV785925,,V785925,,,"Mar 21, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV785926,,V785926,,,"Mar 21, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV785927,,V785927,2MK,,"Mar 21, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C54GV785928,,V785928,2MK,,"Mar 22, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV785929,,V785929,,,"Mar 22, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV785930,,V785930,2MK,,"Mar 22, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C54GV785931,,V785931,,,"Mar 24, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV785932,,V785932,,,"Mar 24, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV785933,,V785933,2MK,,"Mar 24, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV785934,,V785934,,,"Mar 24, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV785935,,V785935,2MK,,"Mar 29, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV785936,,V785936,,,"Mar 29, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C55GV785937,,V785937,,,"Mar 29, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C57GV785938,,V785938,,,"Mar 30, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C59GV785939,,V785939,,,"Mar 30, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C55GV785940,,V785940,,,"Mar 30, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C57GV785941,,V785941,,,"Mar 31, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C59GV785942,,V785942,2MK,,"Mar 31, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV785943,,V785943,2MK,,"Apr 1, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV785944,,V785944,,,"Apr 1, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C54GV785945,,V785945,2MK,,"Apr 1, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV785946,,V785946,,,"Apr 1, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV785947,,V785947,2MK,,"Apr 1, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV785948,,V785948,,,"Apr 1, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV785949,,V785949,,,"Apr 1, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV785950,,V785950,,,"Apr 2, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV785951,,V785951,,,"Apr 2, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV785952,,V785952,2MK,,"Apr 2, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV785953,,V785953,,,"Apr 2, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C55GV785954,,V785954,2MK,,"Apr 2, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C57GV785955,,V785955,2MK,,"Apr 2, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C59GV785956,,V785956,,,"Apr 2, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV785957,,V785957,2MK,,"Apr 5, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV785958,,V785958,,,"Apr 5, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C54GV785959,,V785959,,,"Apr 5, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV785960,,V785960,,,"Apr 5, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV785961,,V785961,2MK,,"Apr 5, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C54GV785962,,V785962,2MK,,"Apr 5, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV785963,,V785963,2MK,,"Apr 6, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV785964,,V785964,,,"Apr 6, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV785965,,V785965,2MK,,"Apr 6, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV785966,,V785966,2MK,,"Apr 6, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV785967,,V785967,2MK,,"Apr 7, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C55GV785968,,V785968,,,"Apr 7, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C57GV785969,,V785969,,,"Apr 8, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV785970,,V785970,2MK,,"Apr 8, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C55GV785971,,V785971,2MK,,"Apr 8, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C57GV785972,,V785972,,,"Apr 8, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C59GV785973,,V785973,,,"Apr 8, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV785974,,V785974,2MK,,"Apr 8, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV785975,,V785975,2MK,,"Apr 8, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C54GV785976,,V785976,,,"Apr 8, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV785977,,V785977,2MK,,"Apr 8, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV785978,,V785978,2MK,,"Apr 8, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV785979,,V785979,,,"Apr 9, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV785980,,V785980,,,"Apr 9, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV785981,,V785981,,,"Apr 11, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV785982,,V785982,2MK,,"Apr 11, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV785983,,V785983,2MK,,"Apr 11, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV785984,,V785984,,,"Apr 11, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C55GV785985,,V785985,,,"Apr 11, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C57GV785986,,V785986,,,"Apr 12, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C59GV785987,,V785987,,,"Apr 12, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV785988,,V785988,2MK,,"Apr 12, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV785989,,V785989,2MK,,"Apr 12, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C59GV785990,,V785990,2MK,,"Apr 12, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV785991,,V785991,2MK,,"Apr 12, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV785992,,V785992,2MK,,"Apr 13, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C54GV785993,,V785993,,,"Apr 13, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV785994,,V785994,2MK,,"Apr 13, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV785995,,V785995,2MK,,"Apr 13, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV785996,,V785996,2MK,,"Apr 14, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV785997,,V785997,,,"Apr 14, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV785998,,V785998,,,"Apr 14, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C55GV785999,,V785999,,,"Apr 14, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV786000,,V786000,2MK,,"Apr 14, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV786001,,V786001,,,"Apr 14, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV786002,,V786002,2MK,,"Apr 14, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV786003,,V786003,,,"Apr 14, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV786004,,V786004,2MK,,"Apr 15, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C55GV786005,,V786005,2MK,,"Apr 15, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C57GV786006,,V786006,2MK,,"Apr 15, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C59GV786007,,V786007,,,"Apr 15, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV786008,,V786008,,,"Apr 15, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV786009,,V786009,,,"Apr 15, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C59GV786010,,V786010,,,"Apr 16, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV786011,,V786011,2MK,,"Apr 18, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV786012,,V786012,2MK,,"Apr 18, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C54GV786013,,V786013,,,"Apr 18, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV786014,,V786014,,,"Apr 18, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV786015,,V786015,,,"Apr 18, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV786016,,V786016,,,"Apr 18, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV786017,,V786017,,,"Apr 18, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV786018,,V786018,,,"Apr 18, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C55GV786019,,V786019,,,"Apr 19, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV786020,,V786020,,,"Apr 19, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV786021,,V786021,,,"Apr 19, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C55GV786022,,V786022,2MK,,"Apr 20, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C57GV786023,,V786023,2MK,,"Apr 20, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C59GV786024,,V786024,2MK,,"Apr 20, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV786025,,V786025,,,"Apr 20, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV786026,,V786026,,,"Apr 20, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C54GV786027,,V786027,2MK,,"Apr 20, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV786028,,V786028,2MK,,"Apr 21, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV786029,,V786029,,,"Apr 21, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C54GV786030,,V786030,,,"Apr 21, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV786031,,V786031,2MK,,"Apr 21, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV786032,,V786032,2MK,,"Apr 21, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV786033,,V786033,2MK,,"Apr 22, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV786034,,V786034,2MK,,"Apr 22, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV786035,,V786035,2MK,,"Apr 22, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C55GV786036,,V786036,,,"Apr 22, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C57GV786037,,V786037,2MK,,"Apr 22, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C59GV786038,,V786038,,,"Apr 22, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV786039,,V786039,2MK,,"Apr 22, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C57GV786040,,V786040,2MK,,"Apr 22, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C59GV786041,,V786041,2MK,,"Apr 22, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV786042,,V786042,2MK,,"Apr 22, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV786043,,V786043,,,"Apr 22, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C54GV786044,,V786044,2MK,,"Apr 22, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV786045,,V786045,2MK,,"Apr 23, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV786046,,V786046,2MK,,"Apr 23, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV786047,,V786047,2MK,,"Apr 23, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV786048,,V786048,,,"Apr 23, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV786049,,V786049,2MK,,"Apr 23, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV786050,,V786050,2MK,,"Apr 23, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV786051,,V786051,,,"Apr 25, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV786052,,V786052,,,"Apr 25, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C55GV786053,,V786053,,,"Apr 25, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C57GV786054,,V786054,,,"Apr 25, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C59GV786055,,V786055,2MK,,"Apr 25, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV786056,,V786056,2MK,,"Apr 25, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV786057,,V786057,,,"Apr 26, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C54GV786058,,V786058,2MK,,"Apr 26, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV786059,,V786059,2MK,,"Apr 26, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV786060,,V786060,2MK,,"Apr 26, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C54GV786061,,V786061,,,"Apr 26, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV786062,,V786062,,,"Apr 26, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV786063,,V786063,2MK,,"Apr 26, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV786064,,V786064,,,"Apr 27, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV786065,,V786065,2MK,,"Apr 27, 2016",,,,No information,,,,,,,
