EXTERIOR,,INTERIOR,YEAR,VIN,,,Package Codes,PACKAGES,MSRP,PROD.,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV351950,,V351950,2MK,,"Jan 19, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV351951,,V351951,2MK,,"Jan 20, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV351952,,V351952,2MK,,"Jan 20, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV351953,,V351953,2MK,,"Jan 20, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C55GV351954,,V351954,,,"Jan 20, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C57GV351955,,V351955,,,"Jan 20, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C59GV351956,,V351956,,,"Jan 20, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV351957,,V351957,2MK,,"Jan 20, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV351958,,V351958,2MK,,"Jan 20, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C54GV351959,,V351959,2MK,,"Jan 20, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV351960,,V351960,2MK,,"Jan 21, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV351961,,V351961,2MK,,"Jan 21, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C54GV351962,,V351962,2MK,,"Jan 21, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV351963,,V351963,2MK,,"Jan 21, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV351964,,V351964,2MK,,"Jan 21, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV351965,,V351965,2MK,,"Jan 21, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV351966,,V351966,2MK,,"Jan 21, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV351967,,V351967,2MK,,"Jan 21, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C55GV351968,,V351968,2MK,,"Jan 21, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C57GV351969,,V351969,2MK,,"Jan 22, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV351970,,V351970,2MK,,"Jan 22, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C55GV351971,,V351971,2MK,,"Jan 22, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C57GV351972,,V351972,2MK,,"Jan 22, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C59GV351973,,V351973,2MK,,"Jan 22, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV351974,,V351974,2MK,,"Jan 22, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV351975,,V351975,2MK,,"Jan 22, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C54GV351976,,V351976,2MK,,"Jan 22, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV351977,,V351977,,,"Jan 22, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV351978,,V351978,,,"Jan 23, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV351979,,V351979,,,"Jan 23, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV351980,,V351980,,,"Jan 23, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV351981,,V351981,,,"Jan 23, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV351982,,V351982,,,"Jan 23, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV351983,,V351983,,,"Jan 23, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV351984,,V351984,,,"Jan 23, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C55GV351985,,V351985,,,"Jan 23, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C57GV351986,,V351986,,,"Jan 23, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C59GV351987,,V351987,,,"Jan 25, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV351988,,V351988,2MK,,"Jan 25, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV351989,,V351989,,,"Jan 25, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C59GV351990,,V351990,,,"Jan 25, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV351991,,V351991,2MK,,"Jan 25, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV351992,,V351992,,,"Jan 25, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C54GV351993,,V351993,2MK,,"Jan 25, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV351994,,V351994,2MK,,"Jan 25, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV351995,,V351995,2MK,,"Jan 25, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV351996,,V351996,,,"Jan 25, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV351997,,V351997,,,"Jan 25, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV351998,,V351998,,,"Jan 26, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C55GV351999,,V351999,,,"Jan 26, 2016",,,,No information,,,,,,,
,,VIN SKIP,,VIN SKIP,,,,,,,,,,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV785800,,V785800,,,"Jan 26, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV785801,,V785801,,,"Jan 26, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C54GV785802,,V785802,2MK,,"Jan 26, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV785803,,V785803,2MK,,"Jan 26, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV785804,,V785804,2MK,,"Jan 26, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV785805,,V785805,2MK,,"Jan 27, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV785806,,V785806,2MK,,"Jan 27, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV785807,,V785807,2MK,,"Jan 27, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C55GV785808,,V785808,2MK,,"Jan 27, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C57GV785809,,V785809,2MK,,"Jan 27, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV785810,,V785810,2MK,,"Jan 27, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C55GV785811,,V785811,2MK,,"Jan 28, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C57GV785812,,V785812,,,"Jan 28, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C59GV785813,,V785813,,,"Jan 29, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV785814,,V785814,2MK,,"Jan 30, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV785815,,V785815,,,"Jan 30, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C54GV785816,,V785816,,,"Jan 30, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV785817,,V785817,2MK,,"Jan 30, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV785818,,V785818,2MK,,"Jan 30, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV785819,,V785819,2MK,,"Jan 30, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV785820,,V785820,2MK,,"Jan 30, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV785821,,V785821,2MK,,"Feb 1, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV785822,,V785822,,,"Feb 1, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV785823,,V785823,,,"Feb 1, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV785824,,V785824,2MK,,"Feb 2, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C55GV785825,,V785825,2MK,,"Feb 2, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C57GV785826,,V785826,2MK,,"Feb 2, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C59GV785827,,V785827,2MK,,"Feb 2, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV785828,,V785828,2MK,,"Feb 2, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV785829,,V785829,2MK,,"Feb 3, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C59GV785830,,V785830,2MK,,"Feb 3, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV785831,,V785831,2MK,,"Feb 3, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV785832,,V785832,2MK,,"Feb 3, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C54GV785833,,V785833,2MK,,"Feb 3, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV785834,,V785834,,,"Feb 3, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV785835,,V785835,,,"Feb 3, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV785836,,V785836,2MK,,"Feb 3, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV785837,,V785837,,,"Feb 3, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV785838,,V785838,2MK,,"Feb 4, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C55GV785839,,V785839,2MK,,"Feb 4, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV785840,,V785840,2MK,,"Feb 4, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV785841,,V785841,2MK,,"Feb 4, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C55GV785842,,V785842,2MK,,"Feb 4, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C57GV785843,,V785843,,,"Feb 4, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C59GV785844,,V785844,2MK,,"Feb 10, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV785845,,V785845,,,"Feb 10, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV785846,,V785846,2MK,,"Feb 11, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C54GV785847,,V785847,,,"Feb 11, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV785848,,V785848,2MK,,"Feb 11, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV785849,,V785849,2MK,,"Feb 12, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C54GV785850,,V785850,2MK,,"Feb 12, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV785851,,V785851,2MK,,"Feb 12, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV785852,,V785852,2MK,,"Feb 12, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV785853,,V785853,2MK,,"Feb 12, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV785854,,V785854,,,"Feb 12, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV785855,,V785855,2MK,,"Feb 13, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C55GV785856,,V785856,2MK,,"Feb 13, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C57GV785857,,V785857,,,"Feb 13, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C59GV785858,,V785858,,,"Feb 13, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV785859,,V785859,,,"Feb 13, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C57GV785860,,V785860,,,"Feb 18, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C59GV785861,,V785861,,,"Feb 18, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV785862,,V785862,,,"Feb 18, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV785863,,V785863,2MK,,"Feb 18, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C54GV785864,,V785864,2MK,,"Feb 19, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV785865,,V785865,2MK,,"Feb 19, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV785866,,V785866,,,"Feb 19, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV785867,,V785867,2MK,,"Feb 19, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV785868,,V785868,2MK,,"Feb 19, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV785869,,V785869,2MK,,"Feb 19, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV785870,,V785870,,,"Feb 19, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV785871,,V785871,2MK,,"Feb 19, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV785872,,V785872,2MK,,"Feb 19, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C55GV785873,,V785873,,,"Feb 19, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C57GV785874,,V785874,2MK,,"Feb 19, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C59GV785875,,V785875,,,"Feb 19, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV785876,,V785876,,,"Feb 19, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV785877,,V785877,2MK,,"Feb 19, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C54GV785878,,V785878,,,"Feb 19, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV785879,,V785879,2MK,,"Feb 19, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV785880,,V785880,2MK,,"Feb 20, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C54GV785881,,V785881,,,"Feb 20, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV785882,,V785882,2MK,,"Feb 20, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV785883,,V785883,,,"Feb 20, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV785884,,V785884,,,"Feb 20, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV785885,,V785885,,,"Feb 20, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV785886,,V785886,2MK,,"Feb 20, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C55GV785887,,V785887,,,"Feb 20, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C57GV785888,,V785888,,,"Feb 20, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C59GV785889,,V785889,,,"Feb 20, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C55GV785890,,V785890,,,"Feb 20, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C57GV785891,,V785891,2MK,,"Feb 20, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C59GV785892,,V785892,,,"Feb 20, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C50GV785893,,V785893,2MK,,"Feb 20, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C52GV785894,,V785894,2MK,,"Feb 20, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C54GV785895,,V785895,,,"Feb 20, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV785896,,V785896,2MK,,"Feb 20, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV785897,,V785897,2MK,,"Feb 20, 2016",,,,No information,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV785898,,V785898,2MK,,"Feb 25, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV785899,,V785899,2MK,,"Feb 25, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C54GV785900,,V785900,,,"Feb 25, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C56GV785901,,V785901,2MK,,"Feb 26, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C58GV785902,,V785902,2MK,,"Feb 26, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C5XGV785903,,V785903,2MK,,"Feb 26, 2016",,,,No information,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C51GV785904,,V785904,2MK,,"Feb 26, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C53GV785905,,V785905,,,"Feb 27, 2016",,,,No information,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C55GV785906,,V785906,2MK,,"Feb 27, 2016",,,,No information,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1H9C57GV785907,,V785907,2MK,,"Feb 27, 2016",,,,No information,,,,,,,
