EXTERIOR,,INTERIOR,YEAR,VIN,,,Package Codes,PACKAGES,MSRP,PROD.,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice,VIN fill done Sun Aug 10 2025 11:35:08 GMT-0500 (Central Daylight Time)
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2009,WBSPM93549E201116,,E201116,"MSRP.2,ZPP.3,ZTP,2MT.1,494,653,752",,"$66,725.00",,550,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH1 - Silver Novillo Extended Leather,2009,WBSPM93569E201117,,E201117,"MSRP.2,ZPP.1,ZTP,2MT.1,403,6FL,653,752",,"$68,775.00",,550/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2009,WBSPM93589E201118,,E201118,"MSRP.2,ZPP.1,ZTP,2MT.1,403,6FL,653,752",,"$67,675.00",,550,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - Black Novillo Leather,2009,WBSPM935X9E201119,,E201119,"MSRP.2,ZCW,ZPP.2,ZTP,2MK,2MT.1,403,6FL,6NF,653,752",,"$71,725.00",,550,,,,,,,,,,
A29 - Silverstone Metallic II,,NDSW - Black Extended Novillo Leather,2009,WBSPM93569E201120,,E201120,"MSRP.2,ZPP.3,ZTP,2MK,2MT.1,403,6FL,653,752",,"$71,675.00",,550/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDSW - Black Extended Novillo Leather,2009,WBSPM93589E201121,,E201121,"MSRP.2,ZPP.3,ZTP,2MK,2MT.1,403,6FL,653,752",,"$71,675.00",,550/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDSW - Black Extended Novillo Leather,2009,WBSPM935X9E201122,,E201122,"MSRP.2,ZPP.1,ZTP,2MT.1,403,6FL,653,752",,"$68,775.00",,550/1100,,,,,,,,,,
381 - Le Mans Blue Metallic,,NCH1 - Silver Novillo Leather,2009,WBSPM93519E201123,,E201123,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,417,507,6FL,653,752",,"$72,500.00",,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2009,WBSPM93539E201124,,E201124,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,417,507,6FL,653,752",,"$72,500.00",,550,,,,,,,,,,
300 - Alpine White,,NDH2 - Fox Red Extended Leather,2009,WBSPM93559E201125,,E201125,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,417,507,6FL,653,752",,"$73,050.00",,1100,,,,,,,,,,
668 - Jet Black,,NDH2 - Fox Red Extended Leather,2009,WBSPM93579E201126,,E201126,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,417,507,6FL,653,655,752",,"$73,645.00",,1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2009,WBSPM93599E201127,,E201127,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,417,507,6FL,653,752",,"$72,500.00",,550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2009,WBSPM93509E201128,,E201128,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,2MT.1,302,403,417,507,6FL,653,752",,"$72,900.00",,550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NDH2 - Fox Red Extended Leather,2009,WBSPM93529E201129,,E201129,"MSRP.2,ZPP.3,ZTP,2MK,2MT.1,403,417,465,494,507,6FL,6NF,653,752",,"$73,725.00",,550/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH2 - Fox Red Novillo Leather,2009,WBSPM93599E201130,,E201130,"MSRP.2,ZPP.3,ZTP,2MK,417,465,6FL,6NF,653",,"$67,625.00",,550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH2 - Fox Red Novillo Leather,2009,WBSPM93509E201131,,E201131,"MSRP.2,ZCW,ZTP,2MK,2MT.1,403,4MY,6FL,653,655,752",,"$71,620.00",,550/950,,,,,,,,,,
A75 - Melbourne Red Metallic,,NCSW - Black Novillo Leather,2009,WBSPM93529E201132,,E201132,"MSRP.2,494,507,6FL,655",,"$60,320.00",,550/950,,,,,,,,,,
A75 - Melbourne Red Metallic,,NCSW - Black Novillo Leather,2009,WBSPM93549E201133,,E201133,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,417,507,6FL,653,752",,"$72,500.00",,550,,,,,,,,,,
381 - Le Mans Blue Metallic,,NCH3 - Beige Novillo Leather,2009,WBSPM93569E201134,,E201134,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,417,507,6FL,653,752",,"$72,500.00",,550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2009,WBSPM93589E201135,,E201135,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,417,507,6FL,653,752",,"$71,950.00",,,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2009,WBSPM935X9E201136,,E201136,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,417,507,6FL,653,752",,"$72,500.00",,550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2009,WBSPM93519E201137,,E201137,"MSRP.2,ZPP.2,ZTP,2MK,417,507,6FL,653",,"$66,800.00",,,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2009,WBSPM93539E201138,,E201138,"MSRP.2,ZPP.3,ZTP,2MK,403,653,752",,"$68,975.00",,550,,,,,,,,,,
A52 - Space Gray Metallic,,NCH2 - Fox Red Novillo Leather,2009,WBSPM93559E201139,,E201139,"MSRP.2,ZPP.3,2MK,6FL",,"$62,825.00",,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2009,WBSPM93519E201140,,E201140,"MSRP.2,ZPP.1,2MK,494,6FL",,"$63,325.00",,550,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - Black Novillo Leather,2009,WBSPM93539E201141,,E201141,"MSRP.2,ZCW,ZPP.2,ZTP,2MK,2MT.1,403,6FL,653,655",,"$70,270.00",,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2009,WBSPM93559E201142,,E201142,"MSRP.2,ZPP.3,ZTP,2MK,2MT.1,403,417,494,6FL,6NF,653",,"$71,000.00",,550/1100,,,,,,,,,,
300 - Alpine White,,NDH3 - Beige Novillo Extended Leather,2009,WBSPM93579E201143,,E201143,"MSRP.2,ZCW,ZPP.2,ZTP,2MK,2MT.1,403,417,6FL,653,655,752",,"$73,295.00",,1100,,,,,,,,,,
300 - Alpine White,,NCH3 - Beige Novillo Leather,2009,WBSPM93599E201144,,E201144,"MSRP.2,223,465,6FL,655,771",,"$60,395.00",,950,,,,,,,,,,
668 - Jet Black,,GEAT - Anthracite/Black Cloth & Leather,2009,WBSPM93509E201145,,E201145,"MSRP.2,2MK,2MT.1,639,6FL,655,771",,"$62,820.00",,,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2009,WBSPM93529E201146,,E201146,"MSRP.2,ZPP.3,2MT.1,403,494,6FL",,"$62,675.00",,550,,,,,,,,,,
381 - Le Mans Blue Metallic,,NCSW - Black Novillo Leather,2009,WBSPM93549E201147,,E201147,"MSRP.2,ZPP.3,ZTP,2MK,2MT.1,653,655,752",,"$69,720.00",,550,,,,,,,,,,
300 - Alpine White,,NCH1 - Silver Novillo Leather,2009,WBSPM93569E201148,,E201148,"MSRP.2,ZPP.3,ZTP,2MK,507,6FL,653",,"$66,225.00",,,,,,,,,,,,
668 - Jet Black,,NCH2 - Fox Red Novillo Leather,2009,WBSPM93589E201149,,E201149,"MSRP.2,ZPP.2,ZTP,2MK,403,494,507,6FL,653,655,752",,"$70,270.00",,,,,,,,,,,,
A52 - Space Gray Metallic,,NCH2 - Fox Red Novillo Leather,2009,WBSPM93549E201150,,E201150,"MSRP.2,ZPP.1,ZTP,653",,"$63,125.00",,550,,,,,,,,,,
668 - Jet Black,,NCH2 - Fox Red Novillo Leather,2009,WBSPM93569E201151,,E201151,"MSRP.2,ZPP.3,ZTP,403,465,653,655",,"$64,695.00",,,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - Black Novillo Leather,2009,WBSPM93589E201152,,E201152,"MSRP.2,ZPP.3,ZTP,2MK,2MT.1,403,465,6FL,653,752",,"$71,050.00",,550,,,,,,,,,,
A52 - Space Gray Metallic,,NCH2 - Fox Red Novillo Leather,2009,WBSPM935X9E201153,,E201153,"MSRP.2,ZPP.3,ZTP,2MK,2MT.1,403,653",,"$68,275.00",,550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2009,WBSPM93519E201154,,E201154,"MSRP.2,ZCW,ZPP.2,223,403,6FL",,"$62,425.00",,,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NDH3 - Beige Novillo Extended Leather,2009,WBSPM93539E201155,,E201155,"MSRP.2,ZPP.2,ZTP,2MK,2MT.1,403,417,465,494,507,6FL,653,655,752",,"$74,170.00",,550/1100,,,,,,,,,,
381 - Le Mans Blue Metallic,,NCH3 - Beige Novillo Leather,2009,WBSPM93559E201156,,E201156,"MSRP.2,ZCW,ZPP.2,ZTP,6FL,653",,"$64,525.00",,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NDH1 - Silver Novillo Extended Leather,2009,WBSPM93579E201157,,E201157,"MSRP.2,ZCW,ZPP.1,ZTP,2MK,2MT.1,403,417,507,6FL,653,655,752",,"$74,195.00",,550/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDH2 - Fox Red Extended Leather,2009,WBSPM93599E201158,,E201158,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,403,6FL,653",,"$69,575.00",,550/1100,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2009,WBSPM93509E201159,,E201159,"MSRP.2,ZPP.3,ZTP,2MK,2MT.1,403,417,494,507,6FL,653,655,752",,"$72,045.00",,,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2009,WBSPM93579E201160,,E201160,"MSRP.2,ZCW,ZPP.1,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,620.00",,550,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,2009,WBSPM93599E201161,,E201161,"MSRP.2,ZTP,2MK,2MT.1,403,465,507,653,771",,"$67,500.00",,950,,,,,,,,,,
668 - Jet Black,,GEAT - Anthracite/Black Cloth & Leather,2009,WBSPM93509E201162,,E201162,"MSRP.2,ZCW,2MT.1,6FL,771",,"$59,575.00",,,,,,,,,,,,
A52 - Space Gray Metallic,,NCH2 - Fox Red Novillo Leather,2009,WBSPM93529E201163,,E201163,"MSRP.2,ZCW,ZPP.2,ZTP,2MK,2MT.1,403,6FL,653,655,752",,"$72,170.00",,550,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - Black Novillo Leather,2009,WBSPM93549E201164,,E201164,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,417,6FL,653,655",,"$68,595.00",,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2009,WBSPM93569E201165,,E201165,"MSRP.2,ZPP.3,ZTP,2MK,2MT.1,417,494,6FL,653",,"$68,700.00",,550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCSW - Black Novillo Leather,2009,WBSPM93589E201166,,E201166,"MSRP.2,ZCW,ZPP.1,ZTP,2MT.1,403,6FL,653,655,752",,"$69,270.00",,550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCSW - Black Novillo Leather,2009,WBSPM935X9E201167,,E201167,"MSRP.2,ZPP.3,ZTP,2MT.1,403,6FL,653",,"$65,775.00",,550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH2 - Fox Red Novillo Leather,2009,WBSPM93519E201168,,E201168,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,403,507,6FL,653,752",,"$70,725.00",,550,,,,,,,,,,
A52 - Space Gray Metallic,,NDH2 - Fox Red Extended Leather,2009,WBSPM93539E201169,,E201169,"MSRP.2,ZPP.3,ZTP,2MK,403,507,6FL,653,752",,"$70,825.00",,550/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDH2 - Fox Red Extended Leather,2009,WBSPM935X9E201170,,E201170,"MSRP.2,ZPP.2,ZTP,2MK,2MT.1,465,494,507,6FL,653,655",,"$70,645.00",,550/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2009,WBSPM93519E201171,,E201171,"MSRP.2,ZCW,ZPP.3,2MK,2MT.1,302,322,403,417,507,6FL,653,655,752",,"$70,245.00",,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2009,WBSPM93539E201172,,E201172,"MSRP.2,ZCW,ZPP.1,2MT.1,223,403,6FL,653,655",,"$65,120.00",,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2009,WBSPM93559E201173,,E201173,"MSRP.2,ZPP.3,ZTP,2MK,403,6FL,653",,"$67,475.00",,550,,,,,,,,,,
668 - Jet Black,,NCH3 - Beige Novillo Leather,2009,WBSPM93579E201174,,E201174,"MSRP.2,ZCW,ZPP.2,ZTP,2MK,2MT.1,403,6FL,653,655,752",,"$71,620.00",,,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2009,WBSPM93599E201175,,E201175,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,507,6FL,6NF,653",,"$70,175.00",,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2009,WBSPM93509E201176,,E201176,"MSRP.2,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,6NF,653,655,752",,"$69,770.00",,550,,,,,,,,,,
381 - Le Mans Blue Metallic,,NCSW - Black Novillo Leather,2009,WBSPM93529E201177,,E201177,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,6FL,6NF,653,752",,"$71,725.00",,550,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2009,WBSPM93549E201178,,E201178,"MSRP.2,ZPP.3,2MT.1,403,494,6FL,655",,"$62,720.00",,,,,,,,,,,,
300 - Alpine White,,NCH3 - Beige Novillo Leather,2009,WBSPM93569E201179,,E201179,"MSRP.2,ZPP.3,2MK,2MT.1,403,494,655",,"$65,220.00",,,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - Black Novillo Leather,2009,WBSPM93529E201180,,E201180,"MSRP.2,ZPP.3,2MK,2MT.1,403,494,6FL,655",,"$66,170.00",,550,,,,,,,,,,
A75 - Melbourne Red Metallic,,NCH3 - Beige Novillo Leather,2009,WBSPM93549E201181,,E201181,"MSRP.2,ZCW,ZPP.2,ZTP,2MK,2MT.1,403,507,6FL,6NF,653,752",,"$72,075.00",,550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2009,WBSPM93569E201182,,E201182,"MSRP.2,ZPP.3,ZTP,2MK,403,417,465,507,6FL,6NF,653,655,752",,"$71,520.00",,550,,,,,,,,,,
668 - Jet Black,,NDH2 - Fox Red Extended Leather,2009,WBSPM93589E201183,,E201183,"MSRP.2,ZCW,ZPP.1,ZTP,2MK,2MT.1,403,417,6FL,6NF,653,752",,"$72,850.00",,1100,,,,,,,,,,
381 - Le Mans Blue Metallic,,NDSW - Black Extended Novillo Leather,2009,WBSPM935X9E201184,,E201184,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,403,6FL,653",,"$69,575.00",,550/1100,,,,,,,,,,
381 - Le Mans Blue Metallic,,NCH1 - Silver Novillo Leather,2009,WBSPM93519E201185,,E201185,"MSRP.2,ZCW,ZPP.3,2MK,2MT.1,223,403,6FL",,"$67,075.00",,550,,,,,,,,,,
668 - Jet Black,,NCH3 - Beige Novillo Leather,2009,WBSPM93539E201186,,E201186,"MSRP.2,ZCW,ZPP.2,2MT.1,403,6FL",,"$62,625.00",,,,,,,,,,,,
A29 - Silverstone Metallic II,,NDSW - Black Extended Novillo Leather,2009,WBSPM93559E201187,,E201187,"MSRP.2,ZPP.2,ZTP,2MK,2MT.1,403,417,465,507,6FL,6NF,653,655,752",,"$73,820.00",,550/1100,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2009,WBSPM93579E201188,,E201188,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,6FL,653",,"$69,125.00",,,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2009,WBSPM93599E201189,,E201189,"MSRP.2,ZCW,ZPP.3,ZTP,403,507,6FL,653,655,752",,"$69,520.00",,550/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2009,WBSPM93559E201190,,E201190,"MSRP.2,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$70,720.00",,550/1100,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2009,WBSPM93579E201191,,E201191,"MSRP.2,ZPP.3,ZTP,2MK,2MT.1,403,494,6FL,653,655,752",,"$71,120.00",,,,,,,,,,,,
668 - Jet Black,,NCSW - Black Novillo Leather,2009,WBSPM93599E201192,,E201192,"MSRP.2,ZPP.3,ZTP,2MT.1,403,494,507,6FL,653,655,752",,"$68,570.00",,,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2009,WBSPM93509E201193,,E201193,"MSRP.2,ZCW,ZPP.3,ZTP,403,6FL,653,655",,"$66,720.00",,1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2009,WBSPM93529E201194,,E201194,"MSRP.2,ZCW,ZPP.1,ZTP,2MK,2MT.1,507,6FL,6NF,653,655,752",,"$71,620.00",,550,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - Black Novillo Leather,2009,WBSPM93549E201195,,E201195,"MSRP.2,ZPP.1,ZTP,2MK,2MT.1,6FL,653,655,752",,"$70,120.00",,550,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2009,WBSPM93569E201196,,E201196,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,2MT.1,6FL,653,655,752",,"$71,670.00",,1100,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - Black Novillo Leather,2009,WBSPM93589E201197,,E201197,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,2MT.1,417,507,6FL,6NF,653,752",,"$71,600.00",,550,,,,,,,,,,
A52 - Space Gray Metallic,,NDH2 - Fox Red Extended Leather,2009,WBSPM935X9E201198,,E201198,"MSRP.2,ZCW,ZPP.1,ZTP,2MK,417,507,6FL,6NF,653,752",,"$71,500.00",,550/1100,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2009,WBSPM93519E201199,,E201199,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,2MT.1,507,6FL,653,655,752",,"$70,920.00",,,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2009,WBSPM93549E201200,,E201200,"MSRP.2,ZPP.3,ZTP,2MK,2MT.1,494,6FL,653",,"$68,125.00",,550,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - Black Novillo Leather,2009,WBSPM93569E201201,,E201201,"MSRP.2,ZPP.1,ZTP,2MK,2MT.1,403,465,494,507,6FL,653,655",,"$70,595.00",,550,,,,,,,,,,
A52 - Space Gray Metallic,,NCH2 - Fox Red Novillo Leather,2009,WBSPM93589E201202,,E201202,"MSRP.2,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,6FL,6NF,653,655,752",,"$70,345.00",,550,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2009,WBSPM935X9E201203,,E201203,"MSRP.2,ZPP.3,ZTP,2MK,2MT.1,403,6FL,6NF,653,655,752",,"$70,770.00",,,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2009,WBSPM93519E201204,,E201204,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,507,6FL,653,655,752",,"$73,620.00",,550/1100,,,,,,,,,,
668 - Jet Black,,NDSW - Black Extended Novillo Leather,2009,WBSPM93539E201205,,E201205,"MSRP.2,ZPP.3,ZTP,2MK,2MT.1,403,494,507,6FL,6NF,653,655,752",,"$72,720.00",,1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2009,WBSPM93559E201206,,E201206,"MSRP.2,ZCW,ZPP.1,ZTP,2MK,2MT.1,403,507,6FL,653,655,752",,"$72,520.00",,550,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - Black Novillo Leather,2009,WBSPM93579E201207,,E201207,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,507,6FL,6NF,653,655,752",,"$72,670.00",,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2009,WBSPM93599E201208,,E201208,"MSRP.2,ZPP.3,ZTP,2MK,2MT.1,403,494,507,6FL,653,655,752",,"$72,020.00",,550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2009,WBSPM93509E201209,,E201209,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,6FL,653,655,752",,"$72,170.00",,550,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2009,WBSPM93579E201210,,E201210,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,403,6FL,653,655,752",,"$70,970.00",,550,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - Black Novillo Leather,2009,WBSPM93599E201211,,E201211,"MSRP.2,ZPP.3,ZTP,2MK,403,465,494,507,6FL,653,655,752",,"$71,295.00",,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2009,WBSPM93509E201212,,E201212,"MSRP.2,ZPP.3,ZTP,2MK,2MT.1,403,465,507,6FL,6NF,653,655,752",,"$73,245.00",,550/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NCH1 - Silver Novillo Leather,2009,WBSPM93529E201213,,E201213,"MSRP.2,ZPP.3,ZTP,2MK,2MT.1,403,494,6FL,6NF,653,655,752",,"$71,820.00",,550,,,,,,,,,,
300 - Alpine White,,NCH1 - Silver Novillo Leather,2009,WBSPM93549E201214,,E201214,"MSRP.2,ZPP.3,2MK,2MT.1,403",,"$64,125.00",,,,,,,,,,,,
300 - Alpine White,,NCH3 - Beige Novillo Leather,2009,WBSPM93569E201215,,E201215,"MSRP.2,ZPP.2,2MK,223,403,494,6FL,655",,"$65,420.00",,,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2009,WBSPM93589E201216,,E201216,"MSRP.2,ZPP.3,ZTP,2MK,2MT.1,403,494,6FL,6NF,653,752",,"$70,675.00",,,,,,,,,,,,
300 - Alpine White,,NCH3 - Beige Novillo Leather,2009,WBSPM935X9E201217,,E201217,"MSRP.2,ZPP.3,ZTP,2MK,2MT.1,403,494,6FL,6NF,653,655",,"$69,370.00",,,,,,,,,,,,
A75 - Melbourne Red Metallic,,NCSW - Black Novillo Leather,2009,WBSPM93519E201218,,E201218,"MSRP.2,ZTP,2MK,2MT.1,494,639,6FL,653,655,752,771",,"$70,320.00",,550/950,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2009,WBSPM93539E201219,,E201219,"MSRP.2,ZPP.3,ZTP,2MK,2MT.1,403,494,6FL,653,655,752",,"$71,670.00",,550,,,,,,,,,,
381 - Le Mans Blue Metallic,,NDH2 - Fox Red Extended Leather,2009,WBSPM935X9E201220,,E201220,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,417,507,6FL,6NF,653,655,752",,"$74,345.00",,550/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2009,WBSPM93519E201221,,E201221,"MSRP.2,ZCW,ZPP.3,2MK,2MT.1,403,6FL",,"$66,075.00",,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCSW - Black Novillo Leather,2009,WBSPM93539E201222,,E201222,"MSRP.2,ZCW,ZPP.3,ZTP,403,6FL,653,655,752",,"$68,070.00",,550,,,,,,,,,,
668 - Jet Black,,NCH3 - Beige Novillo Leather,2009,WBSPM93559E201223,,E201223,"MSRP.2,ZCW,ZPP.3,ZTP,2MT.1,403,653,655,752",,"$68,320.00",,,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2009,WBSPM93579E201224,,E201224,"MSRP.2,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$68,620.00",,550,,,,,,,,,,
668 - Jet Black,,NDSW - Black Extended Novillo Leather,2009,WBSPM93599E201225,,E201225,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,2MT.1,6FL,653,655,752",,"$71,670.00",,1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2009,WBSPM93509E201226,,E201226,"MSRP.2,ZTP,2MK,417,465,4MY,6FL,653,752",,"$68,825.00",,550/950,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2009,WBSPM93529E201227,,E201227,"MSRP.2,ZCW,ZPP.3,ZTP,403,417,6FL,653",,"$66,150.00",,550,,,,,,,,,,
668 - Jet Black,,NDSW - Black Extended Novillo Leather,2009,WBSPM93549E201228,,E201228,"MSRP.2,ZCW,ZPP.3,ZTP,403,6FL,653",,"$66,125.00",,1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2009,WBSPM93569E201229,,E201229,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,507,6FL,653,655",,"$71,720.00",,550/1100,,,,,,,,,,
300 - Alpine White,,NCSW - Black Novillo Leather,2009,WBSPM93529E201230,,E201230,"MSRP.2,ZCW,ZPP.2,2MK,302,322,403",,"$64,325.00",,,,,,,,,,,,
381 - Le Mans Blue Metallic,,NCH3 - Beige Novillo Leather,2009,WBSPM93549E201231,,E201231,"MSRP.2,ZCW,ZPP.2,ZTP,6FL,653",,"$64,525.00",,550,,,,,,,,,,
300 - Alpine White,,NCH2 - Fox Red Novillo Leather,2009,WBSPM93569E201232,,E201232,"MSRP.2,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,6NF,653,655,752",,"$69,220.00",,,,,,,,,,,,
300 - Alpine White,,NDH3 - Beige Novillo Extended Leather,2009,WBSPM93589E201233,,E201233,"MSRP.2,ZCW,ZPP.2,ZTP,2MK,2MT.1,403,417,507,6FL,653,655,752",,"$73,645.00",,1100,,,,,,,,,,
A52 - Space Gray Metallic,,NCH2 - Fox Red Novillo Leather,2009,WBSPM935X9E201234,,E201234,"MSRP.2,ZCW,ZPP.3,2MK,403,6FL,653",,"$65,225.00",,550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2009,WBSPM93519E201235,,E201235,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,507,6FL,653,655,752",,"$72,520.00",,550,,,,,,,,,,
A29 - Silverstone Metallic II,,NCSW - Black Novillo Leather,2009,WBSPM93539E201236,,E201236,"MSRP.2,ZCW,ZPP.1,ZTP,2MK,2MT.1,403,6FL,653",,"$69,675.00",,550,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2009,WBSPM93559E201237,,E201237,"MSRP.2,ZCW,ZPP.3,ZTP,2MK,302,403,653",,"$68,475.00",,550,,,,,,,,,,
