EXTERIOR,,INTERIOR,YEAR,VIN,,,Package Codes,PACKAGES,MSRP,PROD.,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice
A73 - Jerez Black Met.,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C5XBE202714,C5X,E202714,"MSRP.1,ZCP,ZCW,ZPP.1,ZTP,2MK,302,326,417,5AC,6FL,6NF,752",,"$74,550.00",,550/1100,,Hansel BMW of Santa Rosa,,,,,,,
A73 - Jerez Black Met.,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C51BE202715,C51,E202715,"MSRP.1,ZPP.3,2MK,2MT.1,403,494,655,6FL",,"$66,525.00",05-15-2010,550,,,,,,,,,
A73 - Jerez Black Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C53BE202716,C53,E202716,"MSRP.1,ZPP.3,403,417,494,655",,"$62,600.00",,550,,Prestige BMW,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE202717,C55,E202717,"MSRP.1,ZPP.3,ZTP,2MK,2MT.1,403,655,6FL,752",,"$71,175.00",,550,TOTAL LOSS,Advantage BMW Midtown,,,,,,,
A73 - Jerez Black Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C57BE202718,C57,E202718,"MSRP.1,ZCP,ZCW,ZPP.2,ZTP,2MK,302,403,507,5AC,655,6FL,6NF,752",,"$74,655.00",,550,,BMW of Mountain View,,,,,,,
A73 - Jerez Black Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C59BE202719,C59,E202719,"MSRP.1,ZCW,ZPP.2,ZTP,2MK,2MT.1,302,403,655,6FL,752",,"$72,575.00",,550,,Advantage BMW Midtown,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE202720,C55,E202720,"MSRP.1,ZPP.3,ZTP,2MK,2MT.1,465,655,6FL",,"$68,150.00",05-17-2010,,,Sterling BMW,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE202721,C57,E202721,"MSRP.1,ZCW,ZPP.3,403,655,6FL",,"$62,375.00",,,,Karl Knauz Motors ,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE202722,C59,E202722,"MSRP.1,ZCP,ZCW,ZPP.3,2MK,403,5AC,655,6FL,6NF",,"$68,175.00",,,,Gebhardt Imports,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE202723,C50,E202723,"MSRP.1,ZCP,ZPP.3,ZTP,2MK,403,507,655,6FL,752",,"$72,305.00",,,,BMW of the Woodlands,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE202724,C52,E202724,"MSRP.1,ZCW,ZPP.3,ZTP,2MK,2MT.1,302,403,507,655,6FL,752",,"$72,405.00",05-17-2010,,,Serra Auto Campus,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C54BE202725,C54,E202725,"MSRP.1,ZCW,ZPP.2,ZTP,2MT.1,302,403,6FL",,"$66,875.00",,,,Habberstad BMW,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C56BE202726,C56,E202726,"MSRP.1,ZCP,ZCW,ZPP.3,ZTP,2MK,302,403,507,655,6FL",,"$72,355.00",,550,,BMW of Greensboro,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C58BE202727,C58,E202727,"MSRP.1,ZCW,ZPP.3,ZTP,2MK,2MT.1,302,403,507,655,6FL,6NF,752",,"$73,105.00",05-18-2010,550,,BMW of Birmingham,,,,,,,
A52 - Space Gray Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C5XBE202728,C5X,E202728,"MSRP.1,ZCP,ZPP.3,ZTP,2MK,403,655,6FL,752",,"$72,475.00",,550,TOTAL LOSS,Vista Motor Company ,,,,,,,
668 - Jet Black,,NDH2 - EXT. FOX RED NOVILLO,2011,WBSPM9C51BE202729,C51,E202729,"MSRP.1,ZPP.3,ZTP,2MK,403,494,507,655,6FL,752",,"$71,405.00",,1100,,BMW of Roxbury,,,,,,,
A52 - Space Gray Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C58BE202730,C58,E202730,"MSRP.1,ZCW,ZPP.3,223,302,403,417,507,655,6FL",,"$65,280.00",,550,,Sam Swope Auto Group LLC,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE202731,C5X,E202731,"MSRP.1,ZPP.3,ZTP,2MT.1,403,465,494,655,6FL",,"$66,800.00",05-19-2010,,,Flow BMW,McLarty Volvo Cars of Little Rock,,,,,,
A52 - Space Gray Met.,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C51BE202732,C51,E202732,"MSRP.1,ZCW,ZPP.1,ZTP,2MK,2MT.1,302,653,655,6FL,752",,"$71,525.00",,550,,BMW & Mini of Sterling,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE202733,C53,E202733,"MSRP.1,ZCP,ZPP.3,ZTP,2MK,302,403,494,6FL,6NF",,"$70,725.00",,,,BMW of Nashville,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE202734,C55,E202734,"MSRP.1,ZPP.3,ZTP,2MK,2MT.1,302,494,507,655,6FL,752",,"$71,405.00",,550,, Beverly Hills BMW,,,,,,,
A30 - Interologos Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE202735,C57,E202735,"MSRP.1,ZCP,ZCW,ZPP.1,ZTP,2MK,403,507,653,6FL,6NF,752",,"$73,655.00",,550,,BMW of San Francisco,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE202736,C59,E202736,"MSRP.1,ZCP,ZPP.3,ZTP,2MK,465,494,655,6FL,752",,"$72,400.00",,550,,Sterling BMW,,,,,,,
A29 - SIlverstone II,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C50BE202737,C50,E202737,"MSRP.1,ZTP,2MT.1,302,6FL,639,752,771",,"$66,975.00",,550/950,,Prestige BMW,,,,,,,
381 - Le Mans Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE202738,C52,E202738,"MSRP.1,ZTP,223,2MT.1,6FL,771",,"$64,925.00",,550/950,JUNK TITLE,,,,,,,,
"U83 - Frozen Grey | $5,000.00",,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C54BE202739,C54,E202739,"MSRP.1,Z9B,ZCW,ZPP.3,ZTP,302,403,688,6FL",,"$69,575.00",05-27-2010,,CANADA,"Calgary BMW, CAN",,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE202740,C50,E202740,"MSRP.1,ZCW,ZPP.3,ZTP,2MT.1,302,326,403,507,655,6FL,6NF,752",,"$69,655.00",,,REBUILT TITLE,BMW of Carlsbad,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE202741,C52,E202741,"MSRP.1,ZCP,ZPP.1,ZTP,302,403,6FL",,"$67,725.00",,550,,BMW of Mountain View,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C54BE202742,C54,E202742,"MSRP.1,ZCW,ZPP.1,ZTP,2MK,2MT.1,302,403,507,5AC,6FL,752",,"$72,855.00",05-21-2010,550,,BMW of Fremont,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C56BE202743,C56,E202743,"MSRP.1,ZCP,ZPP.1,ZTP,2MK,302,403,6FL,6NF",,"$70,775.00",,550,,"Motorwerks BMW, MN",,,,,,,
A29 - SIlverstone II,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C58BE202744,C58,E202744,"MSRP.1,ZPP.3,ZTP,2MK,2MT.1,302,403,465,494,507,655,6FL,6NF,752",,"$73,080.00",,550,,BMW North Scottsdale,,,,,,,
A30 - Interologos Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE202745,C5X,E202745,"MSRP.1,ZCW,ZPP.2,ZTP,2MT.1,302,403,655,6FL,6NF,752",,"$69,825.00",,550,,BMW Northwest,,,,,,,
A30 - Interologos Blue Met.,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C51BE202746,C51,E202746,"MSRP.1,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,655,6FL,6NF,752",,"$70,380.00",,550,,BMW of Charlottesville,,,,,,,
A73 - Jerez Black Met.,,NDH1 - EXT. PALLADIUM,2011,WBSPM9C53BE202747,C53,E202747,"MSRP.1,ZCW,ZPP.3,ZTP,2MT.1,403,417,507,655,6FL,6NF,752",,"$70,380.00",,550,,Audi West Palm Beach,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE202748,C55,E202748,"MSRP.1,ZPP.3,ZTP,2MK,2MT.1,403,655,752",,"$70,775.00",2010-05-22,550,,Steve Thomas BMW,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE202749,C57,E202749,"MSRP.1,ZCP,ZPP.2,ZTP,2MK,326,403,465",,"$70,300.00",05-22-2010,550,,Passport BMW,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE202750,C53,E202750,"MSRP.1,ZPP.3,ZTP,2MK,2MT.1,302,403,6FL,6NF",,"$69,475.00",,550,,Crevier BMW,,,,,,,
A52 - Space Gray Met.,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C55BE202751,C55,E202751,"MSRP.1,ZCW,ZPP.2,ZTP,2MK,2MT.1,302,403,507,5AC,655,6FL,6NF,752",,"$74,455.00",05-25-2010,550/1100,,Nick Alexander Imports,,,,,,,
300 - Alpine White,,NDH2 - EXT. FOX RED NOVILLO,2011,WBSPM9C57BE202752,C57,E202752,"MSRP.1,ZCW,ZPP.3,ZTP,2MT.1,507,655,6FL",,"$67,255.00",,1100,,Global Imports BMW,,,,,,,
A75 - Melbourne Red Met.,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C59BE202753,C59,E202753,"MSRP.1,ZCP,ZTP,403,465,494,655,6FL,752",,"$68,550.00",05-25-2010,550,,Crown BMW Greensboro,,,,,,,
A75 - Melbourne Red Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE202754,C50,E202754,"MSRP.1,ZCP,ZCW,ZPP.1,ZTP,2MK,302,403,507,655,6FL,752",,"$74,255.00",,550,REBUILT TITLE,BMW of Murray ,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE202755,C52,E202755,"MSRP.1,ZCP,ZPP.3,ZTP,302,403,494,6FL",,"$67,675.00",,,,BMW of San Francisco,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C54BE202756,C54,E202756,"MSRP.1,ZCP,ZPP.1,ZTP,2MK,302,403,6FL,752",,"$71,975.00",05-25-2010,,,Weatherford BMW,,,,,,,
381 - Le Mans Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C56BE202757,C56,E202757,"MSRP.1,ZPP.3,ZTP,2MK,2MT.1,403,494,655",,"$69,375.00",,550,,Apple Automotive Group,,,,,,,
300 - Alpine White,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C58BE202758,C58,E202758,"MSRP.1,ZPP.3,ZTP,223,302,403,494,6FL,752",,"$68,075.00",,,, BMW of Southpoint,,,,,,,
300 - Alpine White,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C5XBE202759,C5X,E202759,"MSRP.1,ZCP,ZPP.2,ZTP,2MK,403,655,6FL,752",,"$71,925.00",,,,BMW of Sarasota,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C56BE202760,C56,E202760,"MSRP.1,ZPP.3,ZTP,2MK,2MT.1,655,6FL,6NF,752",,"$69,725.00",,,,BMW of Sherman Oaks,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C58BE202761,C58,E202761,"MSRP.1,ZCP,ZCW,ZPP.1,ZTP,2MK,302,403,507,655,6FL,6NF,752",,"$73,855.00",,,,,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE202762,C5X,E202762,"MSRP.1,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,655,6FL,6NF",,"$70,425.00",,550,,BMW of Charlottesville,,,,,,,
381 - Le Mans Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE202763,C51,E202763,"MSRP.1,ZCW,ZPP.3,ZTP,2MK,403,417,507",,"$69,280.00",05-26-2010,550,,Princeton MINI,,,,,,,
A73 - Jerez Black Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C53BE202764,C53,E202764,"MSRP.1,ZCP,ZPP.3,ZTP,2MK,302,403,507,5AC,6FL,752",,"$73,155.00",,550,,Autogermana BMW,,,,,,,
A73 - Jerez Black Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C55BE202765,C55,E202765,"MSRP.1,ZCP,ZPP.3,ZTP,2MK,302,403,507,5AC,6FL,752",,"$73,155.00",,550,Drug Dealer?,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE202766,C57,E202766,"MSRP.1,ZPP.3,ZTP,2MK,403,494,655,6FL,752",,"$70,475.00",,550,,BMW of Carlsbad,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE202767,C59,E202767,"MSRP.1,ZCW,ZPP.3,ZTP,403,507,655,6FL,6NF,752",,"$68,055.00",05-27-2010,,WAUSAU,Bergstrom Enterprise BMW,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE202768,C50,E202768,"MSRP.1,ZCP,ZCW,ZPP.3,ZTP,2MK,302,403,417,507,5AC,655,6FL,6NF,752",,"$74,680.00",,,,Stevens Creek BMW,,,,,,,
668 - Jet Black,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C52BE202769,C52,E202769,"MSRP.1,ZCP,ZPP.3,ZTP,2MK,302,403,465,494,507,5AC,655,6FL,752",,"$73,930.00",,,,BMW of Pleasant Grove,,,,,,,
300 - Alpine White,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C59BE202770,C59,E202770,"MSRP.1,ZCP,ZPP.2,ZTP,2MK,302,507,655,6FL,752",,"$71,655.00",,,,Audi West Palm Beach,,,,,,,
668 - Jet Black,,NDH3 - EXT. BAMBOO ,2011,WBSPM9C50BE202771,C50,E202771,"MSRP.1,ZPP.1,ZTP,403,655,6FL",,"$65,725.00",,1100,,BMW of Houston,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE202772,C52,E202772,"MSRP.1,ZCW,ZPP.3,ZTP,5AC,655,6FL",,"$64,825.00",05-28-2010,,,Plaza Mercedes-Benz,,,,,,,
A73 - Jerez Black Met.,,NDH2 - EXT. FOX RED NOVILLO,2011,WBSPM9C54BE202773,C54,E202773,"MSRP.1,ZCP,ZCW,ZPP.3,ZTP,302,403,655,6FL,752",,"$72,075.00",,550/1100,,,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C56BE202774,C56,E202774,"MSRP.1,ZCP,ZPP.3,ZTP,2MK,403,417,507,752",,"$72,680.00",,550,,Autogermana Inc. P.R.,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C58BE202775,C58,E202775,"MSRP.1,ZCP,ZPP.3,ZTP,302,403,494,6FL",,"$68,225.00",,550,,Crevier BMW,,,,,,,
A29 - SIlverstone II,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C5XBE202776,C5X,E202776,"MSRP.1,ZPP.1,ZTP,2MK,2MT.1,655,6FL",,"$68,225.00",,550,,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE202777,C51,E202777,"MSRP.1,494,771",,"$59,025.00",,950,,,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE202778,C53,E202778,"MSRP.1,ZCP,ZPP.3,ZTP,2MK,494,655,6FL",,"$70,025.00",,550,TOTAL LOSS,,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE202779,C55,E202779,"MSRP.1,ZCP,ZCW,ZPP.2,ZTP,2MK,507,655,FL,6NF,752",,"$72,005.00",,,,,,,,,,,
A73 - Jerez Black Met.,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C51BE202780,C51,E202780,"MSRP.1,ZPP.3,ZTP,2MK,494,6FL",,"$67,175.00",05-31-2010,550,SALVAGE,,,,,,,,
A52 - Space Gray Met.,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C53BE202781,C53,E202781,"MSRP.1,ZCP,ZCW,ZPP.2,ZTP,2MK,302,403,417,507,5AC,6FL,752",,"$75,830.00",,550/1100,MANUFACTURE? AUCTION LEASE RETURN,,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE202782,C55,E202782,"MSRP.1,ZPP.3,ZTP,2MK,2MT.1,403,494,507,6FL,6NF,752",,"$71,855.00",05-31-2010,550,,Motor Werks BMW,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE202783,C57,E202783,"MSRP.1,ZCW,ZPP.1,ZTP,2MK,2MT.1,403,6FL",,"$69,375.00",,,,Wagner BMW Of Shrewsbury,,,,,,,
A75 - Melbourne Red Met.,,NDH2 - EXT. FOX RED NOVILLO,2011,WBSPM9C59BE202784,C59,E202784,"MSRP,1,ZCP,ZCW,ZPP.2,ZTP,2MK,302,403,417,507,5AC,6FL,752",,"$76,330.00",,550/1100,TOTAL LOSS,,,,,,,,
A75 - Melbourne Red Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C50BE202785,C50,E202785,"MSRP,1,ZCP,ZCW,ZPP.3,ZTP,2MK,302,403,417,507,5AC,6FL,752",,"$75,230.00",,550,MANUFACTURE? AUCTION LEASE RETURN,,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE202786,C52,E202786,"MSRP.1,ZPP.2,ZTP,2MT.1,403,465,494,6FL",,"$67,000.00",,550,TOTAL LOSS,BMW of San Francisco,,,,,,,
300 - Alpine White,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C54BE202787,C54,E202787,"MSRP.1,ZCP,ZPP.2,ZTP,2MK,403,6FL",,"$69,675.00",,,,BMW of Ontario,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C56BE202788,C56,E202788,"MSRP.1,ZCP,ZPP.3,ZTP,2MK,302,403,465,494,507,655,6FL,752",,"$74,230.00",,550,TOTAL LOSS,Valencia BMW,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C58BE202789,C58,E202789,"MSRP.1,ZCP,ZPP.3,ZTP,2MK,302,403,465,494,655,6FL,6NF",,"$72,100.00",06-01-2010,550,,,,,,,,,
A30 - Interologos Blue Met.,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C54BE202790,C54,E202790,"MSRP.1,ZCW,ZPP.2,ZTP,2MT.1,403,417,507,655,6FL,6NF,6NR,752",,"$70,630.00",,550,MANUFACTURE? AUCTION LEASE RETURN,,,,,,,,
A30 - Interologos Blue Met.,,NDH3 - EXT. BAMBOO ,2011,WBSPM9C56BE202791,C56,E202791,"MSRP.1,ZCP,ZCW,ZPP.3,ZTP,2MK,302,403,417,507,5AC,6FL,752",,"$75,830.00",,550/1100,MANUFACTURE? AUCTION LEASE RETURN,,,,,,,,
A52 - Space Gray Met.,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C58BE202792,C58,E202792,"MSRP.1,ZCP,ZCW,ZPP.1,ZTP,2MK,302,403,417,507,5AC,6FL,752",,"$75,830.00",06-02-2010,550/1100,MANUFACTURE? AUCTION LEASE RETURN,,,,,,,,
300 - Alpine White,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C5XBE202793,C5X,E202793,"MSRP.1,ZCP,ZCW,ZPP.1,ZTP,2MK,302,403,417,507,5AC,6FL,752",,"$74,180.00",,,TOTAL LOSS MANUFACTURE? AUCTION,,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE202794,C51,E202794,"MSRP.1,ZPP.3,ZTP,2MK,2MT.1,302,403,752",,"$70,825.00",06-04-2010,550,,South Bay BMW MINI,,,,,,,
A52 - Space Gray Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C53BE202795,C53,E202795,"MSRP.1,ZCW,ZPP.3,ZTP,2MK,2MT.1,403,507,655,6FL,752",,"$72,555.00",,550,,BMW MINI of Concord,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE202796,C55,E202796,"MSRP.1,ZCP,ZPP.2,ZTP,2MK,403,6FL,6NF,752",,"$72,275.00",,550,,,,,,,,,
A52 - Space Gray Met.,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C57BE202797,C57,E202797,"MSRP.1,ZCW,ZPP.1,ZTP,302,655,6FL,6NF,752",,"$67,575.00",06-07-2010,550,,,,,,,,,
300 - Alpine White,,NDH3 - EXT. BAMBOO ,2011,WBSPM9C59BE202798,C59,E202798,"MSRP.1,ZCP,ZCW,ZPP.3,ZTP,2MK,302,403,417,507,5AC,6FL,752",,"$75,280.00",,1100,MANUFACTURE? AUCTION,,,,,,,,
668 - Jet Black,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C50BE202799,C50,E202799,"MSRP.1,ZCW",,"$58,575.00",,,,Circle BMW,,,,,,,
381 - Le Mans Blue Met.,,NDH1 - EXT. PALLADIUM,2011,WBSPM9C53BE202800,C53,E202800,"MSRP.1,ZCP,ZCW,ZPP.3,ZTP,2MK,302,403,417,507,5AC,6FL,752",,"$75,830.00",,550/1100,TOTAL LOSS SCRAPPED,,,,,,,,
300 - Alpine White,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C55BE202801,C55,E202801,"MSRP.1,ZCP,ZCW,302,403,4MX,507,655,6FL,",,"$65,105.00",06-07-2010,950,"Vehicle exported fromRepublic of Korea and imported to
Long Beach, CA",,,,,,,,
A75 - Melbourne Red Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C57BE202802,C57,E202802,"MSRP.1,ZCP,ZCW,ZPP.3,403,655,6FL,6NF",,"$65,575.00",,550,,Richmond BMW Crown MINI,,,,,,,
A52 - Space Gray Met.,,NDH2 - EXT. FOX RED NOVILLO,2011,WBSPM9C59BE202803,C59,E202803,"MSRP.1,ZCW,ZPP.3,ZTP,302,403,417,507,655,6FL",,"$68,630.00",,550/1100,,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE202804,C50,E202804,"MSRP.1,ZPP.3,ZTP,2MK,2MT.1,403,494,6FL",,"$68,875.00",,,TOTAL LOSS EXPORTED United Arab Emirates,Flow BMW,,,,,,,
A73 - Jerez Black Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C52BE202805,C52,E202805,"MSRP.1,ZCP,ZPP.1,302,655",,"$63,375.00",,550,,BMW of Silver Spring,,,,,,,
300 - Alpine White,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C54BE202806,C54,E202806,"MSRP.1,ZCP,ZCW,ZPP.2,3,ZTP,2MK,302,403,417,507,5AC,6FL,752",,"$75,280.00",,1100,MANUFACTURE? AUCTION,,,,,,,,
A73 - Jerez Black Met.,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C56BE202807,C56,E202807,"MSRP.1,ZCP,ZCW,ZPP.3,2MK,507,6FL",,"$68,405.00",06-08-2010,550/1100,MANUFACTURE? AUCTION,,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C58BE202808,C58,E202808,"MSRP.1,ZPP.3,ZTP,2MK,2MT.1,302,507,655,752",,"$70,505.00",06-08-2010,550,MANUFACTURE? AUCTION,,,,,,,,
A73 - Jerez Black Met.,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C5XBE202809,C5X,E202809,"MSRP.1,ZTP,2MK,2MT.1,302,403,507,771",,"$68,255.00",,550/950,MANUFACTURE? AUCTION,,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C56BE202810,C56,E202810,"MSRP.1,ZTP,2MK,2MT.1,403,465,507,639,6FL,6NF,771",,"$69,630.00",,550/950,,Valencia BMW,,,,,,,
A29 - SIlverstone II,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C58BE202811,C58,E202811,"MSRP.1,ZCP,ZCW,ZPP.1,ZTP,2MK,302,403,417,507,5AC,6FL,752",,"$75,830.00",,550/1100,,,,,,,,,
A29 - SIlverstone II,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C5XBE202812,C5X,E202812,"MSRP.1,ZCP,ZCW,ZPP.2,ZTP,2MK,302,403,417,507,5AC,6FL,752",,"$75,830.00",06-09-2010,550/1100,,,,,,,,,
A52 - Space Gray Met.,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C51BE202813,C51,E202813,"MSRP.1,ZCP,465,639,6FL,771",,"$62,250.00",,550,,Passport BMW,,,,,,,
A29 - SIlverstone II,,NDH1 - EXT. PALLADIUM,2011,WBSPM9C53BE202814,C53,E202814,"MSRP.1,ZCP,ZCW,ZPP.3,ZTP,2MK,302,403,417,507,5AC,6FL,752",,"$75,830.00",,550/1100,,,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE202815,C55,E202815,"MSRP.1,ZPP.3,ZTP,2MT.1,403,6FL",,"$66,025.00",06-09-2010,550,,,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE202816,C57,E202816,"MSRP.1,ZCW,ZPP.2,ZTP,302,6FL",,"$65,175.00",,550,,,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE202817,C59,E202817,"MSRP.1,ZPP.1,ZTP,2MK,403,655,6FL,6NF",,"$68,225.00",,550,,,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE202818,C50,E202818,"MSRP.1,ZCW,ZPP.3,ZTP,302,403,655,6FL,752",,"$67,925.00",,,CANADA,"Calgary BMW , Calgary, CAN",,,,,,,
