EXTERIOR,,INTERIOR,YEAR,VIN,,,Package Codes,PACKAGES,MSRP,PROD.,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice
A73 - Jerez Black Met.,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C58BE203506,C58,E20350,"MSRP,1CC,494,507,609,639,6FL,655",,"$62,555.00",11-18-2010,,MILITARY?,"Autohaus Euler Kaiserslautern GmbH , Kaiserslautern",,,,,,,
A29 - SIlverstone II,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C5XBE203507,C5X,E20350,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,2MK,403,655,752",,"$73,725.00",,550,,Continental BMW of Darien,,,,,,,
A29 - SIlverstone II,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C51BE203508,C51,E20350,"MSRP,ZCV,ZCW,ZP2.3,1CC,2MK,2MT,403,5AC,6NF,752",,"$72,525.00",,550,,Stevens Creek BMW,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE203509,C53,E20350,"MSRP,ZCP,1CC,302,403,494,4MY,609,639,6FL",,"$67,775.00",,550/950,,I.G. Burton Imports,,,,,,,
A29 - SIlverstone II,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C5XBE203510,C5X,E20351,"MSRP,ZCP,ZCV,ZCW,ZP2.2,1CC,403,655,6NF,752",,"$70,975.00",,550,,BMW Hudson Valley,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE203511,C51,E20351,"MSRP,ZCV,ZCW,ZP2.3,1CC,223,2MK,2MT,403,417,655,752",,"$74,050.00",,550,"CANADA ""SALVAGE""","BMW Durham , CAN",,,,,,,
300 - Alpine White,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C53BE203512,C53,E20351,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,2MK,403,417,5AC,655,6NF,752",,"$74,150.00",,,,Irvine BMW,,,,,,,
A73 - Jerez Black Met.,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C55BE203513,C55,E20351,"MSRP,ZCV,ZP2.1,1CC,2MK,2MT,655,752",,"$71,525.00",,550/1100,,Coggin BMW Treasure Coast,,,,,,,
381 - Le Mans Blue Met.,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C57BE203514,C57,E20351,"MSRP,ZCP,ZCV,ZCW,ZP2.1,1CC,2MK,6NF",,"$70,575.00",,550,,Prestige BMW,,,,,,,
A73 - Jerez Black Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C59BE203515,C59,E20351,"MSRP,ZZCV,ZCW,ZP2.2,1CC,655,6NF",,"$62,625.00",,550,,Laurel BMW of Westmont,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE203516,C50,E20351,"MSRP,ZCP,ZCV,1CC,403,494,655,752",,"$67,825.00",,550,,Voss Village BMW,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE203517,C52,E20351,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,494,752",,"$72,875.00",,550,,BMW of Fremont,,,,,,,
A73 - Jerez Black Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C54BE203518,C54,E20351,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,494,655",,"$71,325.00",,550,,"Reeves Import Motorcars, Inc.",,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C56BE203519,C56,E20351,"MSRP,ZCV,ZP2.3,1CC,2MK,2MT,403,494,655,752",,"$71,975.00",11-19-2010,550,,Advantage BMW Midtown,,,,,,,
381 - Le Mans Blue Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C52BE203520,C52,E20352,"MSRP,ZCW,ZP2.3,1CC,403,507,609,655,6FL,752",,"$68,305.00",,550,,Pace BMW,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C54BE203521,C54,E20352,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,465,494,655,752",,"$73,700.00",,550,,Shelly BMW,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C56BE203522,C56,E20352,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,494,655,6NF,752",,"$73,375.00",,550,,BMW of Mountain View,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C58BE203523,C58,E20352,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,2MK,403,752",,"$73,375.00",,550,,Princeton BMW,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE203524,C5X,E20352,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,465,494,655,6NF,752",,"$73,850.00",,550,,"BMW of Dallas / MINI of Dallas
Dallas, TexasDallas, TX",,,,,,,
381 - Le Mans Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE203525,C51,E20352,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,494,655,752",,"$73,225.00",,550,,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE203526,C53,E20352,"MSRP,ZCP,ZCV,ZP2.2,1CC,465,6NF,752",,"$69,050.00",,550,,,,,,,,,
381 - Le Mans Blue Met.,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C55BE203527,C55,E20352,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,494,655,6NF,752",,"$73,675.00",,550/300,TOTAL LOSS,"BMW of Dallas / MINI of Dallas
Dallas, TexasDallas, TX",,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE203528,C57,E20352,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,655,752",,"$72,175.00",11-22-2010,,TOTAL LOSS,VISTA MOTOR COMPANY,,,,,,,
A73 - Jerez Black Met.,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C59BE203529,C59,E20352,"MSRP,ZCP,ZCV,ZP2.3,1CC,403,417,494,5AC,655,752",,"$72,250.00",,550/1100,,BMW of Greensboro,,,,,,,
A73 - Jerez Black Met.,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C55BE203530,C55,E20353,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,2MK,403,5AC,655",,"$72,375.00",,550/300,,Grayson BMW,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C57BE203531,C57,E20353,"MSRP,ZCP,ZP2.3,1CC,2MK,507,609,6FL,752",,"$70,755.00",,,,BMW of San Diego,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE203532,C59,E20353,"MSRP,ZCV,ZCW,ZP2.3,1CC,223,2MK,403,655,752",,"$72,225.00",,550,,BMW Of Bel Air,,,,,,,
A73 - Jerez Black Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C50BE203533,C50,E20353,"MSRP,ZCV,ZCW,ZP2.3,1CC,2MK,655",,"$68,275.00",,550,,BMW of Darien,,,,,,,
A73 - Jerez Black Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C52BE203534,C52,E20353,"MSRP,ZCV,ZP2.3,1CC,223,2MK,403,494,655,752",,"$71,725.00",,550,,BMW & Mini of Sterling,,,,,,,
A73 - Jerez Black Met.,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C54BE203535,C54,E20353,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,2MK,403,752",,"$73,375.00",,550,,Sonnen BMW,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C56BE203536,C56,E20353,"MSRP,ZCV,ZCW,ZP2.3,1CC,223,2MK,2MT,403,417,655,752",,"$74,050.00",,550,CANADA," Budds' BMW Oakville, CAN",,,,,,,
A52 - Space Gray Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C58BE203537,C58,E20353,"MSRP,1CC,403,771",,"$60,625.00",,550/950,,Vista Motor Company,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE203538,C5X,E20353,"MSRP,ZP2.3,1CC,2MK,2MT,403,494,655,6FL",,"$67,025.00",,,,BMW of Austin,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE203539,C51,E20353,"MSRP,1CC,2MK,4MX",,"$62,425.00",,950,,BMW of Milwaukee North,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C58BE203540,C58,E20354,"MSRP,ZCP,ZCV,ZCW,ZP2.2,1CC,2MK,403,5AC,655,752",,"$73,975.00",,550,TOTAL LOSS,BMW of Silver Spring,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE203541,C5X,E20354,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,494,752",,"$72,325.00",,,,Girard Toyota BMW,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE203542,C51,E20354,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403",,"$70,475.00",,550,,BMW of Monrovia,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE203543,C53,E20354,"MSRP,ZCV,ZCW,ZP2.3,1CC,2MK,2MT,403,655,752",,"$71,925.00",,,,Erhard BMW of Farmington Hills,,,,,,,
A52 - Space Gray Met.,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C55BE203544,C55,E20354,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,465,494,655,6NF,752",,"$73,850.00",,550,, BMW of Southpoint,,,,,,,
A75 - Melbourne Red Met.,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C57BE203545,C57,E20354,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,2MK,403,417,5AC,6NF,655,752",,"$75,800.00",,550/1100,,BMW of Darien,,,,,,,
A75 - Melbourne Red Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE203546,C59,E20354,"MSRP,ZCP,ZP2.3,1CC,302,403,494,609,6FL,6NF",,"$68,225.00",11-23-2010,550,,Sam Swope Auto Group LLC,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE203547,C50,E20354,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,465,494,655,6NF,752",,"$73,300.00",,,,Tom Bush BMW MINI,,,,,,,
A29 - SIlverstone II,,NDH2 - EXT. FOX RED NOVILLO,2011,WBSPM9C52BE203548,C52,E20354,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,2MK,403,5AC,6NF,655,752",,"$75,225.00",,550/1100,,BMW of Darien,,,,,,,
A29 - SIlverstone II,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C54BE203549,C54,E20354,"MSRP,ZCW,ZP2.2,1CC,2MK,2MT,302",,"$66,675.00",,550,Military,"Krauth GmbH & Co. KG , Heidelberg",,,,,,,
A29 - SIlverstone II,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C50BE203550,C50,E20355,"MSRP,ZCV,ZP2.2,1CC,2MK,2MT,403,6NF",,"$69,375.00",,550,,BMW of Columbia,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE203551,C52,E20355,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,2MK,403,417,655,752",,"$74,300.00",,550,,Advantage BMW MINI of Clear Lake,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C54BE203552,C54,E20355,"MSRP,ZCW,ZP2.3,1CC,403,655,6FL",,"$63,925.00",,550,,Mercedes-Benz of Des Moines,,,,,,,
A29 - SIlverstone II,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C56BE203553,C56,E20355,"MSRP,ZCV,ZP2.1,1CC,223,2MK,2MT,403,494,5AC,752",,"$72,875.00",,550,,Northwest Arkansas BMW,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C58BE203554,C58,E20355,"MSRP,ZCV,ZCW,ZP2.3,1CC,2MK,403",,"$68,975.00",,550,TOTAL LOSS,BMW of Bayside,,,,,,,
A29 - SIlverstone II,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C5XBE203555,C5X,E20355,"MSRP,ZCV,ZP2.1,1CC,2MK,2MT,403,494,5AC,752",,"$71,875.00",,550,,Valencia BMW,,,,,,,
A29 - SIlverstone II,,NDH2 - EXT. FOX RED NOVILLO,2011,WBSPM9C51BE203556,C51,E20355,"MSRP,ZP2.1,1CC,2MK,2MT,403,494,609,6FL,6NF,655,752",,"$72,825.00",,550/1100,,BMW-Mini of South Atlanta,,,,,,,
A29 - SIlverstone II,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C53BE203557,C53,E20355,"MSRP,ZCP,ZCV,1CC,403,494,4MY,639,655,752",,"$69,075.00",11-24-2010,550,TOTAL LOSS,Preston BMW,,,,,,,
A29 - SIlverstone II,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C55BE203558,C55,E20355,"MSRP,ZCV,ZP2.3,1CC,223,2MK,2MT,403,494,752",,"$72,925.00",,550/300,TOTAL LOSS,BMW of Sherman Oaks,,,,,,,
668 - Jet Black,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C57BE203559,C57,E20355,"MSRP,1CC,2MK,2MT,639,655,771",,"$64,275.00",,950,,Momentum BMW,,,,,,,
A52 - Space Gray Met.,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C53BE203560,C53,E20356,"MSRP,ZCP,1CC,302,494,4MX,609,639,6FL,752",,"$67,675.00",,550,,"European Motorsport, LLC",,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE203561,C55,E20356,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,2MK,655,752",,"$72,125.00",,,TOTAL LOSS,Sewickley Car Store,,,,,,,
300 - Alpine White,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C57BE203562,C57,E20356,"MSRP,ZCP,1CC,2MK,302,494,6FL,771",,"$65,725.00",,950,,BMW of Mountain View,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C59BE203563,C59,E20356,"MSRP,ZCP,ZCV,ZCW,ZP2.2,1CC,2MK,403,417,655,752",,"$74,300.00",,550,,BMW of Norwood,,,,,,,
300 - Alpine White,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C50BE203564,C50,E20356,"MSRP,ZCP,ZCV,ZP2.2,1CC,2MK,403,465,494,655",,"$72,350.00",,1100,,Capital Euro Cars,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE203565,C52,E20356,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,465,494,655,6NF,752",,"$73,850.00",,550,TOTAL LOSS,Advantage BMW MINI of Clear Lake,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C54BE203566,C54,E20356,"MSRP,ZCW,1CC,2MK,771",,"$62,925.00",,950,,JMK BMW & Saab,,,,,,,
381 - Le Mans Blue Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C56BE203567,C56,E20356,"MSRP,ZCP,ZCW,ZP2.3,1CC,6FL",,"$65,025.00",,550,,BMW of Minnetonka,,,,,,,
300 - Alpine White,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C58BE203568,C58,E20356,"MSRP,ZCP,ZCV,ZP2.2,1CC,2MK,494,655,6NF,752",,"$71,775.00",,,,Steve Thomas BMW,,,,,,,
A52 - Space Gray Met.,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C5XBE203569,C5X,E20356,"MSRP,ZCOP,ZCV,ZP2.3,1CC,2MK,403,417,465,494,655,752",,"$72,875.00",,550/1100,TOTAL LOSS,Autobahn Motorcars,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C56BE203570,C56,E20357,"MSRP,ZCV,1CC,2MK,2MT,403,494,752,771",,"$69,525.00",,950,,Devon Hill BMW,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C58BE203571,C58,E20357,"MSRP,ZCV,ZP2.3,1CC,2MT,403,655,6NF,752",,"$68,175.00",,,,Nalley BMW,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE203572,C5X,E20357,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,655,752",,"$72,175.00",11-26-2010,,,BMW of Austin,,,,,,,
300 - Alpine White,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C51BE203573,C51,E20357,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,655,6NF,752",,"$69,675.00",,300,,Faulkner BMW Lancaster,,,,,,,
300 - Alpine White,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C53BE203574,C53,E20357,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,465,494,6NF,752",,"$72,950.00",,,,BMW of Houston,,,,,,,
A29 - SIlverstone II,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C55BE203575,C55,E20357,"MSRP,ZCP,ZCW,ZP2.3,1CC,302,322,688,6FL",,"$65,425.00",,550,CANADA,"Calgary BMW, CAN",,,,,,,
A73 - Jerez Black Met.,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C57BE203576,C57,E20357,"MSRP,ZCV,ZCW,1CC,403,4MY,6NF,752",,"$66,125.00",,550,,Prestige BMW,,,,,,,
300 - Alpine White,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C59BE203577,C59,E20357,"MSRP,ZCV,ZP2.3,1CC,403,417",,"$65,400.00",,300,,Sonnen BMW,,,,,,,
A29 - SIlverstone II,,NCH1 - PALLADIUM NOVILLO,2011,WBSPM9C50BE203578,C50,E20357,"MSRP,ZCP,ZCV,ZP2.2,1CC,2MK,403,494,655,752",,"$73,225.00",,550,,BMW of Houston,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C52BE203579,C52,E20357,"MSRP,ZCP,ZCV,ZCW,ZP2.1,1CC,403,655,752",,"$70,825.00",,550,,Crevier BMW,,,,,,,
300 - Alpine White,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C59BE203580,C59,E20358,"MSRP,ZCP,ZCV,ZP2.1,1CC,2MK,465,494,655",,"$70,500.00",,300,, Momentum BMW,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE203581,C50,E20358,"MSRP,ZP2.1,1CC,2MK,2MT,403,465,494,507,655",,"$68,030.00",,550,,,,,,,,,
668 - Jet Black,,NDH3 - EXT. BAMBOO ,2011,WBSPM9C52BE203582,C52,E20358,"MSRP,ZCV,ZCW,ZP2.2,1CC,223,2MK,2MT,403,417,5AC,655,752",,"$74,850.00",,1100,,,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C54BE203583,C54,E20358,"MSRP,ZCV,ZP2.2,1CC,2MK,2MT,403,655",,"$69,575.00",,550,,,,,,,,,
X03 - Ruby Black Metallic,,ZAP2 - Rust Brown Extended Leather,2011,WBSPM9C56BE203584,C56,E20358,"MSRP,Z9B,ZCV,ZCW,ZP2.3,1CC,223,2MK,2MT,403,417,655,752",,"$77,400.00",,,CANADA,"BMW Laval, CAN",,,,,,,
A75 - Melbourne Red Met.,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C58BE203585,C58,E20358,"MSRP,ZCP,ZCV,ZP2.3,1CC",,"$66,825.00",,550/300,,BMW of Dallas,,,,,,,
300 - Alpine White,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C5XBE203586,C5X,E20358,"MSRP,ZCP,ZCW,1CC,403,417,4MZ,6FL",,"$64,100.00",,,,Continental BMW of Darien,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE203587,C51,E20358,"MSRP,ZCV,ZP2.3,1CC,653,752",,"$65,925.00",,550,,,,,,,,,
300 - Alpine White,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C53BE203588,C53,E20358,"MSRP,1CC,771",,"$58,075.00",,,,Casey BMW ,,,,,,,
300 - Alpine White,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C55BE203589,C55,E20358,"MSRP,ZCP,ZCV,ZP2.3,1CC,494,655",,"$66,825.00",,,,Steve Thomas BMW,,,,,,,
381 - Le Mans Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C51BE203590,C51,E20359,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,2MK,403,417,5AC,653,655,6NF,752",,"$74,700.00",12-16-2010,550,,BMW-Mini of South Atlanta,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE203591,C53,E20359,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403",,"$69,925.00",12-16-2010,,,BMW MINI of Concord,,,,,,,
A75 - Melbourne Red Met.,,NDH3 - EXT. BAMBOO ,2011,WBSPM9C55BE203592,C55,E20359,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,2MK,403,417,5AC,655,752",,"$75,650.00",,550/1100,,Sam Swope BMW,,,,,,,
A73 - Jerez Black Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2011,WBSPM9C57BE203593,C57,E20359,"MSRP,ZCV,ZP2.3,1CC,223,2MT,465,494",,"$67,250.00",,550,,BMW of Birmingham,,,,,,,
300 - Alpine White,,NDH1 - EXT. PALLADIUM,2011,WBSPM9C59BE203594,C59,E20359,"MSRP,ZCP,ZCV,ZCW,ZP2.1,1CC,2MK,5AC,655,752",,"$73,475.00",,1100,,BMW of Freehold ,,,,,,,
A52 - Space Gray Met.,,NDSW - EXT. BLACK  NOVILLO LEATHER,2011,WBSPM9C50BE203595,C50,E20359,"MSRP,ZCV,ZP2.3,1CC,2MK,403",,"$69,075.00",,550/1100,,BMW of Sudbury,,,,,,,
A29 - SIlverstone II,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C52BE203596,C52,E20359,"MSRP,1CC,4MX,6FL",,"$59,525.00",,550,,Pace BMW,,,,,,,
A30 - Interologos Blue Met.,,NCH4 - PALLADIUM/BLCK/BLACK,2011,WBSPM9C54BE203597,C54,E20359,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,2MK,655,6NF,752",,"$73,125.00",,550/300,,Habberstad BMW,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C56BE203598,C56,E20359,"MSRP,ZCP,1CC,2MK,403,609,639,6FL,771",,"$68,725.00",,950,,Savage BMW,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C58BE203599,C58,E20359,"MSRP,ZCP,ZCV,ZP2.3,1CC,403",,"$67,025.00",,,,BMW MINI of San Francisco,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C50BE203600,C50,E20360,"MSRP,ZCW,ZP2.1,1CC,2MK",,"$65,025.00",,550,,BMW of Arlington Porsche of Arlington,,,,,,,
668 - Jet Black,,NCH2 - FOX RED NOVILLO,2011,WBSPM9C52BE203601,C52,E20360,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,465,494,655,752",,"$73,150.00",,,TOTAL LOSS,Valencia BMW,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C54BE203602,C54,E20360,"MSRP.1,ZCP,ZP2.3,1CC,302,2MK,403,609,6FL",,"$69,425.00",,,,Center BMW,,,,,,,
A73 - Jerez Black Met.,,NDH2 - EXT. FOX RED NOVILLO,2011,WBSPM9C56BE203603,C56,E20360,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,417,465,494,655,6NF,752",,"$75,525.00",,550/1100,,BMW of El Cajon,,,,,,,
A52 - Space Gray Met.,,NDH2 - EXT. FOX RED NOVILLO,2011,WBSPM9C58BE203604,C58,E20360,"MSRP,ZCP,ZCV,ZCW,ZP2.3,1CC,2MK,655,752",,"$73,775.00",,550/1100,,Albany Motorcars Inc,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C5XBE203605,C5X,E20360,"MSRP,ZCP,ZCV,1CC,403,465,4MY,639,6NF,752",,"$68,850.00",,550,,Northwest BMW,,,,,,,
300 - Alpine White,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C51BE203606,C51,E20360,"MSRP,ZCP,1CC,2MK,465,494,4MY,609,639,6FL,6NF,752",,"$70,550.00",,300,,Nick Alexander Imports,,,,,,,
300 - Alpine White,,NCH5 - FOX RED/BLACK/BLACK,2011,WBSPM9C53BE203607,C53,E20360,"MSRP,ZCV,ZP2.2,1CC,465,752",,"$66,150.00",,300,TOTAL LOSS,BMW of Honolulu,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE203608,C55,E20360,"MSRP,ZCP,ZCV,ZP2.3,1CC,2MK,403,465,752",,"$72,850.00",,550,,Shelly BMW,,,,,,,
A30 - Interologos Blue Met.,,NDH1 - EXT. PALLADIUM,2011,WBSPM9C57BE203609,C57,E20360,"MSRP,ZCV,ZCW,ZP2.3,1CC,223,2MK,2MT,403,417,5AC,655,6NF,752",,"$75,550.00",,550/1100,,Community Volkswagen/Santa,,,,,,,
A52 - Space Gray Met.,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C53BE203610,C53,E20361,"MSRP,1CC,6FL,771",,"$59,975.00",,550/950,,BMW of Temple,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2011,WBSPM9C55BE203611,C55,E20361,"MSRP,ZCP,ZCV,ZP2.3,1CC,403",,"$67,575.00",1-13-2011,550,Military/Euro Delivery,"Autohaus Euler Kaiserslautern GmbH , Kaiserslautern",,,,,,,
A73 - Jerez Black Met.,,NDH1 - EXT. PALLADIUM,2011,WBSPM9C57BE203612,C57,E20361,"MSRP,ZCV,ZP2.3,326,1CC,403,465,494,655,6NF,752",,"$69,550.00",,550/1100,,Leith BMW Rolls-Royce Motor Cars Raleigh,,,,,,,
A29 - SIlverstone II,,GEAT - ANTHRACITE CLOTH,2011,WBSPM9C59BE203613,C59,E20361,"MSRP,ZCP,ZCV,ZCW,1CC,752,771",,"$66,925.00",,550,Military,"Rhein Würzburg Zw.-Nl. der AH Heermann u. Rhein GmbH , Würzburg",,,,,,,
