EXTERIOR,,INTERIOR,YEAR,VIN,,,Package Codes,,MSRP,PROD.,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice,VIN fill done Sun Aug 10 2025 11:35:08 GMT-0500 (Central Daylight Time)
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93518E041369,,E041369,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$68,970.00","Jan 22, 2008",475,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93588E041370,,E041370,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 21, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA935X8E041371,,E041371,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 21, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93518E041372,,E041372,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$68,970.00","Jan 22, 2008",475,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93538E041373,,E041373,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$68,970.00","Jan 22, 2008",475,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93558E041374,,E041374,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$68,970.00","Jan 22, 2008",475,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93578E041375,,E041375,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$68,970.00","Jan 22, 2008",475,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93598E041376,,E041376,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$68,970.00","Jan 22, 2008",475,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93508E041377,,E041377,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$68,970.00","Jan 22, 2008",475,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93528E041378,,E041378,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$68,970.00","Jan 22, 2008",475,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93548E041379,,E041379,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$68,970.00","Jan 22, 2008",475,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93508E041380,,E041380,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$68,970.00","Jan 22, 2008",475,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93528E041381,,E041381,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$68,970.00","Jan 22, 2008",475,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93548E041382,,E041382,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$68,970.00","Jan 22, 2008",475,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93568E041383,,E041383,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$68,970.00","Jan 22, 2008",475,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93588E041384,,E041384,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$68,970.00","Jan 22, 2008",475,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA935X8E041385,,E041385,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$68,970.00","Jan 21, 2008",475,,,,,,,,,,
A73 - Jerez Black Metallic,,NCH2 - Fox Red Novillo Leather,2008,WBSVA93518E041386,,E041386,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,403,417,507,6FL,653,655,752",,"$68,970.00","Jan 21, 2008",475,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93538E041387,,E041387,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 21, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93558E041388,,E041388,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 23, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93578E041389,,E041389,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 23, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93538E041390,,E041390,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 21, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93558E041391,,E041391,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 21, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93578E041392,,E041392,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 22, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93598E041393,,E041393,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 22, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93508E041394,,E041394,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 23, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93528E041395,,E041395,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 23, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93548E041396,,E041396,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 23, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93568E041397,,E041397,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 23, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93588E041398,,E041398,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 23, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA935X8E041399,,E041399,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 23, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93528E041400,,E041400,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 23, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93548E041401,,E041401,"MSRP.3,ZPP.3,2MT.1,403,507,609,6FL,653,655,752",,"$67,345.00","Jan 23, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93568E041402,,E041402,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 23, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93588E041403,,E041403,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 23, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA935X8E041404,,E041404,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 23, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93518E041405,,E041405,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 23, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93538E041406,,E041406,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 23, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93558E041407,,E041407,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 22, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93578E041408,,E041408,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 22, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93598E041409,,E041409,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 22, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93558E041410,,E041410,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 23, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93578E041411,,E041411,"MSRP.3,ZCW,ZPP.3,2MT.1,322,403,507,609,6FL,653,655,752",,"$68,345.00","Jan 23, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93598E041412,,E041412,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 23, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93508E041413,,E041413,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 24, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93528E041414,,E041414,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 23, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93548E041415,,E041415,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 23, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93568E041416,,E041416,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 24, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93588E041417,,E041417,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 24, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA935X8E041418,,E041418,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 24, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93518E041419,,E041419,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 24, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93588E041420,,E041420,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 24, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA935X8E041421,,E041421,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 24, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93518E041422,,E041422,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 24, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93538E041423,,E041423,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 24, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93558E041424,,E041424,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 24, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93578E041425,,E041425,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 24, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93598E041426,,E041426,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 24, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93508E041427,,E041427,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 24, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93528E041428,,E041428,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 24, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93548E041429,,E041429,"MSRP.3,ZCW,ZPP.3,2MT.1,322,403,507,609,6FL,653,655,752",,"$68,345.00","Jan 23, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93508E041430,,E041430,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 23, 2008",475/1100,,,,,,,,,,
A29 - Silverstone Metallic II,,NDH2 - Fox Red Extended Leather,2008,WBSVA93528E041431,,E041431,"MSRP.3,ZPP.3,2MT.1,403,609,6FL,653,655,752",,"$66,995.00","Jan 23, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93548E041432,,E041432,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 24, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93568E041433,,E041433,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 24, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93588E041434,,E041434,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 24, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA935X8E041435,,E041435,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 24, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93518E041436,,E041436,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 24, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93538E041437,,E041437,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 24, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93558E041438,,E041438,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 25, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93578E041439,,E041439,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 25, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93538E041440,,E041440,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 25, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93558E041441,,E041441,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 25, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93578E041442,,E041442,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 25, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93598E041443,,E041443,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 25, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93508E041444,,E041444,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 25, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93528E041445,,E041445,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 25, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93548E041446,,E041446,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 25, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93568E041447,,E041447,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 25, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93588E041448,,E041448,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 25, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA935X8E041449,,E041449,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 25, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93568E041450,,E041450,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 25, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93588E041451,,E041451,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 25, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA935X8E041452,,E041452,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 25, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93518E041453,,E041453,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 24, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93538E041454,,E041454,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 25, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93558E041455,,E041455,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 25, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93578E041456,,E041456,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 25, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93598E041457,,E041457,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 25, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93508E041458,,E041458,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 25, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93528E041459,,E041459,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 25, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93598E041460,,E041460,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 28, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93508E041461,,E041461,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 28, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93528E041462,,E041462,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 25, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93548E041463,,E041463,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 25, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93568E041464,,E041464,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 28, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93588E041465,,E041465,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 28, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA935X8E041466,,E041466,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 28, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93518E041467,,E041467,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 26, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93538E041468,,E041468,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 26, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93558E041469,,E041469,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 26, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93518E041470,,E041470,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 26, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93538E041471,,E041471,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 26, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93558E041472,,E041472,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 26, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93578E041473,,E041473,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 26, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93598E041474,,E041474,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 26, 2008",475/1100,,,,,,,,,,
A73 - Jerez Black Metallic,,NDSW - Black Extended Novillo Leather,2008,WBSVA93508E041475,,E041475,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,653,655,752",,"$69,495.00","Jan 26, 2008",475/1100,,,,,,,,,,
