EXTERIOR,Development code,INTERIOR,Year,VIN,,,,PACKAGES,MSRP,PROD,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice,VPC
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C09M9F25928,,9F25928,2MK,,,"Nov 25, 2020",,USA,"Fields BMW, Winter Park, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C00M9F25946,,9F25946,2MK,,,"Nov 25, 2020",,USA,"BMW of The Woodlands, The Woodlands, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C09M9F25959,,9F25959,2MK,,,"Nov 25, 2020",,USA,"*Closed 3-Jan-23* BMW of Oyster Bay, Oyster Bay, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C0XM9F25985,,9F25985,2MK,,,"Nov 25, 2020",,USA,"BMW of Freehold, Freehold, US",,,,,,,,
C28 - Donington Grey Metallic,F97,MAH7 - Black Vernasca Leather,,5YMTS0C05M9F26025,,9F26025,2MK,,,"Nov 25, 2020",,USA,"BMW of Towson, Towson, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C03M9F26069,,9F26069,2MK,,,"Nov 25, 2020",,USA,"BMW of Monterey, Seaside, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C00M9F26093,,9F26093,2MK,,,"Nov 25, 2020",,USA,"The BMW Store/Cincinnati MINI, Cincinnati, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C05M9F26123,,9F26123,2MK,,,"Nov 25, 2020",,USA,"BMW of Catonsville, Baltimore, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,,5YMTS0C04M9F26162,,9F26162,2MK,,,"Nov 25, 2020",,USA,"BMW of Raleigh, Raleigh, US",,,,,,,,
C28 - Donington Grey Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C03M9F26217,,9F26217,2MK,,,"Nov 29, 2020",,USA,"BMW of Buena Park, Buena Park, US",,,,,,,,
C28 - Donington Grey Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C03M9F26234,,9F26234,2MK,,,"Nov 29, 2020",,USA,"Braman BMW/Braman MINI of Miami, Miami, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,,5YMTS0C08M9F26259,,9F26259,2MK,,,"Nov 29, 2020",,USA,"BMW of Newton, Newton, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C09M9F26299,,9F26299,2MK,,,"Nov 29, 2020",,USA,"BMW of Reading, Reading, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C04M9F26324,,9F26324,2MK,,,"Nov 29, 2020",,USA,"Rallye BMW, Westbury, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C08M9F26343,,9F26343,2MK,,,"Nov 30, 2020",,USA,"BMW of Annapolis, Annapolis, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C09M9F26366,,9F26366,2MK,,,"Nov 30, 2020",,USA,"Rick Hill BMW, Kingsport, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C04M9F26386,,9F26386,2MK,,,"Nov 30, 2020",,USA,"Sandia BMW/MINI, Albuquerque, US",,,,,,,,
300 - Alpine White,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C01M9F26412,,9F26412,2MK,,,"Nov 30, 2020",,USA,"Princeton BMW, Hamilton, US",,,,,,,,
300 - Alpine White,F97,MAH7 - Black Vernasca Leather,,5YMTS0C05M9F26431,,9F26431,2MK,,,"Nov 30, 2020",,USA,"Baron BMW/MINI, Merriam, US",,,,,,,,
C28 - Donington Grey Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C0XM9F26456,,9F26456,2MK,,,"Nov 30, 2020",,USA,"Rusnak BMW, Thousand Oaks, US",,,,,,,,
C28 - Donington Grey Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C00M9F26496,,9F26496,2MK,,,"Nov 30, 2020",,USA,"BMW of Murrieta, Murrieta, US",,,,,,,,
C28 - Donington Grey Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C02M9F26564,,9F26564,2MK,,,"Nov 30, 2020",,USA,"BMW of Manhasset, Manhasset, US",,,,,,,,
300 - Alpine White,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C02M9F26578,,9F26578,2MK,,,"Nov 30, 2020",,USA,"Chapman BMW, Chandler, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C02M9F26600,,9F26600,2MK,,,"Nov 30, 2020",,USA,"BMW of Grapevine, Grapevine, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,,5YMTS0C04M9F26615,,9F26615,2MK,,,"Nov 30, 2020",,USA,"BMW of West St. Louis, Manchester, US",,,,,,,,
300 - Alpine White,F97,MAOQ - Oyster Vernasca Leather,,5YMTS0C05M9F26641,,9F26641,2MK,,,"Nov 30, 2020",,USA,"BMW of Roxbury, Kenvil, US",,,,,,,,
C1N - Sunstone Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C04M9F29093,,9F29093,2MK,,,"Nov 30, 2020",,USA,"BMW of San Rafael, San Rafael, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C08M9F29114,,9F29114,2MK,,,"Nov 30, 2020",,USA,"Sharpe BMW, Grand Rapids, US",,,,,,,,
C1N - Sunstone Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C02M9F29139,,9F29139,2MK,,,"Nov 30, 2020",,USA,"BMW of Riverside, Riverside, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C04M9F29160,,9F29160,2MK,,,"Nov 30, 2020",,USA,"South Bay BMW, Torrance, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,,5YMTS0C00M9F29186,,9F29186,2MK,,,"Nov 30, 2020",,USA,"BMW of Eugene, Eugene, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C04M9F29207,,9F29207,2MK,,,"Nov 30, 2020",,USA,"BMW of Monrovia, Monrovia, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C07M9F29234,,9F29234,2MK,,,"Nov 30, 2020",,USA,"South Bay BMW, Torrance, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C02M9F29254,,9F29254,2MK,,,"Nov 30, 2020",,USA,"McKenna BMW, Norwalk, US",,,,,,,,
C3G - Toronto Red Metallic,F97,MAOQ - Oyster Vernasca Leather,,5YMTS0C07M9F29279,,9F29279,2MK,,,"Nov 30, 2020",,USA,"BMW of Freehold, Freehold, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C05M9F29295,,9F29295,2MK,,,"Nov 30, 2020",,USA,"Circle BMW, Eatontown, US",,,,,,,,
C3G - Toronto Red Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C00M9F29320,,9F29320,2MK,,,"Nov 30, 2020",,USA,"Classic BMW, Plano, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C06M9F29340,,9F29340,2MK,,,"Dec 1, 2020",,USA,"BMW of Greenwich, Greenwich, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C02M9F29366,,9F29366,2MK,,,"Dec 1, 2020",,USA,"BMW of Lancaster, Lancaster, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C08M9F29386,,9F29386,2MK,,,"Dec 1, 2020",,USA,"BMW of Wichita, Wichita, US",,,,,,,,
C1N - Sunstone Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C05M9F29412,,9F29412,2MK,,,"Dec 1, 2020",,USA,"BMW of Florence, Florence, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C00M9F29432,,9F29432,2MK,,,"Dec 1, 2020",,USA,"Braman Motorcars/Braman MINI of Pal, West Palm Beach, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C07M9F29458,,9F29458,2MK,,,"Dec 1, 2020",,USA,"BMW of Freeport, Freeport, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C0XM9F29485,,9F29485,2MK,,,"Dec 1, 2020",,USA,"BMW of San Diego, San Diego, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,,5YMTS0C08M9F29503,,9F29503,2MK,,,"Dec 1, 2020",,USA,"Circle BMW, Eatontown, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C02M9F29528,,9F29528,2MK,,,"Dec 1, 2020",,USA,"Sharpe BMW, Grand Rapids, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C01M9F29570,,9F29570,2MK,,,"Dec 1, 2020",,USA,"Richmond BMW, Richmond, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C04M9F29594,,9F29594,2MK,,,"Dec 1, 2020",,USA,"Rallye BMW, Westbury, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C02M9F29612,,9F29612,2MK,,,"Dec 1, 2020",,USA,"Open Road BMW, Edison, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,MAOQ - Oyster Vernasca Leather,,5YMTS0C03M9F29635,,9F29635,2MK,,,"Dec 1, 2020",,USA,"Classic BMW, Plano, US",,,,,,,,
C3G - Toronto Red Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C05M9F29653,,9F29653,2MK,,,"Dec 1, 2020",,USA,"BMW of Cape Cod, Hyannis, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C06M9F29676,,9F29676,2MK,,,"Dec 1, 2020",,USA,"Towne BMW, Williamsville, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C08M9F30599,,9F30599,2MK,,,"Dec 1, 2020",,USA,"BMW of San Diego, San Diego, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C00M9F30628,,9F30628,2MK,,,"Dec 1, 2020",,USA,"Steve Thomas BMW, Camarillo, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C00M9F30662,,9F30662,2MK,,,"Dec 1, 2020",,USA,"BMW of West Springfield, West Springfield, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C06M9F30682,,9F30682,2MK,,,"Dec 1, 2020",,USA,"BMW of Sioux Falls, Sioux Falls, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C00M9F30712,,9F30712,2MK,,,"Dec 1, 2020",,USA,"BMW Performance Center (SC), Greer, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C07M9F30741,,9F30741,2MK,,,"Dec 1, 2020",,USA,"BMW of Silver Spring, Silver Spring, US",,,,,,,,
C28 - Donington Grey Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C02M9F30761,,9F30761,2MK,,,"Dec 1, 2020",,USA,"Hendrick BMW, Charlotte, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C02M9F30789,,9F30789,2MK,,,"Dec 1, 2020",,USA,"BMW of Southpoint, Durham, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C04M9F30809,,9F30809,2MK,,,"Dec 1, 2020",,USA,"BMW of Alexandria, Alexandria, US",,,,,,,,
300 - Alpine White,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,,5YMTS0C07M9F30836,,9F30836,2MK,,,"Dec 1, 2020",,USA,"BMW of Raleigh, Raleigh, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C02M9F30856,,9F30856,2MK,,,"Dec 1, 2020",,USA,"BMW of Dallas/MINI of Dallas, Dallas, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C03M9F30882,,9F30882,2MK,,,"Dec 1, 2020",,USA,"BMW of San Diego, San Diego, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C05M9F30902,,9F30902,2MK,,,"Dec 2, 2020",,USA,"Fields BMW of Daytona, Daytona Beach, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C0XM9F30930,,9F30930,2MK,,,"Dec 2, 2020",,USA,"Peterson BMW of Boise, Boise, US",,,,,,,,
300 - Alpine White,F97,MAH7 - Black Vernasca Leather,,5YMTS0C07M9F30979,,9F30979,2MK,,,"Dec 2, 2020",,USA,"Princeton BMW, Hamilton, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C09M9F30997,,9F30997,2MK,,,"Dec 2, 2020",,USA,"BMW/MINI of Sterling, Sterling, US",,,,,,,,
C28 - Donington Grey Metallic,F97,MAH7 - Black Vernasca Leather,,5YMTS0C02M9F31022,,9F31022,2MK,,,"Dec 2, 2020",,USA,"BMW/MINI of Sterling, Sterling, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C05M9F31094,,9F31094,2MK,,,"Dec 2, 2020",,USA,"BMW of Manhasset, Manhasset, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C08M9F31137,,9F31137,2MK,,,"Dec 2, 2020",,USA,"Habberstad BMW, Huntington Station, US",,,,,,,,
C28 - Donington Grey Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C0XM9F31155,,9F31155,2MK,,,"Dec 2, 2020",,USA,"Motorwerks BMW, Bloomington, US",,,,,,,,
,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C04M9F31197,,9F31197,2MK,,,"Dec 2, 2020",,USA,"BMW of Catonsville, Baltimore, US",,,,,,,,
C28 - Donington Grey Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C06M9F31220,,9F31220,2MK,,,"Dec 2, 2020",,USA,"BMW of Peabody, Peabody, US",,,,,,,,
475 - Black Sapphire Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,,5YMTS0C06M9F31279,,9F31279,2MK,,,"Dec 2, 2020",,USA,"BMW of Lancaster, Lancaster, US",,,,,,,,
300 - Alpine White,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C07M9F31307,,9F31307,2MK,,,"Dec 2, 2020",,USA,"BMW of Alexandria, Alexandria, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C00M9F31357,,9F31357,2MK,,,"Dec 2, 2020",,USA,"Critz BMW, Savannah, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C02M9F31411,,9F31411,2MK,,,"Dec 2, 2020",,USA,"Bill Jacobs BMW/MINI, Naperville, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C06M9F31430,,9F31430,2MK,,,"Dec 2, 2020",,USA,"Vista BMW, Coconut Creek, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C00M9F31455,,9F31455,2MK,,,"Dec 2, 2020",,USA,"Germain BMW of Naples, Naples, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C00M9F31617,,9F31617,2MK,,,"Dec 3, 2020",,USA,"BMW of Anchorage, Anchorage, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C00M9F31634,,9F31634,2MK,,,"Dec 3, 2020",,USA,"BMW of Eugene, Eugene, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C05M9F31659,,9F31659,2MK,,,"Dec 3, 2020",,USA,"Schomp BMW of Highlands Ranch, Highlands Ranch, US",,,,,,,,
C28 - Donington Grey Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C07M9F31677,,9F31677,2MK,,,"Dec 3, 2020",,USA,"BMW of Rochester, Rochester, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C08M9F31705,,9F31705,2MK,,,"Dec 3, 2020",,USA,"BMW of Southpoint, Durham, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C03M9F31756,,9F31756,2MK,,,"Dec 3, 2020",,USA,"Beverly Hills BMW, Los Angeles, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C01M9F31786,,9F31786,2MK,,,"Dec 3, 2020",,USA,"Laurel BMW of Westmont, Westmont, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C08M9F31834,,9F31834,2MK,,,"Dec 3, 2020",,USA,"BMW of Springfield, Springfield, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C05M9F31855,,9F31855,2MK,,,"Dec 3, 2020",,USA,"Irvine BMW, Irvine, US",,,,,,,,
300 - Alpine White,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C08M9F31882,,9F31882,2MK,,,"Dec 3, 2020",,USA,"BMW of Palm Springs, Palm Springs, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C02M9F31912,,9F31912,2MK,,,"Dec 3, 2020",,USA,"BMW of Doylestown, Doylestown, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C06M9F31931,,9F31931,2MK,,,"Dec 3, 2020",,USA,"BMW of Gainesville, Gainesville, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C02M9F31957,,9F31957,2MK,,,"Dec 3, 2020",,USA,"BMW of Freehold, Freehold, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,,5YMTS0C06M9F31976,,9F31976,2MK,,,"Dec 3, 2020",,USA,"Crevier BMW, Santa Ana, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C01M9F32002,,9F32002,2MK,,,"Dec 3, 2020",,USA,"AH Euler Kaiserslautern GmbH, Kaiserslautern, DE",,,,,,,,
C28 - Donington Grey Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C03M9F33085,,9F33085,2MK,,,"Dec 3, 2020",,USA,"Chapman BMW, Chandler, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C09M9F33110,,9F33110,2MK,,,"Dec 3, 2020",,USA,"Flemington BMW, Flemington, US",,,,,,,,
300 - Alpine White,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,,5YMTS0C04M9F33130,,9F33130,2MK,,,"Dec 3, 2020",,USA,"Nalley BMW of Decatur, Decatur, US",,,,,,,,
C28 - Donington Grey Metallic,F97,MAH7 - Black Vernasca Leather,,5YMTS0C07M9F33154,,9F33154,2MK,,,"Dec 3, 2020",,USA,"BMW of Westbrook, Westbrook, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C02M9F33174,,9F33174,2MK,,,"Dec 3, 2020",,USA,"BMW of Mountain View, Mountain View, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,,5YMTS0C0XM9F33200,,9F33200,2MK,,,"Dec 3, 2020",,USA,"BMW of Ontario, Ontario, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C01M9F33229,,9F33229,2MK,,,"Dec 3, 2020",,USA,"McKenna BMW, Norwalk, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,,5YMTS0C05M9F33279,,9F33279,2MK,,,"Dec 4, 2020",,USA,"Bill Pearce BMW, Reno, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C0XM9F33309,,9F33309,2MK,,,"Dec 4, 2020",,USA,"Valley Auto World, Inc., Fayetteville, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C0XM9F33357,,9F33357,2MK,,,"Dec 4, 2020",,USA,"United BMW, Alpharetta, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,,5YMTS0C00M9F33397,,9F33397,2MK,,,"Dec 4, 2020",,USA,"BMW of Reading, Reading, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C06M9F33422,,9F33422,2MK,,,"Dec 4, 2020",,USA,"Flemington BMW, Flemington, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C06M9F33436,,9F33436,2MK,,,"Dec 4, 2020",,USA,"Flemington BMW, Flemington, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C07M9F33459,,9F33459,2MK,,,"Dec 4, 2020",,USA,"Bobby Rahal BMW of South Hills, Canonsburg, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,,5YMTS0C09M9F33477,,9F33477,2MK,,,"Dec 4, 2020",,USA,"BMW of the Main Line, Bala Cynwyd, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C08M9F33518,,9F33518,2MK,,,"Dec 4, 2020",,USA,"BMW of Florence, Florence, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C05M9F33539,,9F33539,2MK,,,"Dec 4, 2020",,USA,"Nick Alexander Imports, Los Angeles, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,,5YMTS0C07M9F33557,,9F33557,2MK,,,"Dec 4, 2020",,USA,"BMW of Westlake, Cuyahoga, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C01M9F33571,,9F33571,2MK,,,"Dec 4, 2020",,USA,"Valencia BMW, Valencia, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,,5YMTS0C09M9F33706,,9F33706,2MK,,,"Dec 4, 2020",,USA,"BMW of West St. Louis, Manchester, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C06M9F33727,,9F33727,2MK,,,"Dec 4, 2020",,USA,"BMW of Brooklyn, Brooklyn, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C04M9F33791,,9F33791,2MK,,,"Dec 4, 2020",,USA,"BMW of El Cajon, El Cajon, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C0XM9F33813,,9F33813,2MK,,,"Dec 4, 2020",,USA,"BMW of Manhattan, New York, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C07M9F33851,,9F33851,2MK,,,"Dec 4, 2020",,USA,"McKenna BMW, Norwalk, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C04M9F33869,,9F33869,2MK,,,"Dec 4, 2020",,USA,"BMW of Catonsville, Baltimore, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,,5YMTS0C00M9F33898,,9F33898,2MK,,,"Dec 4, 2020",,USA,"BMW of Mt. Laurel, Mount Laurel, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,,5YMTS0C09M9F33916,,9F33916,2MK,,,"Dec 5, 2020",,USA,"BMW of Williamsport, Muncy, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C03M9F33944,,9F33944,2MK,,,"Dec 5, 2020",,USA,"BMW of Ramsey, Ramsey, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C07M9F33963,,9F33963,2MK,,,"Dec 5, 2020",,USA,"BMW of Las Vegas, Las Vegas, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C01M9F33991,,9F33991,2MK,,,"Dec 5, 2020",,USA,"BMW of Bridgeport, Bridgeport, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C03M9F34012,,9F34012,2MK,,,"Dec 5, 2020",,USA,"BMW of Fairfax, Fairfax, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,,5YMTS0C08M9F36810,,9F36810,2MK,,,"Dec 6, 2020",,USA,"Bill Pearce BMW, Reno, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C07M9F36829,,9F36829,2MK,,,"Dec 6, 2020",,USA,"BMW of Catonsville, Baltimore, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,,5YMTS0C04M9F36870,,9F36870,2MK,,,"Dec 6, 2020",,USA,"Erhard BMW of Farmington Hills, Farmington Hills, US",,,,,,,,
