EXTERIOR,,INTERIOR,Year,VIN,,,Package Codes,PACKAGES,MSRP,PROD,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice,VPC
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJ7B70103,,7B70103,2MK,,,"May 29, 2018",,,"BMW of Rockville, Rockville, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51J7B70104,,7B70104,,,,"May 29, 2018",,,"BMW of Toledo, Toledo, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53J7B70105,,7B70105,,,,"May 29, 2018",,,"BMW Gallery, Norwood, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55J7B70106,,7B70106,,,,"May 29, 2018",,,"Flow BMW, Winston Salem, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57J7B70107,,7B70107,,,,"May 29, 2018",,,"BMW of Sterling, Sterling, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59J7B70108,,7B70108,,,,"May 29, 2018",,,"Nalley BMW of Decatur, Decatur, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50J7B70109,,7B70109,2MK,,,"May 29, 2018",,,"BMW of Gwinnett Place, Duluth, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57J7B70110,,7B70110,,,,"May 29, 2018",,,"Ferman BMW/Ferman MINI of Tampa Bay, Palm Harbor, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59J7B70111,,7B70111,2MK,,,"May 29, 2018",,,"Galleria BMW, D'Iberville, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50J7B70112,,7B70112,2MK,,,"May 29, 2018",,,"Germain BMW of Naples, Naples, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52J7B70113,,7B70113,2MK,,,"May 29, 2018",,,"Germain BMW of Naples, Naples, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54J7B70114,,7B70114,,,,"May 29, 2018",,,"Tulley BMW, Nashua, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56J7B70115,,7B70115,,,,"May 29, 2018",,,"BMW AG, München",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58J7B70116,,7B70116,2MK,,,"May 30, 2018",,,"Laurel BMW of Westmont, Westmont, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJ7B70117,,7B70117,2MK,,,"May 30, 2018",,,"Fields BMW, Northfield, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51J7B70118,,7B70118,2MK,,,"May 30, 2018",,,"Crevier BMW, Santa Ana, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53J7B70119,,7B70119,2MK,,,"May 30, 2018",,,"BMW of South Atlanta, Union City, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJ7B70120,,7B70120,2MK,,,"May 30, 2018",,,"BMW of Freeport, Freeport, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51J7B70121,,7B70121,2MK,,,"May 30, 2018",,,"BMW of Westchester, White Plains, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53J7B70122,,7B70122,,,,"May 30, 2018",,,"BMW of Alexandria, Alexandria, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55J7B70123,,7B70123,2MK,,,"May 30, 2018",,,"BMW of Ontario, Ontario, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57J7B70124,,7B70124,2MK,,,"May 30, 2018",,,"Patrick BMW, Schaumburg, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59J7B70125,,7B70125,,,,"May 30, 2018",,,"BMW of Fairfax, Fairfax, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50J7B70126,,7B70126,,,,"May 30, 2018",,,"BMW of Mt. Laurel, Mount Laurel, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52J7B70127,,7B70127,2MK,,,"May 30, 2018",,,"BMW of Mt. Laurel, Mount Laurel, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54J7B70128,,7B70128,,,,"May 30, 2018",,,"Rusnak BMW, Thousand Oaks, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56J7B70129,,7B70129,2MK,,,"May 30, 2018",,,"BMW Fresno, Fresno, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52J7B70130,,7B70130,2MK,,,"May 30, 2018",,,"Circle BMW, Eatontown, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54J7B70131,,7B70131,,,,"May 30, 2018",,,"BMW of Alexandria, Alexandria, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56J7B70132,,7B70132,2MK,,,"May 30, 2018",,,"BMW of Orland Park, Orland Park, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58J7B70133,,7B70133,2MK,,,"May 30, 2018",,,"Erhard BMW of Bloomfield Hills, Bloomfield Hills, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJ7B70134,,7B70134,2MK,,,"May 30, 2018",,,"BMW AG, München",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51J7B70135,,7B70135,,,,"May 30, 2018",,,"South Bay BMW, Torrance, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53J7B70136,,7B70136,,,,"May 30, 2018",,,"Crevier BMW, Santa Ana, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55J7B70137,,7B70137,,,,"May 30, 2018",,,"BMW of Tigard, Tigard, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57J7B70138,,7B70138,,,,"May 30, 2018",,,"BMW of Austin, Austin, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59J7B70139,,7B70139,,,,"May 30, 2018",,,"BMW of Peabody, Peabody, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55J7B70140,,7B70140,2MK,,,"May 30, 2018",,,"Richmond BMW, Richmond, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57J7B70141,,7B70141,2MK,,,"May 30, 2018",,,"Vista BMW, Coconut Creek, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59J7B70142,,7B70142,2MK,,,"May 30, 2018",,,"BMW of Mt. Laurel, Mount Laurel, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50J7B70143,,7B70143,2MK,,,"May 31, 2018",,,"Beverly Hills BMW, Los Angeles, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52J7B70144,,7B70144,2MK,,,"May 31, 2018",,,"BMW of Mountain View, Mountain View, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54J7B70145,,7B70145,,,,"May 31, 2018",,,"Braman Motorcars/Braman MINI of Pal, West Palm Beach, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56J7B70146,,7B70146,,,,"May 31, 2018",,,"Schomp BMW of Highlands Ranch, Highlands Ranch, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58J7B70147,,7B70147,,,,"May 31, 2018",,,"BMW Seattle, Seattle, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJ7B70148,,7B70148,,,,"May 31, 2018",,,"BMW of San Diego, San Diego, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51J7B70149,,7B70149,,,,"May 31, 2018",,,"Paul Miller BMW, Wayne, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58J7B70150,,7B70150,2MK,,,"May 31, 2018",,,"BMW of Greenwich, Greenwich, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJ7B70151,,7B70151,2MK,,,"May 31, 2018",,,"Tom Bush BMW Jacksonville, Jacksonville, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51J7B70152,,7B70152,2MK,,,"May 31, 2018",,,"BMW of Fort Walton Beach, Fort Walton Beach, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53J7B70153,,7B70153,2MK,,,"May 31, 2018",,,"BMW Seattle, Seattle, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55J7B70154,,7B70154,2MK,,,"May 31, 2018",,,"BMW of Houston Midtown, Houston, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57J7B70155,,7B70155,2MK,,,"May 31, 2018",,,"Bavarian Motor Cars GmbH, Würzburg, DE",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59J7B70156,,7B70156,,,,"May 31, 2018",,,"Bavarian Motor Cars GmbH, Würzburg, DE",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50J7B70157,,7B70157,,,,"May 31, 2018",,,"Bavarian Motor Cars GmbH, Würzburg, DE",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52J7B70158,,7B70158,2MK,,,"May 31, 2018",,,"Budds' BMW Oakville, Oakville, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54J7B70159,,7B70159,2MK,,,"May 31, 2018",,,"Maranello BMW, Vaughan, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50J7B70160,,7B70160,2MK,,,"May 31, 2018",,,"BMW Aurora, Aurora, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52J7B70161,,7B70161,2MK,,,"May 31, 2018",,,"Parkview BMW, North York, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54J7B70162,,7B70162,2MK,,,"May 31, 2018",,,"BMW Toronto, Toronto, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56J7B70163,,7B70163,2MK,,,"May 31, 2018",,,"BMW Markham, Markham, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58J7B70164,,7B70164,2MK,,,"May 31, 2018",,,"BMW Montreal Centre, Montreal, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJ7B70165,,7B70165,2MK,,,"Jun 1, 2018",,,"BMW Sainte-Julie, Sainte-Julie, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51J7B70166,,7B70166,2MK,,,"Jun 1, 2018",,,"BMW West Island, Dorval, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53J7B70167,,7B70167,2MK,,,"Jun 1, 2018",,,"Elite BMW, Ottawa, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55J7B70168,,7B70168,,,,"Jun 1, 2018",,,"Performance BMW, St. Catharines, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57J7B70169,,7B70169,,,,"Jun 1, 2018",,,"Calgary BMW, Calgary, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53J7B70170,,7B70170,2MK,,,"Jun 1, 2018",,,"The BMW Store, Vancouver, CA",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55J7B70171,,7B70171,2MK,,,"Jun 1, 2018",,,"Brian Jessel BMW, Vancouver, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57J7B70172,,7B70172,2MK,,,"Jun 1, 2018",,,"Park Shore BMW, North Vancouver, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59J7B70173,,7B70173,2MK,,,"Jun 1, 2018",,,"BMW Aurora, Aurora, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50J7B70174,,7B70174,2MK,,,"Jun 1, 2018",,,"Budds' BMW Oakville, Oakville, CA",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52J7B70175,,7B70175,,,,"Jun 1, 2018",,,"BMW Autohaus, Thornhill, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54J7B70176,,7B70176,2MK,,,"Jun 1, 2018",,,"BMW Toronto, Toronto, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56J7B70177,,7B70177,2MK,,,"Jun 1, 2018",,,"Parkview BMW, North York, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58J7B70178,,7B70178,2MK,,,"Jun 1, 2018",,,"Pfaff BMW, Mississauga, CA",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJ7B70179,,7B70179,2MK,,,"Jun 1, 2018",,,"BMW Montreal Centre, Montreal, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56J7B70180,,7B70180,,,,"Jun 1, 2018",,,"Pfaff BMW, Mississauga, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58J7B70181,,7B70181,,,,"Jun 1, 2018",,,"BMW Markham, Markham, CA",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJ7B70182,,7B70182,,,,"Jun 1, 2018",,,"BMW Encinitas, Encinitas, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51J7B70183,,7B70183,2MK,,,"Jun 1, 2018",,,"BMW of Milwaukee North, Milwaukee, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53J7B70184,,7B70184,,,,"Jun 1, 2018",,,"BMW of Barrington, Barrington, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55J7B70185,,7B70185,,,,"Jun 1, 2018",,,"Braman BMW/Braman MINI of Miami, Miami, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57J7B70186,,7B70186,,,,"Jun 1, 2018",,,"BMW of Sudbury, Sudbury, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59J7B70187,,7B70187,,,,"Jun 2, 2018",,,"BMW of San Rafael, San Rafael, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50J7B70188,,7B70188,,,,"Jun 2, 2018",,,"BMW Seattle, Seattle, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52J7B70189,,7B70189,2MK,,,"Jun 2, 2018",,,"Rusnak BMW, Thousand Oaks, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59J7B70190,,7B70190,,,,"Jun 2, 2018",,,"Schomp BMW of Highlands Ranch, Highlands Ranch, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50J7B70191,,7B70191,,,,"Jun 2, 2018",,,"BMW of Springfield, Springfield, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52J7B70192,,7B70192,2MK,,,"Jun 2, 2018",,,"Bill Pearce BMW, Reno, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54J7B70193,,7B70193,2MK,,,"Jun 2, 2018",,,"BMW of Houston North, Houston, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56J7B70194,,7B70194,,,,"Jun 2, 2018",,,"Momentum BMW/MINI, Houston, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58J7B70195,,7B70195,2MK,,,"Jun 2, 2018",,,"BMW of San Antonio/MINI of San Anto, San Antonio, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJ7B70196,,7B70196,2MK,,,"Jun 2, 2018",,,"BMW of San Antonio/MINI of San Anto, San Antonio, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51J7B70197,,7B70197,2MK,,,"Jun 2, 2018",,,"Center BMW, Sherman Oaks, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53J7B70198,,7B70198,,,,"Jun 2, 2018",,,"Center BMW, Sherman Oaks, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55J7B70199,,7B70199,2MK,,,"Jun 2, 2018",,,"BMW Portland, Portland, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58J7B70200,,7B70200,,,,"Jun 4, 2018",,,"BMW AG, München / BMW of Bayside",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJ7B70201,,7B70201,2MK,,,"Jun 4, 2018",,,"Otto's BMW, Ottawa, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51J7B70202,,7B70202,2MK,,,"Jun 4, 2018",,,"BMW Brossard, Brossard, CA",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53J7B70203,,7B70203,2MK,,,"Jun 4, 2018",,,"BMW Ville de Quebec, Quebec City, CA",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55J7B70204,,7B70204,,,,"Jun 4, 2018",,,"BMW Durham, Ajax, CA",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57J7B70205,,7B70205,2MK,,,"Jun 4, 2018",,,"BMW of Tigard, Tigard, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59J7B70206,,7B70206,2MK,,,"Jun 4, 2018",,,"BMW of Louisville, Louisville, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50J7B70207,,7B70207,2MK,,,"Jun 4, 2018",,,"Jackie Cooper Imports/MINI, Edmond, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52J7B70208,,7B70208,2MK,,,"Jun 4, 2018",,,"Braman Motorcars/Braman MINI of Pal, West Palm Beach, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54J7B70209,,7B70209,2MK,,,"Jun 4, 2018",,,"BMW of Ontario, Ontario, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50J7B70210,,7B70210,,,,"Jun 4, 2018",,,"BMW of Riverside, Riverside, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52J7B70211,,7B70211,2MK,,,"Jun 4, 2018",,,"BMW of Riverside, Riverside, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54J7B70212,,7B70212,2MK,,,"Jun 4, 2018",,,"Nick Alexander Imports, Los Angeles, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56J7B70213,,7B70213,2MK,,,"Jun 4, 2018",,,"BMW of Mountain View, Mountain View, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58J7B70214,,7B70214,2MK,,,"Jun 4, 2018",,,"BMW of Fremont, Fremont, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJ7B70215,,7B70215,,,,"Jun 4, 2018",,,"BMW of Anchorage, Anchorage, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51J7B70216,,7B70216,,,,"Jun 4, 2018",,,"Enterprise BMW, Appleton, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53J7B70217,,7B70217,,,,"Jun 4, 2018",,,"BMW of Bellevue, Bellevue, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55J7B70218,,7B70218,,,,"Jun 4, 2018",,,"New Century BMW, Alhambra, US",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57J7B70219,,7B70219,2MK,,,"Jun 5, 2018",,,"New Century BMW, Alhambra, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C53J7B70220,,7B70220,2MK,,,"Jun 5, 2018",,,"BMW of Buena Park, Buena Park, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C55J7B70221,,7B70221,,,,"Jun 5, 2018",,,"Weatherford BMW, Berkeley, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C57J7B70222,,7B70222,,,,"Jun 5, 2018",,,"BMW of Dallas/MINI of Dallas, Dallas, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C59J7B70223,,7B70223,2MK,,,"Jun 5, 2018",,,"International Autos/MINI, West Allis, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C50J7B70224,,7B70224,,,,"Jun 5, 2018",,,"Grand Blanc BMW, Grand Blanc, US",,,,,,,,
300 - Alpine White III,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C52J7B70225,,7B70225,,,,"Jun 5, 2018",,,"Weatherford BMW, Berkeley, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C54J7B70226,,7B70226,,,,"Jun 5, 2018",,,"BMW of Vista, Vista, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56J7B70227,,7B70227,2MK,,,"Jun 5, 2018",,,"BMW Encinitas, Encinitas, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58J7B70228,,7B70228,,,,"Jun 5, 2018",,,"AH Euler Kaiserslautern GmbH, Kaiserslautern, DE",,,,,,,,
475 - Black Sapphire Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJ7B70229,,7B70229,2MK,,,"Jun 5, 2018",,,"Niederlassung Stuttgart, Stuttgart, DE",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C56J7B70230,,7B70230,,,,"Jun 5, 2018",,,"BMW of Grapevine, Grapevine, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C58J7B70231,,7B70231,,,,"Jun 5, 2018",,,"Braman BMW/Braman MINI of Miami, Miami, US",,,,,,,,
B39 - Mineral Grey Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C5XJ7B70232,,7B70232,,,,"Jun 5, 2018",,,"BMW of Houston North, Houston, US",,,,,,,,
C16 - Long Beach Blue Metallic,,LCNL - Black Vernasca Leather w. Blue Stitch,,WBS1J5C51J7B70233,,7B70233,,,,"Jun 5, 2018",,,"Autobahn Motorcars, Fort Worth, US",,,,,,,,
