EXTERIOR,,INTERIOR,YEAR,VIN,,,Package Codes,PACKAGES,MSRP,PROD.,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice,VIN fill done Sun Aug 10 2025 11:35:08 GMT-0500 (Central Daylight Time)
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93598PY39408,,PY39408,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 12, 2007",475,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93508PY39409,,PY39409,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 12, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93578PY39410,,PY39410,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 12, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93598PY39411,,PY39411,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 12, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93508PY39412,,PY39412,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 12, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93528PY39413,,PY39413,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 12, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93548PY39414,,PY39414,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 11, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93568PY39415,,PY39415,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 11, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93588PY39416,,PY39416,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 11, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD935X8PY39417,,PY39417,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 11, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93518PY39418,,PY39418,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 11, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93538PY39419,,PY39419,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 11, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD935X8PY39420,,PY39420,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 11, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93518PY39421,,PY39421,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 11, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93538PY39422,,PY39422,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 11, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93558PY39423,,PY39423,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,752",,,"Dec 11, 2007",1100,,,,,,,,,,
A75 - Melbourne Red Metallic,,GEAT - Anthracite/Black Cloth & Leather,2008,WBSWD93578PY39424,,PY39424,"MSRP.3,ZCW,ZPP.1,ZTP,2MK,2MT.1,302,415,507,6FL",,,"Jan 10, 2008",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NDH1 - Silver Novillo Extended Leather,2008,WBSWD93598PY39425,,PY39425,"MSRP.3,ZCW,ZTP,2MK,2MT.1,302,403,4MY,507,6FL,752",,,"Jan 16, 2008",475/2000,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93508PY39426,,PY39426,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93528PY39427,,PY39427,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93548PY39428,,PY39428,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93568PY39429,,PY39429,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93528PY39430,,PY39430,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93548PY39431,,PY39431,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93568PY39432,,PY39432,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93588PY39433,,PY39433,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD935X8PY39434,,PY39434,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 12, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93518PY39435,,PY39435,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 12, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93538PY39436,,PY39436,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 12, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93558PY39437,,PY39437,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 12, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93578PY39438,,PY39438,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 12, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93598PY39439,,PY39439,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 12, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93558PY39440,,PY39440,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 12, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93578PY39441,,PY39441,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 12, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93598PY39442,,PY39442,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 12, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93508PY39443,,PY39443,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 12, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93528PY39444,,PY39444,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 12, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93548PY39445,,PY39445,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 12, 2007",1100,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93568PY39446,,PY39446,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93588PY39447,,PY39447,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD935X8PY39448,,PY39448,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93518PY39449,,PY39449,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93588PY39450,,PY39450,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD935X8PY39451,,PY39451,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93518PY39452,,PY39452,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 12, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93538PY39453,,PY39453,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 12, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93558PY39454,,PY39454,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 12, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93578PY39455,,PY39455,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 12, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93598PY39456,,PY39456,"MSRP.3,ZCW,ZPP.1,2MT.1,302,322,507,609,6FL,653,655,752",,,"Dec 12, 2007",475,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93508PY39457,,PY39457,"MSRP.3,ZCW,ZPP.3,ZTP,2MK,2MT.1,415,507,6FL,653,655,752",,,"Dec 12, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93528PY39458,,PY39458,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 12, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93548PY39459,,PY39459,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 12, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93508PY39460,,PY39460,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 12, 2007",1100,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93528PY39461,,PY39461,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 12, 2007",1100,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93548PY39462,,PY39462,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 14, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93568PY39463,,PY39463,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 14, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93588PY39464,,PY39464,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 14, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD935X8PY39465,,PY39465,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 14, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93518PY39466,,PY39466,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 14, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93538PY39467,,PY39467,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 14, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93558PY39468,,PY39468,"MSRP.3,ZCW,ZPP.1,2MT.1,507,609,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93578PY39469,,PY39469,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 14, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93538PY39470,,PY39470,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93558PY39471,,PY39471,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93578PY39472,,PY39472,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
300 - Alpine White,,NDSW - Black Extended Novillo Leather,2008,WBSWD93598PY39473,,PY39473,"MSRP.3,ZCW,ZPP.3,ZTP,2MT.1,415,507,6FL,653,655,752",,,"Dec 13, 2007",1100,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93508PY39474,,PY39474,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93528PY39475,,PY39475,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93548PY39476,,PY39476,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93568PY39477,,PY39477,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93588PY39478,,PY39478,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD935X8PY39479,,PY39479,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93568PY39480,,PY39480,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93588PY39481,,PY39481,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD935X8PY39482,,PY39482,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 14, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93518PY39483,,PY39483,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 14, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93538PY39484,,PY39484,"MSRP.3,ZCW,ZPP.1,2MT.1,322,507,609,6FL,653,655,752",,,"Dec 14, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93558PY39485,,PY39485,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 14, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93578PY39486,,PY39486,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 14, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93598PY39487,,PY39487,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 14, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93508PY39488,,PY39488,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 14, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93528PY39489,,PY39489,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 14, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93598PY39490,,PY39490,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 14, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93508PY39491,,PY39491,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 14, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93528PY39492,,PY39492,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 14, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93548PY39493,,PY39493,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 14, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93568PY39494,,PY39494,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93588PY39495,,PY39495,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD935X8PY39496,,PY39496,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93518PY39497,,PY39497,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93538PY39498,,PY39498,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93558PY39499,,PY39499,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 15, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93588PY39500,,PY39500,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 15, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD935X8PY39501,,PY39501,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93518PY39502,,PY39502,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 13, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93538PY39503,,PY39503,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 15, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93558PY39504,,PY39504,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 15, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93578PY39505,,PY39505,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 15, 2007",475,,,,,,,,,,
A75 - Melbourne Red Metallic,,NDH3 - Beige Novillo Extended Leather,2008,WBSWD93598PY39506,,PY39506,"MSRP.3,ZPP.3,ZTP,2MT.1,403,6FL,653,655,752",,,"Dec 15, 2007",475/1100,,,,,,,,,,
A75 - Melbourne Red Metallic,,NDH3 - Beige Novillo Extended Leather,2008,WBSWD93508PY39507,,PY39507,"MSRP.3,ZPP.3,ZTP,2MT.1,403,6FL,653,655,752",,,"Dec 15, 2007",475/1100,,,,,,,,,,
A75 - Melbourne Red Metallic,,NDH3 - Beige Novillo Extended Leather,2008,WBSWD93528PY39508,,PY39508,"MSRP.3,ZPP.3,ZTP,2MT.1,403,6FL,653,655,752",,,"Dec 15, 2007",475/1100,,,,,,,,,,
A75 - Melbourne Red Metallic,,NDH3 - Beige Novillo Extended Leather,2008,WBSWD93548PY39509,,PY39509,"MSRP.3,ZPP.3,ZTP,2MT.1,403,6FL,653,655,752",,,"Dec 14, 2007",475/1100,,,,,,,,,,
A75 - Melbourne Red Metallic,,NDH3 - Beige Novillo Extended Leather,2008,WBSWD93508PY39510,,PY39510,"MSRP.3,ZPP.3,ZTP,2MT.1,403,6FL,653,655,752",,,"Dec 17, 2007",475/1100,,,,,,,,,,
A75 - Melbourne Red Metallic,,NDH3 - Beige Novillo Extended Leather,2008,WBSWD93528PY39511,,PY39511,"MSRP.3,ZPP.3,ZTP,2MT.1,403,6FL,653,655,752",,,"Dec 15, 2007",475/1100,,,,,,,,,,
A75 - Melbourne Red Metallic,,NDH3 - Beige Novillo Extended Leather,2008,WBSWD93548PY39512,,PY39512,"MSRP.3,ZPP.3,ZTP,2MT.1,403,6FL,653,655,752",,,"Dec 15, 2007",475/1100,,,,,,,,,,
A75 - Melbourne Red Metallic,,NDH3 - Beige Novillo Extended Leather,2008,WBSWD93568PY39513,,PY39513,"MSRP.3,ZPP.3,ZTP,2MT.1,403,6FL,653,655,752",,,"Dec 15, 2007",475/1100,,,,,,,,,,
A75 - Melbourne Red Metallic,,NDH3 - Beige Novillo Extended Leather,2008,WBSWD93588PY39514,,PY39514,"MSRP.3,ZPP.3,ZTP,2MT.1,403,6FL,653,655,752",,,"Dec 15, 2007",475/1100,,,,,,,,,,
A75 - Melbourne Red Metallic,,NDH3 - Beige Novillo Extended Leather,2008,WBSWD935X8PY39515,,PY39515,"MSRP.3,ZPP.3,ZTP,2MT.1,403,6FL,653,655,752",,,"Dec 15, 2007",475/1100,,,,,,,,,,
A75 - Melbourne Red Metallic,,NDH3 - Beige Novillo Extended Leather,2008,WBSWD93518PY39516,,PY39516,"MSRP.3,ZPP.3,ZTP,2MT.1,403,6FL,653,655,752",,,"Dec 15, 2007",475/1100,,,,,,,,,,
A75 - Melbourne Red Metallic,,NDH3 - Beige Novillo Extended Leather,2008,WBSWD93538PY39517,,PY39517,"MSRP.3,ZPP.3,ZTP,2MT.1,403,6FL,653,655,752",,,"Dec 15, 2007",475/1100,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93558PY39518,,PY39518,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 15, 2007",475,,,,,,,,,,
A30 - Interlagos Blue Metallic,,NCH1 - Silver Novillo Leather,2008,WBSWD93578PY39519,,PY39519,"MSRP.3,ZCW,ZPP.1,ZTP,2MT.1,507,6FL,653,655,752",,,"Dec 15, 2007",475,,,,,,,,,,
