EXTERIOR,,INTERIOR,YEAR,VIN,,,Package Codes,PACKAGES,MSRP,PROD.,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice,VIN fill done Sun Aug 10 2025 11:35:08 GMT-0500 (Central Daylight Time)
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C5XAE202128,C58,E202128,,,#VALUE!,,,,,,,,,,,,
381 - Le Mans Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C51AE202129,C5X,E202129,,,#VALUE!,,,,,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C58AE202130,C56,E202130,,,#VALUE!,,,,,,,,,,,,
381 - Le Mans Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C5XAE202131,C58,E202131,,,#VALUE!,,,,,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C51AE202132,C5X,E202132,,,#VALUE!,,,,,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C53AE202133,C51,E202133,,,#VALUE!,,,,,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C55AE202134,C53,E202134,,,#VALUE!,,,,,,,,,,,,
A73 - Jerez Black Met.,,NCH1 - PALLADIUM NOVILLO,2010,WBSPM9C57AE202135,C55,E202135,,,#VALUE!,,,,,,,,,,,,
A73 - Jerez Black Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2010,WBSPM9C59AE202136,C57,E202136,,,#VALUE!,,,,,,,,,,,,
A52 - Space Gray Metallic,,GEAT - Anthracite/Black Cloth & Leather | $0.00,2010,WBSPM9C50AE202137,C59,E202137,,,#VALUE!,,,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C52AE202138,C50,E202138,,,#VALUE!,,,,,,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C54AE202139,C52,E202139,,,#VALUE!,,,,,,,,,,,,
668 - Jet Black,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2010,WBSPM9C50AE202140,C59,E202140,,,#VALUE!,,,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C52AE202141,C50,E202141,,,#VALUE!,,,,,,,,,,,,
A52 - Space Gray Metallic,,NCH1 - PALLADIUM NOVILLO,2010,WBSPM9C54AE202142,C52,E202142,,,#VALUE!,,,,,,,,,,,,
A52 - Space Gray Metallic,,NCH1 - PALLADIUM NOVILLO,2010,WBSPM9C56AE202143,C54,E202143,,,#VALUE!,,,,,,,,,,,,
A52 - Space Gray Metallic,,NDSW - EXT. BLACK  NOVILLO LEATHER,2010,WBSPM9C58AE202144,C56,E202144,,,#VALUE!,,,,,,,,,,,,
A52 - Space Gray Metallic,,NCH2 - FOX RED NOVILLO,2010,WBSPM9C5XAE202145,C58,E202145,,,#VALUE!,,,,,,,,,,,,
381 - Le Mans Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C51AE202146,C5X,E202146,,,#VALUE!,,,,,,,,,,,,
381 - Le Mans Blue Met.,,NCH1 - PALLADIUM NOVILLO,2010,WBSPM9C53AE202147,C51,E202147,,,#VALUE!,,,,,,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C55AE202148,C53,E202148,,,#VALUE!,,,,,,,,,,,,
A29 - SIlverstone II,,NCH1 - PALLADIUM NOVILLO,2010,WBSPM9C57AE202149,C55,E202149,,,#VALUE!,,,,,,,,,,,,
A75 - Melbourne Red Met.,,NDSW - EXT. BLACK  NOVILLO LEATHER,2010,WBSPM9C53AE202150,C51,E202150,2MK,,"$5,075.00",,,,,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C55AE202151,C53,E202151,2MK,,"$5,075.00",,,,,,,,,,,,
A30 - Interologos Blue Met.,,GEAT - ANTHRACITE CLOTH,2010,WBSPM9C57AE202152,C55,E202152,2MK,,"$5,075.00",,,,,,,,,,,,
A75 - Melbourne Red Met.,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C59AE202153,C57,E202153,2MK,,"$5,075.00",,,,,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C50AE202154,C59,E202154,2MK,,"$5,075.00",,,,,,,,,,,,
A73 - Jerez Black Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2010,WBSPM9C52AE202155,C50,E202155,2MK,,"$5,075.00",,,,,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C54AE202156,C52,E202156,2MK,,"$5,075.00",,,,,,,,,,,,
300 - Alpine White,,NCH2 - FOX RED NOVILLO,2010,WBSPM9C56AE202157,C54,E202157,2MK,,"$5,075.00",,,,,,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C58AE202158,C56,E202158,2MK,,"$5,075.00",,,,,,,,,,,,
300 - Alpine White,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2010,WBSPM9C5XAE202159,C58,E202159,2MK,,"$5,075.00",,,,,,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C56AE202160,C54,E202160,2MK,,"$5,075.00",,,,,,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C58AE202161,C56,E202161,2MK,,"$5,075.00",,,,,,,,,,,,
A29 - SIlverstone II,,NDSW - EXT. BLACK  NOVILLO LEATHER,2010,WBSPM9C5XAE202162,C58,E202162,,,#VALUE!,,,,,,,,,,,,
A73 - Jerez Black Met.,,NDSW - EXT. BLACK  NOVILLO LEATHER,2010,WBSPM9C51AE202163,C5X,E202163,2MK,,"$5,075.00",,,,,,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C53AE202164,C51,E202164,2MK,,"$5,075.00",,,,,,,,,,,,
A30 - Interologos Blue Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2010,WBSPM9C55AE202165,C53,E202165,,,#VALUE!,,,,,,,,,,,,
300 - Alpine White,,NCH2 - FOX RED NOVILLO,2010,WBSPM9C57AE202166,C55,E202166,,,#VALUE!,,,,,,,,,,,,
A73 - Jerez Black Met.,,NDH3 - EXT. BAMBOO ,2010,WBSPM9C57BE202167,C57,E202167,2MK,,"$5,075.00",,,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C50AE202168,C59,E202168,2MK,,"$5,075.00",,,,,,,,,,,,
381 - Le Mans Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C52AE202169,C50,E202169,2MK,,"$5,075.00",,,,,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C59AE202170,C57,E202170,2MK,,"$5,075.00",,,,,,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C50AE202171,C59,E202171,2MK,,"$5,075.00",,,,,,,,,,,,
381 - Le Mans Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C52AE202172,C50,E202172,2MK,,"$5,075.00",,,,,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C54AE202173,C52,E202173,2MK,,"$5,075.00",,,,,,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C56AE202174,C54,E202174,2MK,,"$5,075.00",,,,,,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C58AE202175,C56,E202175,2MK,,"$5,075.00",,,,,,,,,,,,
381 - Le Mans Blue Met.,,GEAT - Anthracite/Black Cloth & Leather | $0.00,2010,WBSPM9C5XAE202176,C58,E202176,,,#VALUE!,,,,,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C51AE202177,C5X,E202177,2MK,,"$5,075.00",,,,,,,,,,,,
300 - Alpine White,,NDH3 - EXT. BAMBOO ,2010,WBSPM9C53AE202178,C51,E202178,2MK,,"$5,075.00",,,,,,,,,,,,
300 - Alpine White,,NDH2 - Fox Red Extended Novillo Leather,2010,WBSPM9C55AE202179,C53,E202179,,,#VALUE!,,,,,,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C51AE202180,C5X,E202180,2MK,,"$5,075.00",,,,,,,,,,,,
300 - Alpine White,,NCH1 - PALLADIUM NOVILLO,2010,WBSPM9C53AE202181,C51,E202181,2MK,,"$5,075.00",,,,,,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C55AE202182,C53,E202182,2MK,,"$5,075.00",,,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C57AE202183,C55,E202183,2MK,,"$5,075.00",,,,,,,,,,,,
300 - Alpine White,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2010,WBSPM9C59AE202184,C57,E202184,2MK,,"$5,075.00",,,,,,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C50AE202185,C59,E202185,2MK,,"$5,075.00",,,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C52AE202186,C50,E202186,2MK,,"$5,075.00",,,,,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C54AE202187,C52,E202187,2MK,,"$5,075.00",,,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C56AE202188,C54,E202188,2MK,,"$5,075.00",,,,,,,,,,,,
300 - Alpine White,,NCH2 - FOX RED NOVILLO,2010,WBSPM9C58AE202189,C56,E202189,2MK,,"$5,075.00",,,,,,,,,,,,
668 - Jet Black,,NCH1 - PALLADIUM NOVILLO,2010,WBSPM9C54AE202190,C52,E202190,2MK,,"$5,075.00",,,,,,,,,,,,
381 - Le Mans Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C56AE202191,C54,E202191,2MK,,"$5,075.00",,,,,,,,,,,,
668 - Jet Black,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2010,WBSPM9C58AE202192,C58,E202192,,,#VALUE!,,,, BMW North Scottsdale,,,,,,,,
A52 - Space Gray Metallic,,NCH1 - PALLADIUM NOVILLO,2010,WBSPM9C5XAE202193,C5X,E202193,,,#VALUE!,,,,,,,,,,,,
A30 - Interologos Blue Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2010,WBSPM9C51AE202194,C51,E202194,,,#VALUE!,,,,,,,,,,,,
A30 - Interologos Blue Met.,,NCH1 - PALLADIUM NOVILLO,2010,WBSPM9C53AE202195,C53,E202195,,,#VALUE!,,,,,,,,,,,,
A52 - Space Gray Metallic,,NDH2 - Fox Red Extended Novillo Leather,2010,WBSPM9C55AE202196,C55,E202196,,,#VALUE!,,,,,,,,,,,,
A30 - Interologos Blue Met.,,NCH1 - PALLADIUM NOVILLO,2010,WBSPM9C57AE202197,C57,E202197,,,#VALUE!,,,,,,,,,,,,
A52 - Space Gray Metallic,,NCH2 - FOX RED NOVILLO,2010,WBSPM9C59AE202198,C59,E202198,,,#VALUE!,,,,Bob Smith BMW,,,,,,,,
300 - Alpine White,,NDSW - EXT. BLACK  NOVILLO LEATHER,2010,WBSPM9C50AE202199,C50,E202199,,,#VALUE!,,,,,,,,,,,,
381 - Le Mans Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C53AE202200,C53,E202200,,,#VALUE!,,,,,,,,,,,,
A73 - Jerez Black Met.,,NDSW - EXT. BLACK  NOVILLO LEATHER,2010,WBSPM9C55AE202201,C55,E202201,,,#VALUE!,,,,"Reeves Import Motorcars, Inc.",,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C57AE202202,C57,E202202,,,#VALUE!,,,, Irvine BMW,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C59AE202203,C59,E202203,,,#VALUE!,,,," BMW Aurora, CAN",,,,,,,,
A73 - Jerez Black Met.,,NDSW - EXT. BLACK  NOVILLO LEATHER,2010,WBSPM9C50AE202204,C50,E202204,,,#VALUE!,,,,Nick Alexander Imports,,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C52AE202205,C52,E202205,,,#VALUE!,,,, BMW of San Diego ,,,,,,,,
A73 - Jerez Black Met.,,NCH1 - PALLADIUM NOVILLO,2010,WBSPM9C54AE202206,C54,E202206,,,#VALUE!,,,,BMW of Tulsa,,,,,,,,
A73 - Jerez Black Met.,,NCH1 - PALLADIUM NOVILLO,2010,WBSPM9C56AE202207,C56,E202207,,,#VALUE!,,,,,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C58AE202208,C58,E202208,,,#VALUE!,,,,,,,,,,,,
A73 - Jerez Black Met.,,NDSW - EXT. BLACK  NOVILLO LEATHER,2010,WBSPM9C5XAE202209,C5X,E202209,,,#VALUE!,,,,,,,,,,,,
A52 - Space Gray Metallic,,NDH2 - Fox Red Extended Novillo Leather,2010,WBSPM9C56AE202210,C56,E202210,,,#VALUE!,,,,,,,,,,,,
A29 - SIlverstone II,,NCH1 - PALLADIUM NOVILLO,2010,WBSPM9C58AE202211,C58,E202211,,,#VALUE!,,,,,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C5XAE202212,C5X,E202212,,,#VALUE!,,,,,,,,,,,,
A52 - Space Gray Metallic,,NCH2 - FOX RED NOVILLO,2010,WBSPM9C51AE202213,C51,E202213,,,#VALUE!,,,,,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C53AE202214,C53,E202214,,,#VALUE!,,,,,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C55AE202215,C55,E202215,,,#VALUE!,,,,,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C57AE202216,C57,E202216,,,#VALUE!,,,,,,,,,,,,
A52 - Space Gray Metallic,,NCH1 - PALLADIUM NOVILLO,2010,WBSPM9C59AE202217,C59,E202217,,,#VALUE!,,,,,,,,,,,,
A52 - Space Gray Metallic,,NCH2 - FOX RED NOVILLO,2010,WBSPM9C50AE202218,C50,E202218,,,#VALUE!,,,,,,,,,,,,
A73 - Jerez Black Met.,,NCH2 - FOX RED NOVILLO,2010,WBSPM9C52AE202219,C52,E202219,,,#VALUE!,,,,,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C59AE202220,C59,E202220,,,#VALUE!,,,,,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C50AE202221,C50,E202221,,,#VALUE!,,,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C52AE202222,C52,E202222,,,#VALUE!,,,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C54AE202223,C54,E202223,,,#VALUE!,,,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C56AE202224,C56,E202224,,,#VALUE!,,,,,,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C58AE202225,C58,E202225,"MSRP.1,ZCW,ZPP.1,ZTP,2MK,2MT.1,302,403,417,507,6FL,655,752",,"$72,980.00",,,,"The BMW Store, CAN",,,,,,,,
300 - Alpine White,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2010,WBSPM9C5XAE202226,C5X,E202226,"MSRP.1,ZCW,ZPP.3,ZTP,2MT.1,302,403,507,5AC,6FL,6NF,752",,"$69,555.00",,,,BMW of Birmingham,,,,,,,,
300 - Alpine White,,NDH3 - EXT. BAMBOO ,2010,WBSPM9C51AE202227,C51,E202227,"MSRP.1,ZCW,ZPP.2,ZTP,2MK,2MT.1,302,403,507,5AC,6FL,6NF,655,752",,"$73,905.00",,1100,,BMW of Dubuque,,,,,,,,
300 - Alpine White,,NCH2 - FOX RED NOVILLO,2010,WBSPM9C53AE202228,C53,E202228,"MSRP.1,ZPP.1,ZTP,2MK,2MT.1,507,6FL,6NF,655,752",,"$70,105.00",,,, South Motors BMW/South Motors MIN,,,,,,,,
300 - Alpine White,,NCH2 - FOX RED NOVILLO,2010,WBSPM9C55AE202229,C55,E202229,"MSRP.1,ZTP,2MK,302,465,507,6FL,771",,"$66,330.00",,950,,BMW of Manhattan,,,,,,,,
300 - Alpine White,,NCH2 - FOX RED NOVILLO,2010,WBSPM9C51AE202230,C51,E202230,"MSRP.1,ZCW,ZPP.3,ZTP,2MT.1,302,403,6FL",,"$66,875.00",,,,"BMW ville de Quebec, CAN",,,,,,,,
300 - Alpine White,,NCH1 - PALLADIUM NOVILLO,2010,WBSPM9C53AE202231,C53,E202231,"MSRP.1,ZCW,ZPP.3,ZTP,2MK,2MT.1,302,403",,"$69,375.00",,,,"Dreyer & Reinbold, Inc. Satellite , Greenwood",,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C55AE202232,C55,E202232,"MSRP.1,ZPP.3,ZTP,2MK,2MT.1,403,494,6FL,655,752",,"$71,125.00",,,,Classic BMW,,,,,,,,
300 - Alpine White,,NCH2 - FOX RED NOVILLO,2010,WBSPM9C57AE202233,C57,E202233,"MSRP.1,ZPP.3,ZTP,2MK,2MT.1,403,494,507,6FL,6NF,655,752",,"$71,655.00",,,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C59AE202234,C59,E202234,"MSRP.1,ZPP.1,ZTP,417,465,507,6FL,6NF,752",,"$67,255.00",,550,,East Bay BMW,,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C50AE202235,C50,E202235,"MSRP.1,ZPP.3,ZTP,2MK,2MT.1,302,403,507,6FL,6NF,655,752",,"$71,555.00",,,,,,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C52AE202236,C52,E202236,"MSRP.1,ZPP.2,ZTP,2MK,2MT.1,403,6FL",,"$68,375.00",,,,,,,,,,,,
A29 - SIlverstone II,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C54AE202237,C54,E202237,"MSRP.1,ZPP.3,ZTP,2MK,2MT.1,655",,"$67,825.00",,550,,BMW of Austin,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C56AE202238,C56,E202238,"MSRP.1,ZPP.3,2MK,2MT.1,403,6FL,655",,"$65,475.00",,,,Vista Motor Company/Vista MINI,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C58AE202239,C58,E202239,"MSRP.1,ZPP.3,ZTP,2MK,2MT.1,403,465,494,6FL,752",,"$71,250.00",,,,Sterling BMW,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C54AE202240,C54,E202240,"MSRP.1,ZPP.3,ZTP,2MT.1,403,6FL ",,"$65,475.00",,,,BMW of San Francisco,,,,,,,,
300 - Alpine White,,NDSW - EXT. BLACK  NOVILLO LEATHER,2010,WBSPM9C56AE202241,C56,E202241,"MSRP.1,ZCW,ZPP.2,ZTP,2MK,2MT.1,302,403,507,6FL,655,752",,"$73,505.00",,1100,,,,,,,,,,
A52 - Space Gray Metallic,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C58AE202242,C58,E202242,"MSRP.1,ZCW,ZPP.3,ZTP,2MT.1,302,403,6FL",,"$67,425.00",,550,,,,,,,,,,
381 - Le Mans Blue Met.,,NCH1 - PALLADIUM NOVILLO,2010,WBSPM9C5XAE202243,C5X,E202243,"MSRP.1,ZCW,ZPP.1,ZTP,2MT.1,302,403,6FL",,"$67,425.00",,550,,"BMW Toronto, CAN",,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C51AE202244,C51,E202244,"MSRP.1,ZPP.1,ZTP,2MK,2MT.1,302,403,465,494,507,6FL,655,752",,"$72,380.00",,,,BMW of Pleasant Grove,,,,,,,,
668 - Jet Black,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2010,WBSPM9C53AE202245,C53,E202245,"MSRP.1,ZCW,ZPP.3,ZTP,2MK,2MT.1,302,403,507,6FL,655,752",,"$72,405.00",,,,,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C55AE202246,C55,E202246,"MSRP.1,ZCW,ZPP.1,302,403,6FL",,"$62,425.00",,,,,,,,,,,,
A73 - Jerez Black Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2010,WBSPM9C57AE202247,C57,E202247,"MSRP.1,ZPP.2,ZTP,2MK,2MT.1,6FL",,"$67,875.00",,550,,,,,,,,,,
A73 - Jerez Black Met.,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2010,WBSPM9C59AE202248,C59,E202248,"MSRP.1,ZPP.3,ZTP,2MK,2MT.1,302,403,494,6FL,655,752",,"$72,075.00",,550,,,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C50AE202249,C50,E202249,"MSRP.1,ZPP.3,ZTP,302,2MT.1,507,6FL,655",,"$66,105.00",,550,,,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C57AE202250,C57,E202250,"MSRP.1,ZCW,ZPP.2,ZTP,2MK,2MT.1,302,403,6FL",,"$70,325.00",,550,,,,,,,,,,
668 - Jet Black,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C59AE202251,C59,E202251,"MSRP.1,ZCW,ZPP.3,ZTP,2MK,2MT.1,302,403,507,5AC,6FL,6NF,655,752",,"$72,805.00",,,,,,,,,,,,
A30 - Interologos Blue Met.,,NDH1 - EXT. PALLADIUM,2010,WBSPM9C50AE202252,C50,E202252,"MSRP.1,ZCW,ZPP.3,ZTP,2MK,2MT.1,302,403,507,6FL,655,752",,"$74,055.00",,550/1100,,,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C52AE202253,C52,E202253,"MSRP.1,ZPP.2,2MK,2MT.1,655",,"$64,575.00",,550,,,,,,,,,,
381 - Le Mans Blue Met.,,GEAT - ANTHRACITE CLOTH,2010,WBSPM9C54AE202254,C54,E202254,"MSRP.1,ZPP.3,2MT.1,403,465,6FL,6NF,655",,"$63,750.00",,550,,,,,,,,,,
381 - Le Mans Blue Met.,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C56AE202255,C56,E202255,"MSRP.1,ZCW,ZPP.3,ZTP,2MT.1,403,507,6FL,655,752",,"$69,655.00",,550,,,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C58AE202256,C58,E202256,"MSRP,1,ZCW,ZPP.3,ZTP,2MK,2MT.1,302,403,507,6FL",,"$71,205.00",,550,,,,,,,,,,
A73 - Jerez Black Met.,,NDH3 - EXT. BAMBOO ,2010,WBSPM9C5XAE202257,C5X,E202257,"MSRP,1,ZCW,ZPP.2,ZTP,2MK,2MT.1,403,417,507,6FL,6NF,653,655,752",,"$74,880.00",11-23-2009,550/1100,,,,,,,,,,
A52 - Space Gray Metallic,,NCH2 - FOX RED NOVILLO,2010,WBSPM9C51AE202258,C51,E202258,"MSRP.1,ZPP.2,ZTP,2MT.1,6FL,6NF,752",,"$67,025.00",11-24-2009,550,,,,,,,,,,
A30 - Interologos Blue Met.,,NCH1 - PALLADIUM NOVILLO,2010,WBSPM9C53AE202259,C53,E202259,"MSRP.1,ZCW,ZPP.3,ZTP,2MK,403,507,6FL,6NF,655,752",,"$71,505.00",,550,,,,,,,,,,
A73 - Jerez Black Met.,,NDH2 - Fox Red Extended Novillo Leather,2010,WBSPM9C5XAE202260,C5X,E202260,"MSRP.1,ZPP.3,ZTP,2MT.1,403,6FL,655,752",,"$69,375.00",,550/1100,, BMW of Gwinnett Place,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C51AE202261,C51,E202261,"MSRP.1,ZPP.3,ZTP,2MK,2MT.1,403,465,6FL,655 ",,"$69,750.00",,550,,Advantage BMW ,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C53AE202262,C53,E202262,"MSRP.1,ZPP.3,ZTP,2MK,2MT.1,302,403,494,6FL,6NF,655 ",,"$70,325.00",,550,,BMW of San Antonio,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C55AE202263,C55,E202263,"MSRP.1,ZCW,ZPP.3,ZTP,2MT.1,403,6FL,655,752",,"$69,275.00",,550,,United BMW of Roswell,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C57AE202264,C57,E202264,"MSRP.1,ZCW,ZPP.3,ZTP,2MK,2MT.1,302,403,507,6FL,655,752",,"$72,955.00",,550,,,,,,,,,,
A73 - Jerez Black Met.,,NDSW - EXT. BLACK  NOVILLO LEATHER,2010,WBSPM9C59AE202265,C59,E202265,"MSRP.1,ZCW,ZPP.3,ZTP,2MK,2MT.1,302,403,507,6FL,6NF,655,752",,"$74,205.00",,550/1100,,Kuni BMW,,,,,,,,
A73 - Jerez Black Met.,,Fox Red Extended Novillo Leather,2010,WBSPM9C50AE202266,C50,E202266,"MSRP.1,ZPP.3,ZTP,2MT.1,403,6FL,655,752",,"$69,375.00",,550/1100,,Ferman BMW,,,,,,,,
A73 - Jerez Black Met.,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C52AE202267,C52,E202267,"MSRP.1,ZPP.3,ZTP,2MK,2MT.1,403,494,507,6FL ",,"$69,805.00",,550,,Autobahn Motorcars,,,,,,,,
300 - Alpine White,,NCSW - BLACK NOVILLO LEATHER,2010,WBSPM9C54AE202268,C54,E202268,"MSRP.1,ZPP.3,ZTP,2MK,2MT.1,403,494,507,6FL ",,"$69,255.00",,,,Autobahn Motorcars,,,,,,,,
A52 - Space Gray Metallic,,NCH2 - FOX RED NOVILLO,2010,WBSPM9C56AE202269,C56,E202269,"MSRP.1,ZPP.3,2MK,2MT.1,6FL,655",,"$64,975.00",,550,,Vista Motor Company,,,,,,,,
300 - Alpine White,,NCH3 - BAMBOO BEIGE NOVILLO LEATHER,2010,WBSPM9C52AE202270,C52,E202270,"MSRP.1,ZPP.2,ZTP,2MK,2MT.1,302,494,6FL,6NF",,"$68,375.00",,,,Thompson BMW,,,,,,,,
