EXTERIOR,Development code,INTERIOR,Year,VIN,,,,PACKAGES,MSRP,PROD,,,DEALER NAME,Port,Carrier,VPC,Details,V-Spec,Sticker,Invoice,VPC
C1M - Phytonic Blue Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2020,5YMTS0C09L9B47110,,9B47110,2MK,,,"Nov 8, 2019",,USA,"BMW of Pittsburgh, Pittsburgh, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C05L9B47119,,9B47119,2MK,,,"Nov 8, 2019",,USA,"BMW of Barrington, Barrington, US",,,,,,,,
300 - Alpine White,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C07L9B47137,,9B47137,2MK,,,"Nov 8, 2019",,USA,"Erhard BMW of Farmington Hills, Farmington Hills, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C09L9B47155,,9B47155,2MK,,,"Nov 8, 2019",,USA,"Erhard BMW of Farmington Hills, Farmington Hills, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C0XL9B47164,,9B47164,2MK,,,"Nov 8, 2019",,USA,"BMW of Murrieta, Murrieta, US",,,,,,,,
300 - Alpine White,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C08L9B47180,,9B47180,2MK,,,"Nov 8, 2019",,USA,"Laurel BMW of Westmont, Westmont, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C02L9B47188,,9B47188,2MK,,,"Nov 8, 2019",,USA,"BMW of South Austin, Austin, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C01L9B47196,,9B47196,2MK,,,"Nov 8, 2019",,USA,"BMW of Ramsey, Ramsey, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C09L9B47205,,9B47205,2MK,,,"Nov 9, 2019",,USA,"BMW of Ridgefield, Ridgefield, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C08L9B47213,,9B47213,2MK,,,"Nov 9, 2019",,USA,"BMW of Denver Downtown, Denver, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C09L9B47222,,9B47222,2MK,,,"Nov 9, 2019",,USA,"BMW of Springfield, Springfield, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C0XL9B47231,,9B47231,2MK,,,"Nov 9, 2019",,USA,"Beverly Hills BMW, Los Angeles, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C05L9B47248,,9B47248,2MK,,,"Nov 9, 2019",,USA,"Melbourne BMW, Melbourne, US",,,,,,,,
475 - Black Sapphire Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2020,5YMTS0C07L9B47266,,9B47266,2MK,,,"Nov 9, 2019",,USA,"Century BMW, Greenville, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C09L9B47284,,9B47284,2MK,,,"Nov 9, 2019",,USA,"BMW of Arlington, Arlington, US",,,,,,,,
300 - Alpine White,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C0XL9B47293,,9B47293,2MK,,,"Nov 9, 2019",,USA,"Braman BMW/Braman MINI of Miami, Miami, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2020,5YMTS0C08L9B47311,,9B47311,2MK,,,"Nov 9, 2019",,USA,"BMW of Riverside, Riverside, US",,,,,,,,
300 - Alpine White,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C09L9B47320,,9B47320,2MK,,,"Nov 9, 2019",,USA,"Competition BMW of Smithtown, Saint James, US",,,,,,,,
475 - Black Sapphire Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2020,5YMTS0C06L9B47338,,9B47338,2MK,,,"Nov 9, 2019",,USA,"BMW of San Rafael, San Rafael, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C07L9B47347,,9B47347,2MK,,,"Nov 9, 2019",,USA,"BMW Concord, Concord, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C09L9B47365,,9B47365,2MK,,,"Nov 9, 2019",,USA,"BMW of Pharr, Pharr, US",,,,,,,,
300 - Alpine White,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C0XL9B47374,,9B47374,2MK,,,"Nov 9, 2019",,USA,"BMW of Sterling, Sterling, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C01L9B47392,,9B47392,2MK,,,"Nov 9, 2019",,USA,"Basney BMW, South Bend, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C09L9B47401,,9B47401,2MK,,,"Nov 9, 2019",,USA,"BMW of Gwinnett Place, Duluth, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C06L9B47419,,9B47419,2MK,,,"Nov 9, 2019",,USA,"BMW of Catonsville, Baltimore, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2020,5YMTS0C07L9B47428,,9B47428,2MK,,,"Nov 9, 2019",,USA,"Richmond BMW, Richmond, US",,,,,,,,
,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C08L9B47437,,9B47437,2MK,,,"Nov 9, 2019",,USA,"BMW of Rockville, Rockville, US",,,,,,,,
,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C0XL9B47455,,9B47455,2MK,,,"Nov 9, 2019",,USA,"Casey BMW, Newport News, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C00L9B47464,,9B47464,2MK,,,"Nov 9, 2019",,USA,"BMW of Fremont, Fremont, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C02L9B47482,,9B47482,2MK,,,"Nov 9, 2019",,USA,"BMW of Gwinnett Place, Duluth, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C03L9B47491,,9B47491,2MK,,,"Nov 9, 2019",,USA,"Enterprise BMW, Appleton, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C05L9B47508,,9B47508,2MK,,,"Nov 9, 2019",,USA,"BMW of Roseville, Roseville, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C03L9B47524,,9B47524,2MK,,,"Nov 9, 2019",,USA,"Schomp BMW of Highlands Ranch, Highlands Ranch, US",,,,,,,,
C3G - Toronto Red Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C02L9B47532,,9B47532,2MK,,,"Nov 9, 2019",,USA,"BMW of Orland Park, Orland Park, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C01L9B47540,,9B47540,2MK,,,"Nov 9, 2019",,USA,"Wyoming Valley BMW, Plains, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2020,5YMTS0C05L9B47556,,9B47556,2MK,,,"Nov 9, 2019",,USA,"Irvine BMW, Irvine, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C07L9B47574,,9B47574,2MK,,,"Nov 9, 2019",,USA,"BMW of Houston North, Houston, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C06L9B47582,,9B47582,2MK,,,"Nov 9, 2019",,USA,"BMW of Eugene, Eugene, US",,,,,,,,
300 - Alpine White,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2020,5YMTS0C0XL9B47598,,9B47598,2MK,,,"Nov 9, 2019",,USA,"BMW of Peabody, Peabody, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C05L9B47606,,9B47606,2MK,,,"Nov 9, 2019",,USA,"Autohaus BMW of Maplewood, Saint Louis, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C06L9B47615,,9B47615,2MK,,,"Nov 9, 2019",,USA,"BMW of Tigard, Tigard, US",,,,,,,,
,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2020,5YMTS0C08L9B47633,,9B47633,2MK,,,"Nov 10, 2019",,USA,"BMW of the Permian Basin, Midland, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C09L9B47642,,9B47642,2MK,,,"Nov 10, 2019",,USA,"BMW of Florence, Florence, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C08L9B47650,,9B47650,2MK,,,"Nov 10, 2019",,USA,"Alderson European Motors, Lubbock, US",,,,,,,,
,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C05L9B47668,,9B47668,2MK,,,"Nov 10, 2019",,USA,"BMW of Murray, Murray, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C04L9B47676,,9B47676,2MK,,,"Nov 10, 2019",,USA,"BMW Fresno, Fresno, US",,,,,,,,
300 - Alpine White,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C02L9B48597,,9B48597,2MK,,,"Nov 10, 2019",,USA,"Classic BMW/Classic MINI, Willoughby Hills, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C0XL9B48606,,9B48606,2MK,,,"Nov 10, 2019",,USA,"BMW Fresno, Fresno, US",,,,,,,,
300 - Alpine White,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C0XL9B48640,,9B48640,2MK,,,"Nov 10, 2019",,USA,"BMW of San Francisco, San Francisco, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C07L9B48739,,9B48739,2MK,,,"Nov 11, 2019",,USA,"Bluegrass BMW, Paducah, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C08L9B48748,,9B48748,2MK,,,"Nov 11, 2019",,USA,"BMW Encinitas, Encinitas, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2020,5YMTS0C09L9B48757,,9B48757,2MK,,,"Nov 11, 2019",,USA,"BMW of Tenafly, Tenafly, US",,,,,,,,
475 - Black Sapphire Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C0XL9B48766,,9B48766,2MK,,,"Nov 11, 2019",,USA,"BMW of Fairfax, Fairfax, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,MAOQ - Oyster Vernasca Leather,2020,5YMTS0C00L9B48775,,9B48775,2MK,,,"Nov 11, 2019",,USA,"South Shore BMW, Rockland, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C07L9B48854,,9B48854,2MK,,,"Nov 11, 2019",,USA,"BMW of Morristown, Morristown, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C08L9B48863,,9B48863,2MK,,,"Nov 11, 2019",,USA,"Newbold BMW, O Fallon, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2020,5YMTS0C09L9B48872,,9B48872,2MK,,,"Nov 11, 2019",,USA,"Momentum BMW/MINI, Houston, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C0XL9B48881,,9B48881,2MK,,,"Nov 11, 2019",,USA,"Nick Alexander Imports, Los Angeles, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C07L9B48899,,9B48899,2MK,,,"Nov 11, 2019",,USA,"BMW of Atlantic City, Egg Harbor Township, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C05L9B48917,,9B48917,2MK,,,"Nov 11, 2019",,USA,"Braman BMW/Braman MINI of Miami, Miami, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C07L9B48966,,9B48966,2MK,,,"Nov 11, 2019",,USA,"BMW of the Main Line, Bala Cynwyd, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C08L9B48975,,9B48975,2MK,,,"Nov 11, 2019",,USA,"BMW of Oyster Bay, Oyster Bay, US",,,,,,,,
475 - Black Sapphire Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C0XL9B48993,,9B48993,2MK,,,"Nov 11, 2019",,USA,"Classic BMW, Plano, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C06L9B49011,,9B49011,2MK,,,"Nov 11, 2019",,USA,"Competition BMW of Smithtown, Saint James, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2020,5YMTS0C01L9B49028,,9B49028,2MK,,,"Nov 11, 2019",,USA,"BMW Seattle, Seattle, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2020,5YMTS0C0XL9B49044,,9B49044,2MK,,,"Nov 11, 2019",,USA,"United BMW, Alpharetta, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C0XL9B49061,,9B49061,2MK,,,"Nov 11, 2019",,USA,"Keeler BMW, Latham, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C05L9B49078,,9B49078,2MK,,,"Nov 11, 2019",,USA,"South Bay BMW, Torrance, US",,,,,,,,
C3G - Toronto Red Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2020,5YMTS0C03L9B49094,,9B49094,2MK,,,"Nov 11, 2019",,USA,"BMW of Sarasota, Sarasota, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C01L9B49109,,9B49109,2MK,,,"Nov 11, 2019",,USA,"BMW of Rochester, Rochester, US",,,,,,,,
C28 - Donington Grey Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C0XL9B49125,,9B49125,2MK,,,"Nov 11, 2019",,USA,"South Shore BMW, Rockland, US",,,,,,,,
C3G - Toronto Red Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C08L9B49141,,9B49141,2MK,,,"Nov 11, 2019",,USA,"Rallye BMW, Westbury, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,MAOQ - Oyster Vernasca Leather,2020,5YMTS0C01L9B49157,,9B49157,2MK,,,"Nov 11, 2019",,USA,"BMW of Manhasset, Manhasset, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2020,5YMTS0C0XL9B49173,,9B49173,2MK,,,"Nov 11, 2019",,USA,"BMW of Vista, Vista, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C03L9B49189,,9B49189,2MK,,,"Nov 11, 2019",,USA,"Grayson BMW, Knoxville, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C08L9B49205,,9B49205,2MK,,,"Nov 11, 2019",,USA,"BMW of San Rafael, San Rafael, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C03L9B49225,,9B49225,2MK,,,"Nov 11, 2019",,USA,"BMW of Lincoln, Lincoln, US",,,,,,,,
300 - Alpine White,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C07L9B50183,,9B50183,2MK,,,"Nov 11, 2019",,USA,"Schomp BMW of Highlands Ranch, Highlands Ranch, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C0XL9B50209,,9B50209,2MK,,,"Nov 11, 2019",,USA,"Orange County BMW, Harriman, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C00L9B50218,,9B50218,2MK,,,"Nov 11, 2019",,USA,"BMW Portland, Portland, US",,,,,,,,
475 - Black Sapphire Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C03L9B50245,,9B50245,2MK,,,"Nov 11, 2019",,USA,"Schomp BMW of Highlands Ranch, Highlands Ranch, US",,,,,,,,
300 - Alpine White,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C07L9B50281,,9B50281,2MK,,,"Nov 12, 2019",,USA,"Keeler BMW, Latham, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C06L9B50353,,9B50353,2MK,,,"Nov 12, 2019",,USA,"Circle BMW, Eatontown, US",,,,,,,,
475 - Black Sapphire Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2020,5YMTS0C07L9B50362,,9B50362,2MK,,,"Nov 12, 2019",,USA,"BMW of Westchester, White Plains, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C09L9B50380,,9B50380,2MK,,,"Nov 12, 2019",,USA,"Patrick BMW, Schaumburg, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C05L9B50389,,9B50389,2MK,,,"Nov 12, 2019",,USA,"South Bay BMW, Torrance, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C06L9B50398,,9B50398,2MK,,,"Nov 12, 2019",,USA,"New Century BMW, Alhambra, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C03L9B50407,,9B50407,2MK,,,"Nov 12, 2019",,USA,"Flemington BMW, Flemington, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C04L9B50416,,9B50416,2MK,,,"Nov 12, 2019",,USA,"Flemington BMW, Flemington, US",,,,,,,,
C28 - Donington Grey Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C06L9B50434,,9B50434,2MK,,,"Nov 12, 2019",,USA,"BMW of Fairfax, Fairfax, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C07L9B50443,,9B50443,2MK,,,"Nov 12, 2019",,USA,"Arrowhead BMW, Glendale, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C08L9B50452,,9B50452,2MK,,,"Nov 12, 2019",,USA,"BMW of Little Rock, Little Rock, US",,,,,,,,
C28 - Donington Grey Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2020,5YMTS0C0XL9B50470,,9B50470,2MK,,,"Nov 12, 2019",,USA,"BMW of Norwood, Norwood, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C03L9B50505,,9B50505,2MK,,,"Nov 12, 2019",,USA,"BMW of Dallas/MINI of Dallas, Dallas, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C01L9B50521,,9B50521,2MK,,,"Nov 12, 2019",,USA,"BMW of Morristown, Morristown, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C05L9B50537,,9B50537,2MK,,,"Nov 12, 2019",,USA,"BMW of San Francisco, San Francisco, US",,,,,,,,
C28 - Donington Grey Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C07L9B50555,,9B50555,2MK,,,"Nov 12, 2019",,USA,"BMW of Norwood, Norwood, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C00L9B50641,,9B50641,2MK,,,"Nov 12, 2019",,USA,"BMW of Austin, Austin, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C08L9B50659,,9B50659,2MK,,,"Nov 12, 2019",,USA,"BMW Aurora, Aurora, CA",,,,,,,,
A90 - Dark Graphite Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C0XL9B50677,,9B50677,2MK,,,"Nov 12, 2019",,USA,"BMW of San Francisco, San Francisco, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C0XL9B50694,,9B50694,2MK,,,"Nov 12, 2019",,USA,"Kelowna BMW, Kelowna, CA",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C08L9B50712,,9B50712,2MK,,,"Nov 12, 2019",,USA,"Pfaff BMW, Mississauga, CA",,,,,,,,
C28 - Donington Grey Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C05L9B50764,,9B50764,2MK,,,"Nov 12, 2019",,USA,"Parkview BMW, North York, CA",,,,,,,,
475 - Black Sapphire Metallic,F97,MAH7 - Black Vernasca Leather,2020,5YMTS0C07L9B50796,,9B50796,2MK,,,"Nov 12, 2019",,USA,"Newbold BMW, O Fallon, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C08L9B52637,,9B52637,2MK,,,"Nov 12, 2019",,USA,"BMW of Monrovia, Monrovia, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C07L9B52662,,9B52662,2MK,,,"Nov 12, 2019",,USA,"Chapman BMW, Chandler, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C02L9B52696,,9B52696,2MK,,,"Nov 12, 2019",,USA,"Habberstad BMW, Huntington Station, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C01L9B52768,,9B52768,2MK,,,"Nov 13, 2019",,USA,"Otto's BMW, West Chester, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKHV - Adelaide Grey Extended Merino Leather,2020,5YMTS0C02L9B52777,,9B52777,2MK,,,"Nov 13, 2019",,USA,"BMW of Westchester, White Plains, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C03L9B52786,,9B52786,2MK,,,"Nov 13, 2019",,USA,"BMW of Tyler, Tyler, US",,,,,,,,
300 - Alpine White,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2020,5YMTS0C04L9B52795,,9B52795,2MK,,,"Nov 13, 2019",,USA,"BMW of Fort Myers, Fort Myers, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2020,5YMTS0C01L9B52804,,9B52804,2MK,,,"Nov 13, 2019",,USA,"BMW of Northwest Arkansas, Bentonville, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,VAEW - BMW Individual Ivory White Extended Merino Leather,2020,5YMTS0C02L9B52813,,9B52813,2MK,,,"Nov 13, 2019",,USA,"Orange County BMW, Harriman, US",,,,,,,,
300 - Alpine White,F97,LKDA - Sakhir Orange Extended Merino Leather,2020,5YMTS0C03L9B52822,,9B52822,2MK,,,"Nov 13, 2019",,USA,"Beverly Hills BMW, Los Angeles, US",,,,,,,,
475 - Black Sapphire Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C04L9B52831,,9B52831,2MK,,,"Nov 13, 2019",,USA,"BMW of Southpoint, Durham, US",,,,,,,,
300 - Alpine White,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2020,5YMTS0C09L9B52839,,9B52839,2MK,,,"Nov 13, 2019",,USA,"BMW of Cincinnati North, Cincinnati, US",,,,,,,,
C1M - Phytonic Blue Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C08L9B52847,,9B52847,2MK,,,"Nov 13, 2019",,USA,"Sun Motor Cars BMW, Mechanicsburg, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C08L9B52864,,9B52864,2MK,,,"Nov 13, 2019",,USA,"Schomp BMW of Highlands Ranch, Highlands Ranch, US",,,,,,,,
300 - Alpine White,F97,MAOQ - Oyster Vernasca Leather,2020,5YMTS0C07L9B52872,,9B52872,2MK,,,"Nov 13, 2019",,USA,"BMW of Dallas/MINI of Dallas, Dallas, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C08L9B52881,,9B52881,2MK,,,"Nov 13, 2019",,USA,"BMW of Tyler, Tyler, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,VATQ - BMW Individual Tartufo Extended Merino Leather,2020,5YMTS0C09L9B52890,,9B52890,2MK,,,"Nov 13, 2019",,USA,"BMW of Rockville, Rockville, US",,,,,,,,
C28 - Donington Grey Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C05L9B52899,,9B52899,2MK,,,"Nov 13, 2019",,USA,"BMW of Nashville, Brentwood, US",,,,,,,,
A90 - Dark Graphite Metallic,F97,HDJA - Black/Midrand Beige Two-Tone Merino Leather / Alcantara,2020,5YMTS0C03L9B52917,,9B52917,2MK,,,"Nov 13, 2019",,USA,"BMW of Alexandria, Alexandria, US",,,,,,,,
300 - Alpine White,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C05L9B52935,,9B52935,2MK,,,"Nov 13, 2019",,USA,"BMW of Anchorage, Anchorage, US",,,,,,,,
475 - Black Sapphire Metallic,F97,MAOQ - Oyster Vernasca Leather,2020,5YMTS0C07L9B52953,,9B52953,2MK,,,"Nov 13, 2019",,USA,"BMW of Northwest Arkansas, Bentonville, US",,,,,,,,
475 - Black Sapphire Metallic,F97,LKSW - Black Extended Merino Leather,2020,5YMTS0C07L9B52970,,9B52970,2MK,,,"Nov 13, 2019",,USA,"BMW of Lancaster, Lancaster, US",,,,,,,,
